iso_code,country,date,owid_weekly_deaths_2018
ABW,Aruba,2020-01-31,70.0
ABW,Aruba,2020-02-29,63.0
ABW,Aruba,2020-03-31,60.0
ABW,Aruba,2020-04-30,66.0
ABW,Aruba,2020-05-31,62.0
ABW,Aruba,2020-06-30,49.0
ABW,Aruba,2020-07-31,65.0
ABW,Aruba,2020-08-31,55.0
ABW,Aruba,2020-09-30,46.0
ABW,Aruba,2020-10-31,57.0
ABW,Aruba,2020-11-30,68.0
ABW,Aruba,2020-12-31,56.0
ALB,Albania,2020-01-31,2158.0
ALB,Albania,2020-02-29,2013.0
ALB,Albania,2020-03-31,2136.0
ALB,Albania,2020-04-30,1828.0
ALB,Albania,2020-05-31,1664.0
ALB,Albania,2020-06-30,1576.0
ALB,Albania,2020-07-31,1641.0
ALB,Albania,2020-08-31,1709.0
ALB,Albania,2020-09-30,1621.0
ALB,Albania,2020-10-31,1668.0
ALB,Albania,2020-11-30,1730.0
ALB,Albania,2020-12-31,2060.0
AND,Andorra,2020-01-31,38.0
AND,Andorra,2020-02-29,28.0
AND,Andorra,2020-03-31,36.0
AND,Andorra,2020-04-30,21.0
AND,Andorra,2020-05-31,16.0
AND,Andorra,2020-06-30,31.0
AND,Andorra,2020-07-31,23.0
AND,Andorra,2020-08-31,30.0
AND,Andorra,2020-09-30,30.0
AND,Andorra,2020-10-31,33.0
AND,Andorra,2020-11-30,24.0
AND,Andorra,2020-12-31,25.0
ARG,Argentina,2020-01-31,26030.0
ARG,Argentina,2020-02-29,23518.0
ARG,Argentina,2020-03-31,25683.0
ARG,Argentina,2020-04-30,25290.0
ARG,Argentina,2020-05-31,27672.0
ARG,Argentina,2020-06-30,31395.0
ARG,Argentina,2020-07-31,33618.0
ARG,Argentina,2020-08-31,33721.0
ARG,Argentina,2020-09-30,29980.0
ARG,Argentina,2020-10-31,27702.0
ARG,Argentina,2020-11-30,25250.0
ARG,Argentina,2020-12-31,23650.0
ARM,Armenia,2020-01-31,2534.0
ARM,Armenia,2020-02-29,2273.0
ARM,Armenia,2020-03-31,2215.0
ARM,Armenia,2020-04-30,1968.0
ARM,Armenia,2020-05-31,2220.0
ARM,Armenia,2020-06-30,1902.0
ARM,Armenia,2020-07-31,2347.0
ARM,Armenia,2020-08-31,1972.0
ARM,Armenia,2020-09-30,1704.0
ARM,Armenia,2020-10-31,2086.0
ARM,Armenia,2020-11-30,2317.0
ARM,Armenia,2020-12-31,2107.0
ATG,Antigua and Barbuda,2020-01-31,37.0
ATG,Antigua and Barbuda,2020-02-29,40.0
ATG,Antigua and Barbuda,2020-03-31,60.0
ATG,Antigua and Barbuda,2020-04-30,60.0
ATG,Antigua and Barbuda,2020-05-31,58.0
ATG,Antigua and Barbuda,2020-06-30,42.0
ATG,Antigua and Barbuda,2020-07-31,53.0
ATG,Antigua and Barbuda,2020-08-31,48.0
ATG,Antigua and Barbuda,2020-09-30,54.0
ATG,Antigua and Barbuda,2020-10-31,44.0
ATG,Antigua and Barbuda,2020-11-30,42.0
ATG,Antigua and Barbuda,2020-12-31,43.0
AUS,Australia,2020-01-05,2456.0
AUS,Australia,2020-01-12,2438.0
AUS,Australia,2020-01-19,2430.0
AUS,Australia,2020-01-26,2491.0
AUS,Australia,2020-02-02,2550.0
AUS,Australia,2020-02-09,2368.0
AUS,Australia,2020-02-16,2456.0
AUS,Australia,2020-02-23,2488.0
AUS,Australia,2020-03-01,2524.0
AUS,Australia,2020-03-08,2519.0
AUS,Australia,2020-03-15,2539.0
AUS,Australia,2020-03-22,2502.0
AUS,Australia,2020-03-29,2572.0
AUS,Australia,2020-04-05,2424.0
AUS,Australia,2020-04-12,2500.0
AUS,Australia,2020-04-19,2629.0
AUS,Australia,2020-04-26,2477.0
AUS,Australia,2020-05-03,2650.0
AUS,Australia,2020-05-10,2759.0
AUS,Australia,2020-05-17,2767.0
AUS,Australia,2020-05-24,2878.0
AUS,Australia,2020-05-31,2845.0
AUS,Australia,2020-06-07,2918.0
AUS,Australia,2020-06-14,2770.0
AUS,Australia,2020-06-21,2905.0
AUS,Australia,2020-06-28,2914.0
AUS,Australia,2020-07-05,2969.0
AUS,Australia,2020-07-12,2836.0
AUS,Australia,2020-07-19,2929.0
AUS,Australia,2020-07-26,3067.0
AUS,Australia,2020-08-02,2918.0
AUS,Australia,2020-08-09,2836.0
AUS,Australia,2020-08-16,2972.0
AUS,Australia,2020-08-23,2916.0
AUS,Australia,2020-08-30,3051.0
AUS,Australia,2020-09-06,2893.0
AUS,Australia,2020-09-13,2738.0
AUS,Australia,2020-09-20,2749.0
AUS,Australia,2020-09-27,2775.0
AUS,Australia,2020-10-04,2752.0
AUS,Australia,2020-10-11,2745.0
AUS,Australia,2020-10-18,2713.0
AUS,Australia,2020-10-25,2615.0
AUS,Australia,2020-11-01,2649.0
AUS,Australia,2020-11-08,2632.0
AUS,Australia,2020-11-15,2529.0
AUS,Australia,2020-11-22,2630.0
AUS,Australia,2020-11-29,2568.0
AUS,Australia,2020-12-06,2573.0
AUS,Australia,2020-12-13,2594.0
AUS,Australia,2020-12-20,2534.0
AUS,Australia,2020-12-27,2535.0
AUT,Austria,2020-01-05,1767.0
AUT,Austria,2020-01-12,1842.0
AUT,Austria,2020-01-19,1786.0
AUT,Austria,2020-01-26,1714.0
AUT,Austria,2020-02-02,1870.0
AUT,Austria,2020-02-09,1938.0
AUT,Austria,2020-02-16,1881.0
AUT,Austria,2020-02-23,1951.0
AUT,Austria,2020-03-01,2021.0
AUT,Austria,2020-03-08,1965.0
AUT,Austria,2020-03-15,1946.0
AUT,Austria,2020-03-22,1641.0
AUT,Austria,2020-03-29,1766.0
AUT,Austria,2020-04-05,1617.0
AUT,Austria,2020-04-12,1560.0
AUT,Austria,2020-04-19,1557.0
AUT,Austria,2020-04-26,1383.0
AUT,Austria,2020-05-03,1434.0
AUT,Austria,2020-05-10,1372.0
AUT,Austria,2020-05-17,1342.0
AUT,Austria,2020-05-24,1383.0
AUT,Austria,2020-05-31,1415.0
AUT,Austria,2020-06-07,1433.0
AUT,Austria,2020-06-14,1392.0
AUT,Austria,2020-06-21,1401.0
AUT,Austria,2020-06-28,1414.0
AUT,Austria,2020-07-05,1441.0
AUT,Austria,2020-07-12,1404.0
AUT,Austria,2020-07-19,1511.0
AUT,Austria,2020-07-26,1455.0
AUT,Austria,2020-08-02,1615.0
AUT,Austria,2020-08-09,1532.0
AUT,Austria,2020-08-16,1430.0
AUT,Austria,2020-08-23,1460.0
AUT,Austria,2020-08-30,1414.0
AUT,Austria,2020-09-06,1376.0
AUT,Austria,2020-09-13,1452.0
AUT,Austria,2020-09-20,1421.0
AUT,Austria,2020-09-27,1436.0
AUT,Austria,2020-10-04,1553.0
AUT,Austria,2020-10-11,1509.0
AUT,Austria,2020-10-18,1488.0
AUT,Austria,2020-10-25,1491.0
AUT,Austria,2020-11-01,1561.0
AUT,Austria,2020-11-08,1501.0
AUT,Austria,2020-11-15,1556.0
AUT,Austria,2020-11-22,1531.0
AUT,Austria,2020-11-29,1525.0
AUT,Austria,2020-12-06,1656.0
AUT,Austria,2020-12-13,1626.0
AUT,Austria,2020-12-20,1639.0
AUT,Austria,2020-12-27,1689.0
AZE,Azerbaijan,2020-01-31,5284.0
AZE,Azerbaijan,2020-02-29,5216.0
AZE,Azerbaijan,2020-03-31,4903.0
AZE,Azerbaijan,2020-04-30,5003.0
AZE,Azerbaijan,2020-05-31,4871.0
AZE,Azerbaijan,2020-06-30,4015.0
AZE,Azerbaijan,2020-07-31,5520.0
AZE,Azerbaijan,2020-08-31,4684.0
AZE,Azerbaijan,2020-09-30,4144.0
AZE,Azerbaijan,2020-10-31,4546.0
AZE,Azerbaijan,2020-11-30,4547.0
AZE,Azerbaijan,2020-12-31,4517.0
BEL,Belgium,2020-01-05,2382.0
BEL,Belgium,2020-01-12,2317.0
BEL,Belgium,2020-01-19,2336.0
BEL,Belgium,2020-01-26,2253.0
BEL,Belgium,2020-02-02,2355.0
BEL,Belgium,2020-02-09,2353.0
BEL,Belgium,2020-02-16,2565.0
BEL,Belgium,2020-02-23,2628.0
BEL,Belgium,2020-03-01,3002.0
BEL,Belgium,2020-03-08,3016.0
BEL,Belgium,2020-03-15,2724.0
BEL,Belgium,2020-03-22,2594.0
BEL,Belgium,2020-03-29,2460.0
BEL,Belgium,2020-04-05,2203.0
BEL,Belgium,2020-04-12,2175.0
BEL,Belgium,2020-04-19,2044.0
BEL,Belgium,2020-04-26,1953.0
BEL,Belgium,2020-05-03,1867.0
BEL,Belgium,2020-05-10,1980.0
BEL,Belgium,2020-05-17,1860.0
BEL,Belgium,2020-05-24,1951.0
BEL,Belgium,2020-05-31,1953.0
BEL,Belgium,2020-06-07,1811.0
BEL,Belgium,2020-06-14,1734.0
BEL,Belgium,2020-06-21,1779.0
BEL,Belgium,2020-06-28,1950.0
BEL,Belgium,2020-07-05,2080.0
BEL,Belgium,2020-07-12,1833.0
BEL,Belgium,2020-07-19,1988.0
