iso_code,country,date,owid_diabetes_prevalence
CIV,Côte d’Ivoire,2020-08-27,2.42
CIV,Côte d’Ivoire,2020-08-28,2.42
CIV,Côte d’Ivoire,2020-08-29,2.42
CIV,Côte d’Ivoire,2020-08-30,2.42
CIV,Côte d’Ivoire,2020-08-31,2.42
CIV,Côte d’Ivoire,2020-09-01,2.42
CIV,Côte d’Ivoire,2020-09-02,2.42
CIV,Côte d’Ivoire,2020-09-03,2.42
CIV,Côte d’Ivoire,2020-09-04,2.42
CIV,Côte d’Ivoire,2020-09-05,2.42
CIV,Côte d’Ivoire,2020-09-06,2.42
CIV,Côte d’Ivoire,2020-09-07,2.42
CIV,Côte d’Ivoire,2020-09-08,2.42
CIV,Côte d’Ivoire,2020-09-09,2.42
CIV,Côte d’Ivoire,2020-09-10,2.42
CIV,Côte d’Ivoire,2020-09-11,2.42
CIV,Côte d’Ivoire,2020-09-12,2.42
CIV,Côte d’Ivoire,2020-09-13,2.42
CIV,Côte d’Ivoire,2020-09-14,2.42
CIV,Côte d’Ivoire,2020-09-15,2.42
CIV,Côte d’Ivoire,2020-09-16,2.42
CIV,Côte d’Ivoire,2020-09-17,2.42
CIV,Côte d’Ivoire,2020-09-18,2.42
CIV,Côte d’Ivoire,2020-09-19,2.42
CIV,Côte d’Ivoire,2020-09-20,2.42
CIV,Côte d’Ivoire,2020-09-21,2.42
CIV,Côte d’Ivoire,2020-09-22,2.42
CIV,Côte d’Ivoire,2020-09-23,2.42
CIV,Côte d’Ivoire,2020-09-24,2.42
CIV,Côte d’Ivoire,2020-09-25,2.42
CIV,Côte d’Ivoire,2020-09-26,2.42
CIV,Côte d’Ivoire,2020-09-27,2.42
CIV,Côte d’Ivoire,2020-09-28,2.42
CIV,Côte d’Ivoire,2020-09-29,2.42
CIV,Côte d’Ivoire,2020-09-30,2.42
CIV,Côte d’Ivoire,2020-10-01,2.42
CIV,Côte d’Ivoire,2020-10-02,2.42
CIV,Côte d’Ivoire,2020-10-03,2.42
CIV,Côte d’Ivoire,2020-10-04,2.42
CIV,Côte d’Ivoire,2020-10-05,2.42
CIV,Côte d’Ivoire,2020-10-06,2.42
CIV,Côte d’Ivoire,2020-10-07,2.42
CIV,Côte d’Ivoire,2020-10-08,2.42
CIV,Côte d’Ivoire,2020-10-09,2.42
CIV,Côte d’Ivoire,2020-10-10,2.42
CMR,Cameroon,2020-03-07,7.2
CMR,Cameroon,2020-03-09,7.2
CMR,Cameroon,2020-03-13,7.2
CMR,Cameroon,2020-03-14,7.2
CMR,Cameroon,2020-03-15,7.2
CMR,Cameroon,2020-03-16,7.2
CMR,Cameroon,2020-03-17,7.2
CMR,Cameroon,2020-03-18,7.2
CMR,Cameroon,2020-03-19,7.2
CMR,Cameroon,2020-03-20,7.2
CMR,Cameroon,2020-03-21,7.2
CMR,Cameroon,2020-03-22,7.2
CMR,Cameroon,2020-03-23,7.2
CMR,Cameroon,2020-03-24,7.2
CMR,Cameroon,2020-03-25,7.2
CMR,Cameroon,2020-03-26,7.2
CMR,Cameroon,2020-03-27,7.2
CMR,Cameroon,2020-03-28,7.2
CMR,Cameroon,2020-03-29,7.2
CMR,Cameroon,2020-03-30,7.2
CMR,Cameroon,2020-03-31,7.2
CMR,Cameroon,2020-04-01,7.2
CMR,Cameroon,2020-04-02,7.2
CMR,Cameroon,2020-04-03,7.2
CMR,Cameroon,2020-04-04,7.2
CMR,Cameroon,2020-04-05,7.2
CMR,Cameroon,2020-04-06,7.2
CMR,Cameroon,2020-04-07,7.2
CMR,Cameroon,2020-04-08,7.2
CMR,Cameroon,2020-04-09,7.2
CMR,Cameroon,2020-04-10,7.2
CMR,Cameroon,2020-04-11,7.2
CMR,Cameroon,2020-04-12,7.2
CMR,Cameroon,2020-04-13,7.2
CMR,Cameroon,2020-04-14,7.2
CMR,Cameroon,2020-04-15,7.2
CMR,Cameroon,2020-04-16,7.2
CMR,Cameroon,2020-04-17,7.2
CMR,Cameroon,2020-04-18,7.2
CMR,Cameroon,2020-04-19,7.2
CMR,Cameroon,2020-04-20,7.2
CMR,Cameroon,2020-04-21,7.2
CMR,Cameroon,2020-04-22,7.2
CMR,Cameroon,2020-04-23,7.2
CMR,Cameroon,2020-04-24,7.2
CMR,Cameroon,2020-04-25,7.2
CMR,Cameroon,2020-04-26,7.2
CMR,Cameroon,2020-04-27,7.2
CMR,Cameroon,2020-04-28,7.2
CMR,Cameroon,2020-04-29,7.2
CMR,Cameroon,2020-04-30,7.2
CMR,Cameroon,2020-05-01,7.2
CMR,Cameroon,2020-05-02,7.2
CMR,Cameroon,2020-05-03,7.2
CMR,Cameroon,2020-05-04,7.2
CMR,Cameroon,2020-05-05,7.2
CMR,Cameroon,2020-05-06,7.2
CMR,Cameroon,2020-05-07,7.2
CMR,Cameroon,2020-05-08,7.2
CMR,Cameroon,2020-05-09,7.2
CMR,Cameroon,2020-05-10,7.2
CMR,Cameroon,2020-05-11,7.2
CMR,Cameroon,2020-05-12,7.2
CMR,Cameroon,2020-05-13,7.2
CMR,Cameroon,2020-05-14,7.2
CMR,Cameroon,2020-05-15,7.2
CMR,Cameroon,2020-05-16,7.2
CMR,Cameroon,2020-05-17,7.2
CMR,Cameroon,2020-05-18,7.2
CMR,Cameroon,2020-05-19,7.2
CMR,Cameroon,2020-05-20,7.2
CMR,Cameroon,2020-05-21,7.2
CMR,Cameroon,2020-05-22,7.2
CMR,Cameroon,2020-05-23,7.2
CMR,Cameroon,2020-05-24,7.2
CMR,Cameroon,2020-05-25,7.2
CMR,Cameroon,2020-05-26,7.2
CMR,Cameroon,2020-05-27,7.2
CMR,Cameroon,2020-05-28,7.2
CMR,Cameroon,2020-05-29,7.2
CMR,Cameroon,2020-05-30,7.2
CMR,Cameroon,2020-05-31,7.2
CMR,Cameroon,2020-06-01,7.2
CMR,Cameroon,2020-06-02,7.2
CMR,Cameroon,2020-06-03,7.2
CMR,Cameroon,2020-06-04,7.2
CMR,Cameroon,2020-06-05,7.2
CMR,Cameroon,2020-06-06,7.2
CMR,Cameroon,2020-06-07,7.2
CMR,Cameroon,2020-06-08,7.2
CMR,Cameroon,2020-06-09,7.2
CMR,Cameroon,2020-06-10,7.2
CMR,Cameroon,2020-06-11,7.2
CMR,Cameroon,2020-06-12,7.2
CMR,Cameroon,2020-06-13,7.2
CMR,Cameroon,2020-06-14,7.2
CMR,Cameroon,2020-06-15,7.2
CMR,Cameroon,2020-06-16,7.2
CMR,Cameroon,2020-06-17,7.2
CMR,Cameroon,2020-06-18,7.2
CMR,Cameroon,2020-06-19,7.2
CMR,Cameroon,2020-06-20,7.2
CMR,Cameroon,2020-06-21,7.2
CMR,Cameroon,2020-06-22,7.2
CMR,Cameroon,2020-06-23,7.2
CMR,Cameroon,2020-06-24,7.2
CMR,Cameroon,2020-06-25,7.2
CMR,Cameroon,2020-06-26,7.2
CMR,Cameroon,2020-06-27,7.2
CMR,Cameroon,2020-06-28,7.2
CMR,Cameroon,2020-06-29,7.2
CMR,Cameroon,2020-06-30,7.2
CMR,Cameroon,2020-07-01,7.2
CMR,Cameroon,2020-07-02,7.2
CMR,Cameroon,2020-07-03,7.2
CMR,Cameroon,2020-07-04,7.2
CMR,Cameroon,2020-07-05,7.2
CMR,Cameroon,2020-07-06,7.2
CMR,Cameroon,2020-07-07,7.2
CMR,Cameroon,2020-07-08,7.2
CMR,Cameroon,2020-07-09,7.2
CMR,Cameroon,2020-07-10,7.2
CMR,Cameroon,2020-07-11,7.2
CMR,Cameroon,2020-07-12,7.2
CMR,Cameroon,2020-07-13,7.2
CMR,Cameroon,2020-07-14,7.2
CMR,Cameroon,2020-07-15,7.2
CMR,Cameroon,2020-07-16,7.2
CMR,Cameroon,2020-07-17,7.2
CMR,Cameroon,2020-07-18,7.2
CMR,Cameroon,2020-07-19,7.2
CMR,Cameroon,2020-07-20,7.2
CMR,Cameroon,2020-07-21,7.2
CMR,Cameroon,2020-07-22,7.2
CMR,Cameroon,2020-07-23,7.2
CMR,Cameroon,2020-07-24,7.2
CMR,Cameroon,2020-07-25,7.2
CMR,Cameroon,2020-07-26,7.2
CMR,Cameroon,2020-07-27,7.2
CMR,Cameroon,2020-07-28,7.2
CMR,Cameroon,2020-07-29,7.2
CMR,Cameroon,2020-07-30,7.2
CMR,Cameroon,2020-07-31,7.2
CMR,Cameroon,2020-08-01,7.2
CMR,Cameroon,2020-08-02,7.2
CMR,Cameroon,2020-08-03,7.2
CMR,Cameroon,2020-08-04,7.2
CMR,Cameroon,2020-08-05,7.2
CMR,Cameroon,2020-08-06,7.2
CMR,Cameroon,2020-08-07,7.2
CMR,Cameroon,2020-08-08,7.2
CMR,Cameroon,2020-08-09,7.2
CMR,Cameroon,2020-08-10,7.2
CMR,Cameroon,2020-08-11,7.2
CMR,Cameroon,2020-08-12,7.2
CMR,Cameroon,2020-08-13,7.2
CMR,Cameroon,2020-08-14,7.2
CMR,Cameroon,2020-08-15,7.2
CMR,Cameroon,2020-08-16,7.2
CMR,Cameroon,2020-08-17,7.2
CMR,Cameroon,2020-08-18,7.2
CMR,Cameroon,2020-08-19,7.2
CMR,Cameroon,2020-08-20,7.2
CMR,Cameroon,2020-08-21,7.2
CMR,Cameroon,2020-08-22,7.2
CMR,Cameroon,2020-08-23,7.2
CMR,Cameroon,2020-08-24,7.2
CMR,Cameroon,2020-08-25,7.2
CMR,Cameroon,2020-08-26,7.2
CMR,Cameroon,2020-08-27,7.2
CMR,Cameroon,2020-08-28,7.2
CMR,Cameroon,2020-08-29,7.2
CMR,Cameroon,2020-08-30,7.2
CMR,Cameroon,2020-08-31,7.2
CMR,Cameroon,2020-09-01,7.2
CMR,Cameroon,2020-09-02,7.2
CMR,Cameroon,2020-09-03,7.2
CMR,Cameroon,2020-09-04,7.2
CMR,Cameroon,2020-09-05,7.2
CMR,Cameroon,2020-09-06,7.2
CMR,Cameroon,2020-09-07,7.2
CMR,Cameroon,2020-09-08,7.2
CMR,Cameroon,2020-09-09,7.2
CMR,Cameroon,2020-09-10,7.2
CMR,Cameroon,2020-09-11,7.2
CMR,Cameroon,2020-09-12,7.2
CMR,Cameroon,2020-09-13,7.2
CMR,Cameroon,2020-09-14,7.2
CMR,Cameroon,2020-09-15,7.2
CMR,Cameroon,2020-09-16,7.2
CMR,Cameroon,2020-09-17,7.2
CMR,Cameroon,2020-09-18,7.2
CMR,Cameroon,2020-09-19,7.2
CMR,Cameroon,2020-09-20,7.2
CMR,Cameroon,2020-09-21,7.2
CMR,Cameroon,2020-09-22,7.2
CMR,Cameroon,2020-09-23,7.2
CMR,Cameroon,2020-09-24,7.2
CMR,Cameroon,2020-09-25,7.2
CMR,Cameroon,2020-09-26,7.2
CMR,Cameroon,2020-09-27,7.2
CMR,Cameroon,2020-09-28,7.2
CMR,Cameroon,2020-09-29,7.2
CMR,Cameroon,2020-09-30,7.2
CMR,Cameroon,2020-10-01,7.2
CMR,Cameroon,2020-10-02,7.2
CMR,Cameroon,2020-10-03,7.2
CMR,Cameroon,2020-10-04,7.2
CMR,Cameroon,2020-10-05,7.2
CMR,Cameroon,2020-10-06,7.2
CMR,Cameroon,2020-10-07,7.2
CMR,Cameroon,2020-10-08,7.2
CMR,Cameroon,2020-10-09,7.2
CMR,Cameroon,2020-10-10,7.2
COD,Congo - Kinshasa,2020-03-11,6.1
COD,Congo - Kinshasa,2020-03-14,6.1
COD,Congo - Kinshasa,2020-03-15,6.1
COD,Congo - Kinshasa,2020-03-16,6.1
COD,Congo - Kinshasa,2020-03-17,6.1
COD,Congo - Kinshasa,2020-03-18,6.1
COD,Congo - Kinshasa,2020-03-19,6.1
COD,Congo - Kinshasa,2020-03-20,6.1
COD,Congo - Kinshasa,2020-03-21,6.1
COD,Congo - Kinshasa,2020-03-22,6.1
COD,Congo - Kinshasa,2020-03-23,6.1
COD,Congo - Kinshasa,2020-03-24,6.1
COD,Congo - Kinshasa,2020-03-25,6.1
COD,Congo - Kinshasa,2020-03-26,6.1
COD,Congo - Kinshasa,2020-03-27,6.1
COD,Congo - Kinshasa,2020-03-28,6.1
COD,Congo - Kinshasa,2020-03-29,6.1
COD,Congo - Kinshasa,2020-03-30,6.1
COD,Congo - Kinshasa,2020-03-31,6.1
COD,Congo - Kinshasa,2020-04-01,6.1
COD,Congo - Kinshasa,2020-04-02,6.1
COD,Congo - Kinshasa,2020-04-03,6.1
COD,Congo - Kinshasa,2020-04-04,6.1
COD,Congo - Kinshasa,2020-04-05,6.1
COD,Congo - Kinshasa,2020-04-06,6.1
COD,Congo - Kinshasa,2020-04-07,6.1
COD,Congo - Kinshasa,2020-04-08,6.1
COD,Congo - Kinshasa,2020-04-09,6.1
COD,Congo - Kinshasa,2020-04-10,6.1
COD,Congo - Kinshasa,2020-04-11,6.1
COD,Congo - Kinshasa,2020-04-12,6.1
COD,Congo - Kinshasa,2020-04-13,6.1
COD,Congo - Kinshasa,2020-04-14,6.1
COD,Congo - Kinshasa,2020-04-15,6.1
COD,Congo - Kinshasa,2020-04-16,6.1
COD,Congo - Kinshasa,2020-04-17,6.1
COD,Congo - Kinshasa,2020-04-18,6.1
COD,Congo - Kinshasa,2020-04-19,6.1
COD,Congo - Kinshasa,2020-04-20,6.1
COD,Congo - Kinshasa,2020-04-21,6.1
COD,Congo - Kinshasa,2020-04-22,6.1
COD,Congo - Kinshasa,2020-04-23,6.1
COD,Congo - Kinshasa,2020-04-24,6.1
COD,Congo - Kinshasa,2020-04-25,6.1
COD,Congo - Kinshasa,2020-04-26,6.1
COD,Congo - Kinshasa,2020-04-27,6.1
COD,Congo - Kinshasa,2020-04-28,6.1
COD,Congo - Kinshasa,2020-04-29,6.1
COD,Congo - Kinshasa,2020-04-30,6.1
COD,Congo - Kinshasa,2020-05-01,6.1
COD,Congo - Kinshasa,2020-05-02,6.1
COD,Congo - Kinshasa,2020-05-03,6.1
COD,Congo - Kinshasa,2020-05-04,6.1
COD,Congo - Kinshasa,2020-05-05,6.1
COD,Congo - Kinshasa,2020-05-06,6.1
COD,Congo - Kinshasa,2020-05-07,6.1
COD,Congo - Kinshasa,2020-05-08,6.1
COD,Congo - Kinshasa,2020-05-09,6.1
COD,Congo - Kinshasa,2020-05-10,6.1
COD,Congo - Kinshasa,2020-05-11,6.1
COD,Congo - Kinshasa,2020-05-12,6.1
COD,Congo - Kinshasa,2020-05-13,6.1
COD,Congo - Kinshasa,2020-05-14,6.1
COD,Congo - Kinshasa,2020-05-15,6.1
COD,Congo - Kinshasa,2020-05-16,6.1
COD,Congo - Kinshasa,2020-05-17,6.1
COD,Congo - Kinshasa,2020-05-18,6.1
COD,Congo - Kinshasa,2020-05-19,6.1
COD,Congo - Kinshasa,2020-05-20,6.1
COD,Congo - Kinshasa,2020-05-21,6.1
COD,Congo - Kinshasa,2020-05-22,6.1
COD,Congo - Kinshasa,2020-05-23,6.1
COD,Congo - Kinshasa,2020-05-24,6.1
COD,Congo - Kinshasa,2020-05-25,6.1
COD,Congo - Kinshasa,2020-05-26,6.1
COD,Congo - Kinshasa,2020-05-27,6.1
COD,Congo - Kinshasa,2020-05-28,6.1
COD,Congo - Kinshasa,2020-05-29,6.1
COD,Congo - Kinshasa,2020-05-30,6.1
COD,Congo - Kinshasa,2020-05-31,6.1
COD,Congo - Kinshasa,2020-06-01,6.1
COD,Congo - Kinshasa,2020-06-02,6.1
COD,Congo - Kinshasa,2020-06-03,6.1
COD,Congo - Kinshasa,2020-06-04,6.1
COD,Congo - Kinshasa,2020-06-05,6.1
COD,Congo - Kinshasa,2020-06-06,6.1
COD,Congo - Kinshasa,2020-06-07,6.1
COD,Congo - Kinshasa,2020-06-08,6.1
COD,Congo - Kinshasa,2020-06-09,6.1
COD,Congo - Kinshasa,2020-06-10,6.1
COD,Congo - Kinshasa,2020-06-11,6.1
COD,Congo - Kinshasa,2020-06-12,6.1
COD,Congo - Kinshasa,2020-06-13,6.1
COD,Congo - Kinshasa,2020-06-14,6.1
COD,Congo - Kinshasa,2020-06-15,6.1
COD,Congo - Kinshasa,2020-06-16,6.1
COD,Congo - Kinshasa,2020-06-17,6.1
COD,Congo - Kinshasa,2020-06-18,6.1
COD,Congo - Kinshasa,2020-06-19,6.1
COD,Congo - Kinshasa,2020-06-20,6.1
COD,Congo - Kinshasa,2020-06-21,6.1
COD,Congo - Kinshasa,2020-06-22,6.1
COD,Congo - Kinshasa,2020-06-23,6.1
COD,Congo - Kinshasa,2020-06-24,6.1
COD,Congo - Kinshasa,2020-06-25,6.1
COD,Congo - Kinshasa,2020-06-26,6.1
COD,Congo - Kinshasa,2020-06-27,6.1
COD,Congo - Kinshasa,2020-06-28,6.1
COD,Congo - Kinshasa,2020-06-29,6.1
COD,Congo - Kinshasa,2020-06-30,6.1
COD,Congo - Kinshasa,2020-07-01,6.1
COD,Congo - Kinshasa,2020-07-02,6.1
COD,Congo - Kinshasa,2020-07-03,6.1
COD,Congo - Kinshasa,2020-07-04,6.1
COD,Congo - Kinshasa,2020-07-05,6.1
COD,Congo - Kinshasa,2020-07-06,6.1
COD,Congo - Kinshasa,2020-07-07,6.1
COD,Congo - Kinshasa,2020-07-08,6.1
COD,Congo - Kinshasa,2020-07-09,6.1
COD,Congo - Kinshasa,2020-07-10,6.1
COD,Congo - Kinshasa,2020-07-11,6.1
COD,Congo - Kinshasa,2020-07-12,6.1
COD,Congo - Kinshasa,2020-07-13,6.1
COD,Congo - Kinshasa,2020-07-14,6.1
COD,Congo - Kinshasa,2020-07-15,6.1
COD,Congo - Kinshasa,2020-07-16,6.1
COD,Congo - Kinshasa,2020-07-17,6.1
COD,Congo - Kinshasa,2020-07-18,6.1
COD,Congo - Kinshasa,2020-07-19,6.1
COD,Congo - Kinshasa,2020-07-20,6.1
COD,Congo - Kinshasa,2020-07-21,6.1
COD,Congo - Kinshasa,2020-07-22,6.1
COD,Congo - Kinshasa,2020-07-23,6.1
COD,Congo - Kinshasa,2020-07-24,6.1
COD,Congo - Kinshasa,2020-07-25,6.1
COD,Congo - Kinshasa,2020-07-26,6.1
COD,Congo - Kinshasa,2020-07-27,6.1
COD,Congo - Kinshasa,2020-07-28,6.1
COD,Congo - Kinshasa,2020-07-29,6.1
COD,Congo - Kinshasa,2020-07-30,6.1
COD,Congo - Kinshasa,2020-07-31,6.1
COD,Congo - Kinshasa,2020-08-01,6.1
COD,Congo - Kinshasa,2020-08-02,6.1
COD,Congo - Kinshasa,2020-08-03,6.1
COD,Congo - Kinshasa,2020-08-04,6.1
COD,Congo - Kinshasa,2020-08-05,6.1
COD,Congo - Kinshasa,2020-08-06,6.1
COD,Congo - Kinshasa,2020-08-07,6.1
COD,Congo - Kinshasa,2020-08-08,6.1
COD,Congo - Kinshasa,2020-08-09,6.1
COD,Congo - Kinshasa,2020-08-10,6.1
COD,Congo - Kinshasa,2020-08-11,6.1
COD,Congo - Kinshasa,2020-08-12,6.1
COD,Congo - Kinshasa,2020-08-13,6.1
COD,Congo - Kinshasa,2020-08-14,6.1
COD,Congo - Kinshasa,2020-08-15,6.1
COD,Congo - Kinshasa,2020-08-16,6.1
COD,Congo - Kinshasa,2020-08-17,6.1
COD,Congo - Kinshasa,2020-08-18,6.1
COD,Congo - Kinshasa,2020-08-19,6.1
COD,Congo - Kinshasa,2020-08-20,6.1
COD,Congo - Kinshasa,2020-08-21,6.1
COD,Congo - Kinshasa,2020-08-22,6.1
COD,Congo - Kinshasa,2020-08-23,6.1
COD,Congo - Kinshasa,2020-08-24,6.1
COD,Congo - Kinshasa,2020-08-25,6.1
COD,Congo - Kinshasa,2020-08-26,6.1
COD,Congo - Kinshasa,2020-08-27,6.1
COD,Congo - Kinshasa,2020-08-28,6.1
COD,Congo - Kinshasa,2020-08-29,6.1
COD,Congo - Kinshasa,2020-08-30,6.1
COD,Congo - Kinshasa,2020-08-31,6.1
COD,Congo - Kinshasa,2020-09-01,6.1
COD,Congo - Kinshasa,2020-09-02,6.1
COD,Congo - Kinshasa,2020-09-03,6.1
COD,Congo - Kinshasa,2020-09-04,6.1
COD,Congo - Kinshasa,2020-09-05,6.1
COD,Congo - Kinshasa,2020-09-06,6.1
COD,Congo - Kinshasa,2020-09-07,6.1
COD,Congo - Kinshasa,2020-09-08,6.1
COD,Congo - Kinshasa,2020-09-09,6.1
COD,Congo - Kinshasa,2020-09-10,6.1
COD,Congo - Kinshasa,2020-09-11,6.1
COD,Congo - Kinshasa,2020-09-12,6.1
COD,Congo - Kinshasa,2020-09-13,6.1
COD,Congo - Kinshasa,2020-09-14,6.1
COD,Congo - Kinshasa,2020-09-15,6.1
COD,Congo - Kinshasa,2020-09-16,6.1
COD,Congo - Kinshasa,2020-09-17,6.1
COD,Congo - Kinshasa,2020-09-18,6.1
COD,Congo - Kinshasa,2020-09-19,6.1
COD,Congo - Kinshasa,2020-09-20,6.1
COD,Congo - Kinshasa,2020-09-21,6.1
COD,Congo - Kinshasa,2020-09-22,6.1
COD,Congo - Kinshasa,2020-09-23,6.1
COD,Congo - Kinshasa,2020-09-24,6.1
COD,Congo - Kinshasa,2020-09-25,6.1
COD,Congo - Kinshasa,2020-09-26,6.1
COD,Congo - Kinshasa,2020-09-27,6.1
COD,Congo - Kinshasa,2020-09-28,6.1
COD,Congo - Kinshasa,2020-09-29,6.1
COD,Congo - Kinshasa,2020-09-30,6.1
COD,Congo - Kinshasa,2020-10-01,6.1
COD,Congo - Kinshasa,2020-10-02,6.1
COD,Congo - Kinshasa,2020-10-03,6.1
COD,Congo - Kinshasa,2020-10-04,6.1
COD,Congo - Kinshasa,2020-10-05,6.1
COD,Congo - Kinshasa,2020-10-06,6.1
COD,Congo - Kinshasa,2020-10-07,6.1
COD,Congo - Kinshasa,2020-10-08,6.1
COD,Congo - Kinshasa,2020-10-09,6.1
COD,Congo - Kinshasa,2020-10-10,6.1
COG,Congo - Brazzaville,2020-03-16,7.2
COG,Congo - Brazzaville,2020-03-17,7.2
COG,Congo - Brazzaville,2020-03-18,7.2
COG,Congo - Brazzaville,2020-03-19,7.2
COG,Congo - Brazzaville,2020-03-20,7.2
COG,Congo - Brazzaville,2020-03-21,7.2
COG,Congo - Brazzaville,2020-03-22,7.2
COG,Congo - Brazzaville,2020-03-23,7.2
COG,Congo - Brazzaville,2020-03-24,7.2
COG,Congo - Brazzaville,2020-03-25,7.2
COG,Congo - Brazzaville,2020-03-26,7.2
COG,Congo - Brazzaville,2020-03-27,7.2
COG,Congo - Brazzaville,2020-03-28,7.2
COG,Congo - Brazzaville,2020-03-29,7.2
COG,Congo - Brazzaville,2020-03-30,7.2
COG,Congo - Brazzaville,2020-03-31,7.2
COG,Congo - Brazzaville,2020-04-01,7.2
COG,Congo - Brazzaville,2020-04-02,7.2
COG,Congo - Brazzaville,2020-04-03,7.2
COG,Congo - Brazzaville,2020-04-04,7.2
COG,Congo - Brazzaville,2020-04-05,7.2
COG,Congo - Brazzaville,2020-04-06,7.2
COG,Congo - Brazzaville,2020-04-07,7.2
COG,Congo - Brazzaville,2020-04-08,7.2
COG,Congo - Brazzaville,2020-04-09,7.2
COG,Congo - Brazzaville,2020-04-10,7.2
COG,Congo - Brazzaville,2020-04-11,7.2
COG,Congo - Brazzaville,2020-04-12,7.2
COG,Congo - Brazzaville,2020-04-13,7.2
COG,Congo - Brazzaville,2020-04-14,7.2
COG,Congo - Brazzaville,2020-04-15,7.2
COG,Congo - Brazzaville,2020-04-16,7.2
COG,Congo - Brazzaville,2020-04-17,7.2
COG,Congo - Brazzaville,2020-04-18,7.2
COG,Congo - Brazzaville,2020-04-19,7.2
COG,Congo - Brazzaville,2020-04-20,7.2
COG,Congo - Brazzaville,2020-04-21,7.2
COG,Congo - Brazzaville,2020-04-22,7.2
COG,Congo - Brazzaville,2020-04-23,7.2
COG,Congo - Brazzaville,2020-04-24,7.2
COG,Congo - Brazzaville,2020-04-25,7.2
COG,Congo - Brazzaville,2020-04-26,7.2
COG,Congo - Brazzaville,2020-04-27,7.2
COG,Congo - Brazzaville,2020-04-28,7.2
COG,Congo - Brazzaville,2020-04-29,7.2
COG,Congo - Brazzaville,2020-04-30,7.2
COG,Congo - Brazzaville,2020-05-01,7.2
COG,Congo - Brazzaville,2020-05-02,7.2
COG,Congo - Brazzaville,2020-05-03,7.2
COG,Congo - Brazzaville,2020-05-04,7.2
COG,Congo - Brazzaville,2020-05-05,7.2
COG,Congo - Brazzaville,2020-05-06,7.2
COG,Congo - Brazzaville,2020-05-07,7.2
COG,Congo - Brazzaville,2020-05-08,7.2
COG,Congo - Brazzaville,2020-05-09,7.2
COG,Congo - Brazzaville,2020-05-10,7.2
COG,Congo - Brazzaville,2020-05-11,7.2
COG,Congo - Brazzaville,2020-05-12,7.2
COG,Congo - Brazzaville,2020-05-13,7.2
COG,Congo - Brazzaville,2020-05-14,7.2
COG,Congo - Brazzaville,2020-05-15,7.2
COG,Congo - Brazzaville,2020-05-16,7.2
COG,Congo - Brazzaville,2020-05-17,7.2
COG,Congo - Brazzaville,2020-05-18,7.2
COG,Congo - Brazzaville,2020-05-19,7.2
COG,Congo - Brazzaville,2020-05-20,7.2
COG,Congo - Brazzaville,2020-05-21,7.2
COG,Congo - Brazzaville,2020-05-22,7.2
COG,Congo - Brazzaville,2020-05-23,7.2
COG,Congo - Brazzaville,2020-05-24,7.2
COG,Congo - Brazzaville,2020-05-25,7.2
COG,Congo - Brazzaville,2020-05-26,7.2
COG,Congo - Brazzaville,2020-05-27,7.2
COG,Congo - Brazzaville,2020-05-28,7.2
COG,Congo - Brazzaville,2020-05-29,7.2
COG,Congo - Brazzaville,2020-05-30,7.2
COG,Congo - Brazzaville,2020-05-31,7.2
COG,Congo - Brazzaville,2020-06-01,7.2
COG,Congo - Brazzaville,2020-06-02,7.2
COG,Congo - Brazzaville,2020-06-03,7.2
COG,Congo - Brazzaville,2020-06-04,7.2
COG,Congo - Brazzaville,2020-06-05,7.2
COG,Congo - Brazzaville,2020-06-06,7.2
COG,Congo - Brazzaville,2020-06-07,7.2
COG,Congo - Brazzaville,2020-06-08,7.2
COG,Congo - Brazzaville,2020-06-09,7.2
COG,Congo - Brazzaville,2020-06-10,7.2
COG,Congo - Brazzaville,2020-06-11,7.2
COG,Congo - Brazzaville,2020-06-12,7.2
COG,Congo - Brazzaville,2020-06-13,7.2
COG,Congo - Brazzaville,2020-06-14,7.2
COG,Congo - Brazzaville,2020-06-15,7.2
COG,Congo - Brazzaville,2020-06-16,7.2
COG,Congo - Brazzaville,2020-06-17,7.2
COG,Congo - Brazzaville,2020-06-18,7.2
COG,Congo - Brazzaville,2020-06-19,7.2
COG,Congo - Brazzaville,2020-06-20,7.2
COG,Congo - Brazzaville,2020-06-21,7.2
COG,Congo - Brazzaville,2020-06-22,7.2
COG,Congo - Brazzaville,2020-06-23,7.2
COG,Congo - Brazzaville,2020-06-24,7.2
COG,Congo - Brazzaville,2020-06-25,7.2
COG,Congo - Brazzaville,2020-06-26,7.2
COG,Congo - Brazzaville,2020-06-27,7.2
COG,Congo - Brazzaville,2020-06-28,7.2
COG,Congo - Brazzaville,2020-06-29,7.2
COG,Congo - Brazzaville,2020-06-30,7.2
COG,Congo - Brazzaville,2020-07-01,7.2
COG,Congo - Brazzaville,2020-07-02,7.2
COG,Congo - Brazzaville,2020-07-03,7.2
COG,Congo - Brazzaville,2020-07-04,7.2
COG,Congo - Brazzaville,2020-07-05,7.2
COG,Congo - Brazzaville,2020-07-06,7.2
COG,Congo - Brazzaville,2020-07-07,7.2
COG,Congo - Brazzaville,2020-07-08,7.2
COG,Congo - Brazzaville,2020-07-09,7.2
COG,Congo - Brazzaville,2020-07-10,7.2
COG,Congo - Brazzaville,2020-07-11,7.2
COG,Congo - Brazzaville,2020-07-12,7.2
COG,Congo - Brazzaville,2020-07-13,7.2
