iso_code,country,date,yougov_improving_personal_hygiene
SWE,Sweden,2020-03-16,61.0
SWE,Sweden,2020-03-23,61.0
SWE,Sweden,2020-03-29,71.0
SWE,Sweden,2020-04-05,64.0
SWE,Sweden,2020-04-12,72.0
SWE,Sweden,2020-04-19,68.0
SWE,Sweden,2020-04-26,72.0
SWE,Sweden,2020-05-03,72.0
SWE,Sweden,2020-05-25,66.0
SWE,Sweden,2020-06-09,64.0
SWE,Sweden,2020-06-16,66.0
SWE,Sweden,2020-09-11,60.0
SWE,Sweden,2020-09-23,56.0
SWE,Sweden,2020-10-09,56.0
SWE,Sweden,2020-11-03,59.0
SWE,Sweden,2020-11-20,58.0
SWE,Sweden,2020-12-02,55.0
SWE,Sweden,2021-01-15,52.0
SWE,Sweden,2021-02-01,50.0
SWE,Sweden,2021-02-11,52.0
SWE,Sweden,2021-02-26,54.0
SWE,Sweden,2021-03-12,55.0
SWE,Sweden,2021-03-24,49.0
SWE,Sweden,2021-04-08,55.0
SWE,Sweden,2021-05-07,58.0
SWE,Sweden,2021-06-07,45.0
SWE,Sweden,2021-06-18,47.0
SWE,Sweden,2021-06-30,49.0
SWE,Sweden,2021-07-16,41.0
SWE,Sweden,2021-08-13,44.0
SWE,Sweden,2021-08-25,42.0
SWE,Sweden,2021-09-08,45.0
THA,Thailand,2020-02-24,73.0
THA,Thailand,2020-03-02,75.0
THA,Thailand,2020-03-09,79.0
THA,Thailand,2020-03-16,78.0
THA,Thailand,2020-03-23,83.0
THA,Thailand,2020-03-30,87.0
THA,Thailand,2020-04-06,85.0
THA,Thailand,2020-04-13,88.0
THA,Thailand,2020-04-20,87.0
THA,Thailand,2020-04-27,85.0
THA,Thailand,2020-05-04,84.0
THA,Thailand,2020-05-25,82.0
THA,Thailand,2020-06-08,81.0
THA,Thailand,2020-06-22,80.0
THA,Thailand,2020-07-06,79.0
THA,Thailand,2020-07-20,84.0
THA,Thailand,2020-08-03,77.0
THA,Thailand,2020-08-17,78.0
THA,Thailand,2020-08-31,76.0
THA,Thailand,2020-09-14,73.0
THA,Thailand,2020-09-28,79.0
THA,Thailand,2020-10-12,74.0
THA,Thailand,2020-10-26,77.0
THA,Thailand,2020-11-09,74.0
THA,Thailand,2020-11-23,77.0
THA,Thailand,2020-12-07,78.0
THA,Thailand,2020-12-21,75.0
THA,Thailand,2021-01-04,81.0
THA,Thailand,2021-01-18,82.0
THA,Thailand,2021-02-01,81.0
THA,Thailand,2021-02-16,79.0
THA,Thailand,2021-03-01,78.0
THA,Thailand,2021-03-15,78.0
THA,Thailand,2021-03-29,77.0
THA,Thailand,2021-04-12,79.0
THA,Thailand,2021-04-26,81.0
THA,Thailand,2021-05-10,82.0
THA,Thailand,2021-05-24,82.0
THA,Thailand,2021-06-07,81.0
THA,Thailand,2021-06-21,81.0
THA,Thailand,2021-07-05,81.0
THA,Thailand,2021-07-19,82.0
THA,Thailand,2021-07-29,83.0
THA,Thailand,2021-08-12,82.0
THA,Thailand,2021-08-26,81.0
THA,Thailand,2021-09-14,85.0
TWN,Taiwan,2020-02-25,85.0
TWN,Taiwan,2020-03-03,85.0
TWN,Taiwan,2020-03-10,85.0
TWN,Taiwan,2020-03-17,80.0
TWN,Taiwan,2020-03-24,87.0
TWN,Taiwan,2020-03-31,84.0
TWN,Taiwan,2020-04-07,87.0
TWN,Taiwan,2020-04-14,84.0
TWN,Taiwan,2020-04-21,84.0
TWN,Taiwan,2020-04-28,85.0
TWN,Taiwan,2020-05-05,83.0
TWN,Taiwan,2020-05-25,82.0
TWN,Taiwan,2020-06-08,77.0
TWN,Taiwan,2020-06-22,79.0
TWN,Taiwan,2020-07-06,79.0
TWN,Taiwan,2020-07-20,76.0
TWN,Taiwan,2020-08-03,74.0
TWN,Taiwan,2020-08-17,77.0
TWN,Taiwan,2020-08-31,76.0
TWN,Taiwan,2020-09-14,80.0
TWN,Taiwan,2020-09-28,80.0
TWN,Taiwan,2020-10-12,76.0
TWN,Taiwan,2020-10-27,80.0
TWN,Taiwan,2020-11-09,75.0
TWN,Taiwan,2020-11-24,78.0
TWN,Taiwan,2020-12-07,74.0
TWN,Taiwan,2020-12-21,78.0
TWN,Taiwan,2021-01-04,77.0
TWN,Taiwan,2021-01-18,77.0
TWN,Taiwan,2021-02-01,78.0
TWN,Taiwan,2021-02-16,77.0
TWN,Taiwan,2021-03-02,78.0
TWN,Taiwan,2021-03-22,74.0
TWN,Taiwan,2021-07-29,82.0
TWN,Taiwan,2021-08-12,83.0
TWN,Taiwan,2021-08-26,81.0
TWN,Taiwan,2021-09-13,79.0
USA,United States,2020-03-02,42.0
USA,United States,2020-03-17,59.0
USA,United States,2020-03-23,68.0
USA,United States,2020-03-30,72.0
USA,United States,2020-04-06,69.0
USA,United States,2020-04-13,71.0
USA,United States,2020-04-20,68.0
USA,United States,2020-04-27,68.0
USA,United States,2020-05-26,65.0
USA,United States,2020-06-01,61.0
USA,United States,2020-06-08,56.0
USA,United States,2020-06-15,63.0
USA,United States,2020-06-22,60.0
USA,United States,2020-07-06,60.0
USA,United States,2020-07-14,64.0
USA,United States,2020-07-20,56.0
USA,United States,2020-07-27,59.0
USA,United States,2020-08-03,57.0
USA,United States,2020-08-10,64.0
USA,United States,2020-08-17,60.0
USA,United States,2020-08-25,58.0
USA,United States,2020-09-01,60.0
USA,United States,2020-09-08,57.0
USA,United States,2020-09-14,59.0
USA,United States,2020-09-21,58.0
USA,United States,2020-09-28,62.0
USA,United States,2020-10-06,62.0
USA,United States,2020-10-12,61.0
USA,United States,2020-10-19,57.0
USA,United States,2020-10-26,60.0
USA,United States,2020-11-02,62.0
USA,United States,2020-11-09,63.0
USA,United States,2020-11-16,62.0
USA,United States,2020-11-25,61.0
USA,United States,2020-12-02,62.0
USA,United States,2020-12-14,60.0
USA,United States,2020-12-22,57.0
USA,United States,2021-01-11,58.0
USA,United States,2021-01-20,60.0
USA,United States,2021-01-26,61.0
USA,United States,2021-02-03,61.0
USA,United States,2021-02-09,58.0
USA,United States,2021-02-17,58.0
USA,United States,2021-02-23,50.0
USA,United States,2021-03-01,59.0
USA,United States,2021-03-08,53.0
USA,United States,2021-03-16,55.0
USA,United States,2021-03-22,56.0
USA,United States,2021-03-31,52.0
USA,United States,2021-04-05,52.0
USA,United States,2021-04-12,53.0
USA,United States,2021-04-19,49.0
USA,United States,2021-05-02,48.0
USA,United States,2021-05-10,47.0
USA,United States,2021-05-18,47.0
USA,United States,2021-05-24,47.0
USA,United States,2021-05-31,46.0
USA,United States,2021-06-07,42.0
USA,United States,2021-06-14,42.0
USA,United States,2021-06-22,42.0
USA,United States,2021-07-07,45.0
USA,United States,2021-07-12,41.0
USA,United States,2021-07-19,45.0
USA,United States,2021-07-26,41.0
USA,United States,2021-08-02,45.0
USA,United States,2021-08-09,46.0
USA,United States,2021-08-13,44.0
VNM,Vietnam,2020-03-23,54.0
VNM,Vietnam,2020-03-30,80.0
VNM,Vietnam,2020-04-06,83.0
VNM,Vietnam,2020-04-13,79.0
VNM,Vietnam,2020-04-20,78.0
VNM,Vietnam,2020-04-27,84.0
VNM,Vietnam,2020-05-04,83.0
VNM,Vietnam,2020-05-25,76.0
VNM,Vietnam,2020-06-08,75.0
VNM,Vietnam,2020-06-22,71.0
VNM,Vietnam,2020-07-06,69.0
VNM,Vietnam,2020-07-20,72.0
VNM,Vietnam,2020-08-03,69.0
VNM,Vietnam,2020-08-17,76.0
VNM,Vietnam,2020-08-31,72.0
VNM,Vietnam,2020-09-14,73.0
VNM,Vietnam,2020-09-28,74.0
VNM,Vietnam,2020-10-12,73.0
VNM,Vietnam,2020-10-26,73.0
VNM,Vietnam,2020-11-09,73.0
VNM,Vietnam,2020-11-23,73.0
VNM,Vietnam,2020-12-07,76.0
VNM,Vietnam,2020-12-21,73.0
VNM,Vietnam,2021-01-04,75.0
VNM,Vietnam,2021-01-18,72.0
VNM,Vietnam,2021-02-01,72.0
VNM,Vietnam,2021-02-15,73.0
VNM,Vietnam,2021-03-01,66.0
VNM,Vietnam,2021-03-15,72.0
VNM,Vietnam,2021-03-29,72.0
VNM,Vietnam,2021-04-13,69.0
VNM,Vietnam,2021-04-26,70.0
VNM,Vietnam,2021-05-10,72.0
VNM,Vietnam,2021-05-24,72.0
VNM,Vietnam,2021-06-07,70.0
VNM,Vietnam,2021-06-21,72.0
VNM,Vietnam,2021-07-05,72.0
VNM,Vietnam,2021-07-19,72.0
VNM,Vietnam,2021-07-29,70.0
VNM,Vietnam,2021-08-12,75.0
VNM,Vietnam,2021-08-26,69.0
VNM,Vietnam,2021-09-13,71.0
