iso_code,country,date,owid_weekly_excess_mortality_p_score_85plus
POL,Poland,2021-01-03,42.06
POL,Poland,2021-01-10,36.09
PRT,Portugal,2020-01-05,-8.34
PRT,Portugal,2020-01-12,-2.17
PRT,Portugal,2020-01-19,3.26
PRT,Portugal,2020-01-26,-3.39
PRT,Portugal,2020-02-02,0.46
PRT,Portugal,2020-02-09,0.42
PRT,Portugal,2020-02-16,-10.29
PRT,Portugal,2020-02-23,-6.45
PRT,Portugal,2020-03-01,-6.98
PRT,Portugal,2020-03-08,-4.2
PRT,Portugal,2020-03-15,7.09
PRT,Portugal,2020-03-22,18.79
PRT,Portugal,2020-03-29,26.52
PRT,Portugal,2020-04-05,30.47
PRT,Portugal,2020-04-12,32.25
PRT,Portugal,2020-04-19,28.78
PRT,Portugal,2020-04-26,29.45
PRT,Portugal,2020-05-03,21.13
PRT,Portugal,2020-05-10,21.98
PRT,Portugal,2020-05-17,12.1
PRT,Portugal,2020-05-24,18.68
PRT,Portugal,2020-05-31,29.97
PRT,Portugal,2020-06-07,12.55
PRT,Portugal,2020-06-14,6.46
PRT,Portugal,2020-06-21,-1.39
PRT,Portugal,2020-06-28,21.03
PRT,Portugal,2020-07-05,11.39
PRT,Portugal,2020-07-12,38.08
PRT,Portugal,2020-07-19,65.69
PRT,Portugal,2020-07-26,47.11
PRT,Portugal,2020-08-02,24.97
PRT,Portugal,2020-08-09,16.76
PRT,Portugal,2020-08-16,10.92
PRT,Portugal,2020-08-23,16.48
PRT,Portugal,2020-08-30,28.47
PRT,Portugal,2020-09-06,16.49
PRT,Portugal,2020-09-13,32.23
PRT,Portugal,2020-09-20,29.11
PRT,Portugal,2020-09-27,7.13
PRT,Portugal,2020-10-04,18.38
PRT,Portugal,2020-10-11,19.85
PRT,Portugal,2020-10-18,20.04
PRT,Portugal,2020-10-25,18.69
PRT,Portugal,2020-11-01,35.15
PRT,Portugal,2020-11-08,32.07
PRT,Portugal,2020-11-15,36.68
PRT,Portugal,2020-11-22,33.29
PRT,Portugal,2020-11-29,24.72
PRT,Portugal,2020-12-06,33.79
PRT,Portugal,2020-12-13,43.87
PRT,Portugal,2020-12-20,27.2
PRT,Portugal,2020-12-27,17.55
PRT,Portugal,2021-01-03,27.03
PRT,Portugal,2021-01-10,41.14
PRT,Portugal,2021-01-17,72.01
SVK,Slovak Republic,2020-01-05,-11.23
SVK,Slovak Republic,2020-01-12,-2.53
SVK,Slovak Republic,2020-01-19,-9.51
SVK,Slovak Republic,2020-01-26,-3.28
SVK,Slovak Republic,2020-02-02,-5.09
SVK,Slovak Republic,2020-02-09,-4.86
SVK,Slovak Republic,2020-02-16,2.59
SVK,Slovak Republic,2020-02-23,-15.81
SVK,Slovak Republic,2020-03-01,2.53
SVK,Slovak Republic,2020-03-08,-6.46
SVK,Slovak Republic,2020-03-15,3.21
SVK,Slovak Republic,2020-03-22,8.19
SVK,Slovak Republic,2020-03-29,5.72
SVK,Slovak Republic,2020-04-05,10.93
SVK,Slovak Republic,2020-04-12,3.61
SVK,Slovak Republic,2020-04-19,-4.44
SVK,Slovak Republic,2020-04-26,-6.58
SVK,Slovak Republic,2020-05-03,4.18
SVK,Slovak Republic,2020-05-10,0.59
SVK,Slovak Republic,2020-05-17,-7.49
SVK,Slovak Republic,2020-05-24,7.52
SVK,Slovak Republic,2020-05-31,-7.36
SVK,Slovak Republic,2020-06-07,4.17
SVK,Slovak Republic,2020-06-14,6.71
SVK,Slovak Republic,2020-06-21,3.59
SVK,Slovak Republic,2020-06-28,-4.02
SVK,Slovak Republic,2020-07-05,10.96
SVK,Slovak Republic,2020-07-12,7.92
SVK,Slovak Republic,2020-07-19,-7.69
SVK,Slovak Republic,2020-07-26,-18.67
SVK,Slovak Republic,2020-08-02,5.44
SVK,Slovak Republic,2020-08-09,25.44
SVK,Slovak Republic,2020-08-16,-0.35
SVK,Slovak Republic,2020-08-23,16.79
SVK,Slovak Republic,2020-08-30,3.93
SVK,Slovak Republic,2020-09-06,-0.7
SVK,Slovak Republic,2020-09-13,8.12
SVK,Slovak Republic,2020-09-20,-2.96
SVK,Slovak Republic,2020-09-27,3.17
SVK,Slovak Republic,2020-10-04,5.07
SVK,Slovak Republic,2020-10-11,7.76
SVK,Slovak Republic,2020-10-18,10.94
SVK,Slovak Republic,2020-10-25,24.27
SVK,Slovak Republic,2020-11-01,45.08
SVK,Slovak Republic,2020-11-08,41.25
SVK,Slovak Republic,2020-11-15,40.6
SVK,Slovak Republic,2020-11-22,32.51
SVK,Slovak Republic,2020-11-29,25.6
SVN,Slovenia,2020-01-05,-13.75
SVN,Slovenia,2020-01-12,-3.23
SVN,Slovenia,2020-01-19,9.77
SVN,Slovenia,2020-01-26,4.55
SVN,Slovenia,2020-02-02,0.1
SVN,Slovenia,2020-02-09,14.24
SVN,Slovenia,2020-02-16,15.43
SVN,Slovenia,2020-02-23,3.39
SVN,Slovenia,2020-03-01,3.1
SVN,Slovenia,2020-03-08,15.6
SVN,Slovenia,2020-03-15,10.07
SVN,Slovenia,2020-03-22,14.19
SVN,Slovenia,2020-03-29,2.17
SVN,Slovenia,2020-04-05,21.02
SVN,Slovenia,2020-04-12,34.53
SVN,Slovenia,2020-04-19,24.66
SVN,Slovenia,2020-04-26,23.51
SVN,Slovenia,2020-05-03,6.5
SVN,Slovenia,2020-05-10,15.45
SVN,Slovenia,2020-05-17,11.21
SVN,Slovenia,2020-05-24,25.39
SVN,Slovenia,2020-05-31,6.44
SVN,Slovenia,2020-06-07,10.24
SVN,Slovenia,2020-06-14,12.35
SVN,Slovenia,2020-06-21,12.96
SVN,Slovenia,2020-06-28,27.52
SVN,Slovenia,2020-07-05,16.46
SVN,Slovenia,2020-07-12,21.97
SVN,Slovenia,2020-07-19,26.25
SVN,Slovenia,2020-07-26,18.4
SVN,Slovenia,2020-08-02,36.74
SVN,Slovenia,2020-08-09,20.03
SVN,Slovenia,2020-08-16,11.11
SVN,Slovenia,2020-08-23,20.95
SVN,Slovenia,2020-08-30,10.72
SVN,Slovenia,2020-09-06,30.7
SVN,Slovenia,2020-09-13,24.39
SVN,Slovenia,2020-09-20,28.98
SVN,Slovenia,2020-09-27,9.55
SVN,Slovenia,2020-10-04,27.61
SVN,Slovenia,2020-10-11,12.2
SVN,Slovenia,2020-10-18,30.66
SVN,Slovenia,2020-10-25,56.3
SVN,Slovenia,2020-11-01,126.8
SVN,Slovenia,2020-11-08,103.79
SVN,Slovenia,2020-11-15,115.69
SVN,Slovenia,2020-11-22,129.63
SVN,Slovenia,2020-11-29,167.44
SVN,Slovenia,2020-12-06,154.69
SVN,Slovenia,2020-12-13,122.01
SVN,Slovenia,2020-12-20,119.89
SWE,Sweden,2020-01-05,-10.78
SWE,Sweden,2020-01-12,-1.94
SWE,Sweden,2020-01-19,-7.27
SWE,Sweden,2020-01-26,-14.8
SWE,Sweden,2020-02-02,-4.62
SWE,Sweden,2020-02-09,-9.06
SWE,Sweden,2020-02-16,-5.52
SWE,Sweden,2020-02-23,-15.45
SWE,Sweden,2020-03-01,-13.64
SWE,Sweden,2020-03-08,-11.12
SWE,Sweden,2020-03-15,-8.23
SWE,Sweden,2020-03-22,3.5
SWE,Sweden,2020-03-29,8.65
SWE,Sweden,2020-04-05,29.04
SWE,Sweden,2020-04-12,50.82
SWE,Sweden,2020-04-19,47.24
SWE,Sweden,2020-04-26,41.43
SWE,Sweden,2020-05-03,41.2
SWE,Sweden,2020-05-10,38.3
SWE,Sweden,2020-05-17,27.84
SWE,Sweden,2020-05-24,26.05
SWE,Sweden,2020-05-31,10.86
SWE,Sweden,2020-06-07,9.69
SWE,Sweden,2020-06-14,10.44
SWE,Sweden,2020-06-21,6.05
SWE,Sweden,2020-06-28,14.5
SWE,Sweden,2020-07-05,-2.4
SWE,Sweden,2020-07-12,-3.96
SWE,Sweden,2020-07-19,-2.53
SWE,Sweden,2020-07-26,5.16
SWE,Sweden,2020-08-02,-10.73
SWE,Sweden,2020-08-09,3.88
SWE,Sweden,2020-08-16,-6.43
SWE,Sweden,2020-08-23,1.67
SWE,Sweden,2020-08-30,-9.09
SWE,Sweden,2020-09-06,-4.73
SWE,Sweden,2020-09-13,0.09
SWE,Sweden,2020-09-20,-5.19
SWE,Sweden,2020-09-27,-0.2
SWE,Sweden,2020-10-04,-8.35
SWE,Sweden,2020-10-11,-9.32
SWE,Sweden,2020-10-18,-2.91
SWE,Sweden,2020-10-25,-5.56
SWE,Sweden,2020-11-01,-0.21
SWE,Sweden,2020-11-08,-4.8
SWE,Sweden,2020-11-15,11.29
SWE,Sweden,2020-11-22,18.45
SWE,Sweden,2020-11-29,18.32
SWE,Sweden,2020-12-06,27.8
SWE,Sweden,2020-12-13,22.33
SWE,Sweden,2020-12-20,27.05
SWE,Sweden,2020-12-27,27.89
SWE,Sweden,2021-01-03,34.51
SWE,Sweden,2021-01-10,17.32
SWE,Sweden,2021-01-17,16.68
SWE,Sweden,2021-01-24,-8.03
TWN,Taiwan,2020-01-05,10.77
TWN,Taiwan,2020-01-12,7.25
TWN,Taiwan,2020-01-19,4.66
TWN,Taiwan,2020-01-26,6.72
TWN,Taiwan,2020-02-02,10.82
TWN,Taiwan,2020-02-09,13.55
TWN,Taiwan,2020-02-16,7.39
TWN,Taiwan,2020-02-23,10.47
TWN,Taiwan,2020-03-01,-3.4
TWN,Taiwan,2020-03-08,4.46
TWN,Taiwan,2020-03-15,-7.06
TWN,Taiwan,2020-03-22,8.44
TWN,Taiwan,2020-03-29,1.87
TWN,Taiwan,2020-04-05,0.44
TWN,Taiwan,2020-04-12,8.54
TWN,Taiwan,2020-04-19,17.18
TWN,Taiwan,2020-04-26,3.59
TWN,Taiwan,2020-05-03,8.59
TWN,Taiwan,2020-05-10,4.76
TWN,Taiwan,2020-05-17,6.77
TWN,Taiwan,2020-05-24,-5.06
TWN,Taiwan,2020-05-31,8.35
TWN,Taiwan,2020-06-07,5.56
TWN,Taiwan,2020-06-14,1.08
TWN,Taiwan,2020-06-21,6.27
TWN,Taiwan,2020-06-28,6.71
TWN,Taiwan,2020-07-05,4.11
TWN,Taiwan,2020-07-12,0.95
TWN,Taiwan,2020-07-19,4.61
TWN,Taiwan,2020-07-26,7.15
TWN,Taiwan,2020-08-02,-1.6
TWN,Taiwan,2020-08-09,-1.39
TWN,Taiwan,2020-08-16,-4.2
TWN,Taiwan,2020-08-23,3.04
TWN,Taiwan,2020-08-30,2.68
TWN,Taiwan,2020-09-06,2.59
TWN,Taiwan,2020-09-13,8.12
TWN,Taiwan,2020-09-20,8.55
TWN,Taiwan,2020-09-27,5.42
USA,United States,2020-01-05,-4.08
USA,United States,2020-01-12,-3.61
USA,United States,2020-01-19,-3.18
USA,United States,2020-01-26,-3.07
USA,United States,2020-02-02,-1.09
USA,United States,2020-02-09,-1.28
USA,United States,2020-02-16,-1.96
USA,United States,2020-02-23,0.0
USA,United States,2020-03-01,0.85
USA,United States,2020-03-08,0.89
USA,United States,2020-03-15,1.46
USA,United States,2020-03-22,0.68
USA,United States,2020-03-29,11.71
USA,United States,2020-04-05,27.76
USA,United States,2020-04-12,43.01
USA,United States,2020-04-19,47.4
USA,United States,2020-04-26,42.7
USA,United States,2020-05-03,32.51
USA,United States,2020-05-10,25.85
USA,United States,2020-05-17,24.04
USA,United States,2020-05-24,15.95
USA,United States,2020-05-31,12.18
USA,United States,2020-06-07,6.86
USA,United States,2020-06-14,6.13
USA,United States,2020-06-21,5.22
USA,United States,2020-06-28,7.73
USA,United States,2020-07-05,9.25
USA,United States,2020-07-12,11.05
USA,United States,2020-07-19,16.23
USA,United States,2020-07-26,17.36
USA,United States,2020-08-02,17.18
USA,United States,2020-08-09,15.39
USA,United States,2020-08-16,16.07
USA,United States,2020-08-23,15.91
USA,United States,2020-08-30,13.69
USA,United States,2020-09-06,10.49
USA,United States,2020-09-13,8.59
USA,United States,2020-09-20,9.16
USA,United States,2020-09-27,12.41
USA,United States,2020-10-04,6.49
USA,United States,2020-10-11,8.93
USA,United States,2020-10-18,5.56
USA,United States,2020-10-25,10.0
USA,United States,2020-11-01,10.55
USA,United States,2020-11-08,17.62
USA,United States,2020-11-15,18.21
USA,United States,2020-11-22,23.98
USA,United States,2020-11-29,27.28
USA,United States,2020-12-06,30.5
USA,United States,2020-12-13,38.49
USA,United States,2020-12-20,33.52
USA,United States,2020-12-27,28.86
USA,United States,2021-01-03,20.64
