iso_code,country,date,owid_gdp_per_capita
AFG,Afghanistan,2020-07-27,1803.987
AFG,Afghanistan,2020-07-28,1803.987
AFG,Afghanistan,2020-07-29,1803.987
AFG,Afghanistan,2020-07-30,1803.987
AFG,Afghanistan,2020-07-31,1803.987
AFG,Afghanistan,2020-08-01,1803.987
AFG,Afghanistan,2020-08-02,1803.987
AFG,Afghanistan,2020-08-03,1803.987
AFG,Afghanistan,2020-08-04,1803.987
AFG,Afghanistan,2020-08-05,1803.987
AFG,Afghanistan,2020-08-06,1803.987
AFG,Afghanistan,2020-08-07,1803.987
AFG,Afghanistan,2020-08-08,1803.987
AFG,Afghanistan,2020-08-09,1803.987
AFG,Afghanistan,2020-08-10,1803.987
AFG,Afghanistan,2020-08-11,1803.987
AFG,Afghanistan,2020-08-12,1803.987
AFG,Afghanistan,2020-08-13,1803.987
AFG,Afghanistan,2020-08-14,1803.987
AFG,Afghanistan,2020-08-15,1803.987
AFG,Afghanistan,2020-08-16,1803.987
AFG,Afghanistan,2020-08-17,1803.987
AFG,Afghanistan,2020-08-18,1803.987
AFG,Afghanistan,2020-08-19,1803.987
AFG,Afghanistan,2020-08-20,1803.987
AFG,Afghanistan,2020-08-21,1803.987
AFG,Afghanistan,2020-08-22,1803.987
AFG,Afghanistan,2020-08-23,1803.987
AFG,Afghanistan,2020-08-24,1803.987
AFG,Afghanistan,2020-08-25,1803.987
AFG,Afghanistan,2020-08-26,1803.987
AFG,Afghanistan,2020-08-27,1803.987
AFG,Afghanistan,2020-08-28,1803.987
AFG,Afghanistan,2020-08-29,1803.987
AFG,Afghanistan,2020-08-30,1803.987
AFG,Afghanistan,2020-08-31,1803.987
AFG,Afghanistan,2020-09-01,1803.987
AFG,Afghanistan,2020-09-02,1803.987
AFG,Afghanistan,2020-09-03,1803.987
AFG,Afghanistan,2020-09-04,1803.987
AFG,Afghanistan,2020-09-05,1803.987
AFG,Afghanistan,2020-09-06,1803.987
AFG,Afghanistan,2020-09-07,1803.987
AFG,Afghanistan,2020-09-08,1803.987
AFG,Afghanistan,2020-09-09,1803.987
AFG,Afghanistan,2020-09-10,1803.987
AFG,Afghanistan,2020-09-11,1803.987
AFG,Afghanistan,2020-09-12,1803.987
AFG,Afghanistan,2020-09-13,1803.987
AFG,Afghanistan,2020-09-14,1803.987
AFG,Afghanistan,2020-09-15,1803.987
AFG,Afghanistan,2020-09-16,1803.987
AFG,Afghanistan,2020-09-17,1803.987
AFG,Afghanistan,2020-09-18,1803.987
AFG,Afghanistan,2020-09-19,1803.987
AFG,Afghanistan,2020-09-20,1803.987
AFG,Afghanistan,2020-09-21,1803.987
AFG,Afghanistan,2020-09-22,1803.987
AFG,Afghanistan,2020-09-23,1803.987
AFG,Afghanistan,2020-09-24,1803.987
AFG,Afghanistan,2020-09-25,1803.987
AFG,Afghanistan,2020-09-26,1803.987
AFG,Afghanistan,2020-09-27,1803.987
AFG,Afghanistan,2020-09-28,1803.987
AFG,Afghanistan,2020-09-29,1803.987
AFG,Afghanistan,2020-09-30,1803.987
AFG,Afghanistan,2020-10-01,1803.987
AFG,Afghanistan,2020-10-02,1803.987
AFG,Afghanistan,2020-10-03,1803.987
AFG,Afghanistan,2020-10-04,1803.987
AFG,Afghanistan,2020-10-05,1803.987
AFG,Afghanistan,2020-10-06,1803.987
AFG,Afghanistan,2020-10-07,1803.987
AFG,Afghanistan,2020-10-08,1803.987
AFG,Afghanistan,2020-10-09,1803.987
AFG,Afghanistan,2020-10-10,1803.987
AFG,Afghanistan,2020-10-11,1803.987
AFG,Afghanistan,2020-10-12,1803.987
AFG,Afghanistan,2020-10-13,1803.987
AFG,Afghanistan,2020-10-14,1803.987
AFG,Afghanistan,2020-10-15,1803.987
AFG,Afghanistan,2020-10-16,1803.987
AGO,Angola,2020-03-22,5819.495
AGO,Angola,2020-03-23,5819.495
AGO,Angola,2020-03-24,5819.495
AGO,Angola,2020-03-25,5819.495
AGO,Angola,2020-03-26,5819.495
AGO,Angola,2020-03-27,5819.495
AGO,Angola,2020-03-28,5819.495
AGO,Angola,2020-03-29,5819.495
AGO,Angola,2020-03-30,5819.495
AGO,Angola,2020-03-31,5819.495
AGO,Angola,2020-04-01,5819.495
AGO,Angola,2020-04-02,5819.495
AGO,Angola,2020-04-03,5819.495
AGO,Angola,2020-04-04,5819.495
AGO,Angola,2020-04-05,5819.495
AGO,Angola,2020-04-06,5819.495
AGO,Angola,2020-04-07,5819.495
AGO,Angola,2020-04-08,5819.495
AGO,Angola,2020-04-09,5819.495
AGO,Angola,2020-04-10,5819.495
AGO,Angola,2020-04-11,5819.495
AGO,Angola,2020-04-12,5819.495
AGO,Angola,2020-04-13,5819.495
AGO,Angola,2020-04-14,5819.495
AGO,Angola,2020-04-15,5819.495
AGO,Angola,2020-04-16,5819.495
AGO,Angola,2020-04-17,5819.495
AGO,Angola,2020-04-18,5819.495
AGO,Angola,2020-04-19,5819.495
AGO,Angola,2020-04-20,5819.495
AGO,Angola,2020-04-21,5819.495
AGO,Angola,2020-04-22,5819.495
AGO,Angola,2020-04-23,5819.495
AGO,Angola,2020-04-24,5819.495
AGO,Angola,2020-04-25,5819.495
AGO,Angola,2020-04-26,5819.495
AGO,Angola,2020-04-27,5819.495
AGO,Angola,2020-04-28,5819.495
AGO,Angola,2020-04-29,5819.495
AGO,Angola,2020-04-30,5819.495
AGO,Angola,2020-05-01,5819.495
AGO,Angola,2020-05-02,5819.495
AGO,Angola,2020-05-03,5819.495
AGO,Angola,2020-05-04,5819.495
AGO,Angola,2020-05-05,5819.495
AGO,Angola,2020-05-06,5819.495
AGO,Angola,2020-05-07,5819.495
AGO,Angola,2020-05-08,5819.495
AGO,Angola,2020-05-09,5819.495
AGO,Angola,2020-05-10,5819.495
AGO,Angola,2020-05-11,5819.495
AGO,Angola,2020-05-12,5819.495
AGO,Angola,2020-05-13,5819.495
AGO,Angola,2020-05-14,5819.495
AGO,Angola,2020-05-15,5819.495
AGO,Angola,2020-05-16,5819.495
AGO,Angola,2020-05-17,5819.495
AGO,Angola,2020-05-18,5819.495
AGO,Angola,2020-05-19,5819.495
AGO,Angola,2020-05-20,5819.495
AGO,Angola,2020-05-21,5819.495
AGO,Angola,2020-05-22,5819.495
AGO,Angola,2020-05-23,5819.495
AGO,Angola,2020-05-24,5819.495
AGO,Angola,2020-05-25,5819.495
AGO,Angola,2020-05-26,5819.495
AGO,Angola,2020-05-27,5819.495
AGO,Angola,2020-05-28,5819.495
AGO,Angola,2020-05-29,5819.495
AGO,Angola,2020-05-30,5819.495
AGO,Angola,2020-05-31,5819.495
AGO,Angola,2020-06-01,5819.495
AGO,Angola,2020-06-02,5819.495
