iso_code,country,date,owid_total_cases
AFG,Afghanistan,2020-02-24,1.0
AFG,Afghanistan,2020-02-25,1.0
AFG,Afghanistan,2020-02-26,1.0
AFG,Afghanistan,2020-02-27,1.0
AFG,Afghanistan,2020-02-28,1.0
AFG,Afghanistan,2020-02-29,1.0
AFG,Afghanistan,2020-03-01,1.0
AFG,Afghanistan,2020-03-02,1.0
AFG,Afghanistan,2020-03-03,2.0
AFG,Afghanistan,2020-03-04,4.0
AFG,Afghanistan,2020-03-05,4.0
AFG,Afghanistan,2020-03-06,4.0
AFG,Afghanistan,2020-03-07,4.0
AFG,Afghanistan,2020-03-08,5.0
AFG,Afghanistan,2020-03-09,7.0
AFG,Afghanistan,2020-03-10,8.0
AFG,Afghanistan,2020-03-11,11.0
AFG,Afghanistan,2020-03-12,12.0
AFG,Afghanistan,2020-03-13,13.0
AFG,Afghanistan,2020-03-14,15.0
AFG,Afghanistan,2020-03-15,16.0
AFG,Afghanistan,2020-03-16,18.0
AFG,Afghanistan,2020-03-17,20.0
AFG,Afghanistan,2020-03-18,24.0
AFG,Afghanistan,2020-03-19,25.0
AFG,Afghanistan,2020-03-20,29.0
AFG,Afghanistan,2020-03-21,30.0
AFG,Afghanistan,2020-03-22,34.0
AFG,Afghanistan,2020-03-23,41.0
AFG,Afghanistan,2020-03-24,43.0
AFG,Afghanistan,2020-03-25,76.0
AFG,Afghanistan,2020-03-26,80.0
AFG,Afghanistan,2020-03-27,91.0
AFG,Afghanistan,2020-03-28,107.0
AFG,Afghanistan,2020-03-29,118.0
AFG,Afghanistan,2020-03-30,146.0
AFG,Afghanistan,2020-03-31,175.0
AFG,Afghanistan,2020-04-01,197.0
AFG,Afghanistan,2020-04-02,240.0
AFG,Afghanistan,2020-04-03,275.0
AFG,Afghanistan,2020-04-04,300.0
AFG,Afghanistan,2020-04-05,338.0
AFG,Afghanistan,2020-04-06,368.0
AFG,Afghanistan,2020-04-07,424.0
AFG,Afghanistan,2020-04-08,445.0
AFG,Afghanistan,2020-04-09,485.0
AFG,Afghanistan,2020-04-10,532.0
AFG,Afghanistan,2020-04-11,556.0
AFG,Afghanistan,2020-04-12,608.0
AFG,Afghanistan,2020-04-13,666.0
AFG,Afghanistan,2020-04-14,715.0
AFG,Afghanistan,2020-04-15,785.0
AFG,Afghanistan,2020-04-16,841.0
AFG,Afghanistan,2020-04-17,907.0
AFG,Afghanistan,2020-04-18,934.0
AFG,Afghanistan,2020-04-19,997.0
AFG,Afghanistan,2020-04-20,1027.0
AFG,Afghanistan,2020-04-21,1093.0
AFG,Afghanistan,2020-04-22,1177.0
AFG,Afghanistan,2020-04-23,1236.0
AFG,Afghanistan,2020-04-24,1331.0
AFG,Afghanistan,2020-04-25,1464.0
AFG,Afghanistan,2020-04-26,1532.0
AFG,Afghanistan,2020-04-27,1704.0
AFG,Afghanistan,2020-04-28,1830.0
AFG,Afghanistan,2020-04-29,1940.0
AFG,Afghanistan,2020-04-30,2127.0
AFG,Afghanistan,2020-05-01,2291.0
AFG,Afghanistan,2020-05-02,2470.0
AFG,Afghanistan,2020-05-03,2705.0
AFG,Afghanistan,2020-05-04,2895.0
AFG,Afghanistan,2020-05-05,3225.0
AFG,Afghanistan,2020-05-06,3393.0
AFG,Afghanistan,2020-05-07,3564.0
AFG,Afghanistan,2020-05-08,3781.0
AFG,Afghanistan,2020-05-09,4042.0
AFG,Afghanistan,2020-05-10,4403.0
AFG,Afghanistan,2020-05-11,4687.0
AFG,Afghanistan,2020-05-12,4968.0
AFG,Afghanistan,2020-05-13,5227.0
AFG,Afghanistan,2020-05-14,5640.0
AFG,Afghanistan,2020-05-15,6054.0
AFG,Afghanistan,2020-05-16,6403.0
AFG,Afghanistan,2020-05-17,6665.0
AFG,Afghanistan,2020-05-18,7073.0
AFG,Afghanistan,2020-05-19,7654.0
AFG,Afghanistan,2020-05-20,8146.0
AFG,Afghanistan,2020-05-21,8677.0
AFG,Afghanistan,2020-05-22,9219.0
AFG,Afghanistan,2020-05-23,10001.0
AFG,Afghanistan,2020-05-24,10585.0
AFG,Afghanistan,2020-05-25,11176.0
AFG,Afghanistan,2020-05-26,11834.0
AFG,Afghanistan,2020-05-27,12459.0
AFG,Afghanistan,2020-05-28,13039.0
AFG,Afghanistan,2020-05-29,13662.0
AFG,Afghanistan,2020-05-30,14528.0
AFG,Afghanistan,2020-05-31,15208.0
AFG,Afghanistan,2020-06-01,15753.0
AFG,Afghanistan,2020-06-02,16512.0
AFG,Afghanistan,2020-06-03,17270.0
AFG,Afghanistan,2020-06-04,18057.0
AFG,Afghanistan,2020-06-05,18972.0
AFG,Afghanistan,2020-06-06,19554.0
AFG,Afghanistan,2020-06-07,20345.0
AFG,Afghanistan,2020-06-08,20920.0
AFG,Afghanistan,2020-06-09,21462.0
AFG,Afghanistan,2020-06-10,22146.0
AFG,Afghanistan,2020-06-11,22894.0
AFG,Afghanistan,2020-06-12,23550.0
AFG,Afghanistan,2020-06-13,24106.0
AFG,Afghanistan,2020-06-14,24770.0
AFG,Afghanistan,2020-06-15,25531.0
AFG,Afghanistan,2020-06-16,26314.0
AFG,Afghanistan,2020-06-17,26878.0
AFG,Afghanistan,2020-06-18,27536.0
AFG,Afghanistan,2020-06-19,27882.0
AFG,Afghanistan,2020-06-20,28428.0
AFG,Afghanistan,2020-06-21,28837.0
AFG,Afghanistan,2020-06-22,29147.0
AFG,Afghanistan,2020-06-23,29471.0
AFG,Afghanistan,2020-06-24,29705.0
AFG,Afghanistan,2020-06-25,30165.0
AFG,Afghanistan,2020-06-26,30441.0
AFG,Afghanistan,2020-06-27,30606.0
AFG,Afghanistan,2020-06-28,30957.0
AFG,Afghanistan,2020-06-29,31228.0
AFG,Afghanistan,2020-06-30,31507.0
AFG,Afghanistan,2020-07-01,31826.0
AFG,Afghanistan,2020-07-02,32012.0
AFG,Afghanistan,2020-07-03,32314.0
AFG,Afghanistan,2020-07-04,32662.0
AFG,Afghanistan,2020-07-05,32941.0
AFG,Afghanistan,2020-07-06,33180.0
AFG,Afghanistan,2020-07-07,33374.0
AFG,Afghanistan,2020-07-08,33584.0
AFG,Afghanistan,2020-07-09,33898.0
AFG,Afghanistan,2020-07-10,34184.0
AFG,Afghanistan,2020-07-11,34356.0
AFG,Afghanistan,2020-07-12,34441.0
AFG,Afghanistan,2020-07-13,34595.0
AFG,Afghanistan,2020-07-14,34730.0
AFG,Afghanistan,2020-07-15,34984.0
AFG,Afghanistan,2020-07-16,35060.0
AFG,Afghanistan,2020-07-17,35219.0
AFG,Afghanistan,2020-07-18,35279.0
AFG,Afghanistan,2020-07-19,35453.0
AFG,Afghanistan,2020-07-20,35493.0
AFG,Afghanistan,2020-07-21,35605.0
AFG,Afghanistan,2020-07-22,35717.0
AFG,Afghanistan,2020-07-23,35918.0
AFG,Afghanistan,2020-07-24,35978.0
AFG,Afghanistan,2020-07-25,36026.0
AFG,Afghanistan,2020-07-26,36147.0
AFG,Afghanistan,2020-07-27,36253.0
AFG,Afghanistan,2020-07-28,36358.0
AFG,Afghanistan,2020-07-29,36463.0
AFG,Afghanistan,2020-07-30,36532.0
AFG,Afghanistan,2020-07-31,36665.0
AFG,Afghanistan,2020-08-01,36700.0
AFG,Afghanistan,2020-08-02,36701.0
AFG,Afghanistan,2020-08-03,36737.0
AFG,Afghanistan,2020-08-04,36773.0
AFG,Afghanistan,2020-08-05,36820.0
AFG,Afghanistan,2020-08-06,36928.0
AFG,Afghanistan,2020-08-07,37006.0
AFG,Afghanistan,2020-08-08,37046.0
AFG,Afghanistan,2020-08-09,37083.0
AFG,Afghanistan,2020-08-10,37153.0
AFG,Afghanistan,2020-08-11,37260.0
AFG,Afghanistan,2020-08-12,37336.0
AFG,Afghanistan,2020-08-13,37422.0
AFG,Afghanistan,2020-08-14,37497.0
AFG,Afghanistan,2020-08-15,37542.0
AFG,Afghanistan,2020-08-16,37590.0
AFG,Afghanistan,2020-08-17,37667.0
AFG,Afghanistan,2020-08-18,37710.0
AFG,Afghanistan,2020-08-19,37750.0
AFG,Afghanistan,2020-08-20,37852.0
AFG,Afghanistan,2020-08-21,37885.0
AFG,Afghanistan,2020-08-22,37944.0
AFG,Afghanistan,2020-08-23,37990.0
AFG,Afghanistan,2020-08-24,38045.0
AFG,Afghanistan,2020-08-25,38061.0
AFG,Afghanistan,2020-08-26,38103.0
AFG,Afghanistan,2020-08-27,38119.0
AFG,Afghanistan,2020-08-28,38130.0
AFG,Afghanistan,2020-08-29,38133.0
AFG,Afghanistan,2020-08-30,38155.0
AFG,Afghanistan,2020-08-31,38159.0
AFG,Afghanistan,2020-09-01,38193.0
AFG,Afghanistan,2020-09-02,38243.0
AFG,Afghanistan,2020-09-03,38288.0
AFG,Afghanistan,2020-09-04,38304.0
AFG,Afghanistan,2020-09-05,38324.0
AFG,Afghanistan,2020-09-06,38398.0
AFG,Afghanistan,2020-09-07,38494.0
AFG,Afghanistan,2020-09-08,38520.0
AFG,Afghanistan,2020-09-09,38544.0
AFG,Afghanistan,2020-09-10,38572.0
AFG,Afghanistan,2020-09-11,38606.0
AFG,Afghanistan,2020-09-12,38641.0
AFG,Afghanistan,2020-09-13,38716.0
AFG,Afghanistan,2020-09-14,38772.0
AFG,Afghanistan,2020-09-15,38815.0
AFG,Afghanistan,2020-09-16,38855.0
AFG,Afghanistan,2020-09-17,38872.0
AFG,Afghanistan,2020-09-18,38897.0
AFG,Afghanistan,2020-09-19,38919.0
AFG,Afghanistan,2020-09-20,39044.0
AFG,Afghanistan,2020-09-21,39074.0
AFG,Afghanistan,2020-09-22,39096.0
AFG,Afghanistan,2020-09-23,39145.0
AFG,Afghanistan,2020-09-24,39170.0
AFG,Afghanistan,2020-09-25,39186.0
AFG,Afghanistan,2020-09-26,39192.0
AFG,Afghanistan,2020-09-27,39227.0
AFG,Afghanistan,2020-09-28,39239.0
AFG,Afghanistan,2020-09-29,39254.0
AFG,Afghanistan,2020-09-30,39268.0
AFG,Afghanistan,2020-10-01,39285.0
AFG,Afghanistan,2020-10-02,39290.0
AFG,Afghanistan,2020-10-03,39297.0
AFG,Afghanistan,2020-10-04,39341.0
AFG,Afghanistan,2020-10-05,39422.0
AFG,Afghanistan,2020-10-06,39486.0
AFG,Afghanistan,2020-10-07,39548.0
AFG,Afghanistan,2020-10-08,39616.0
AFG,Afghanistan,2020-10-09,39693.0
AFG,Afghanistan,2020-10-10,39703.0
AFG,Afghanistan,2020-10-11,39799.0
AFG,Afghanistan,2020-10-12,39870.0
AFG,Afghanistan,2020-10-13,39928.0
AFG,Afghanistan,2020-10-14,39994.0
AFG,Afghanistan,2020-10-15,40026.0
AFG,Afghanistan,2020-10-16,40088.0
AFG,Afghanistan,2020-10-17,40141.0
AFG,Afghanistan,2020-10-18,40200.0
AFG,Afghanistan,2020-10-19,40287.0
AFG,Afghanistan,2020-10-20,40369.0
AFG,Afghanistan,2020-10-21,40510.0
AFG,Afghanistan,2020-10-22,40626.0
AFG,Afghanistan,2020-10-23,40687.0
AFG,Afghanistan,2020-10-24,40768.0
AFG,Afghanistan,2020-10-25,40833.0
AFG,Afghanistan,2020-10-26,40937.0
AFG,Afghanistan,2020-10-27,41032.0
AFG,Afghanistan,2020-10-28,41145.0
AFG,Afghanistan,2020-10-29,41268.0
AFG,Afghanistan,2020-10-30,41334.0
AFG,Afghanistan,2020-10-31,41425.0
AFG,Afghanistan,2020-11-01,41501.0
AFG,Afghanistan,2020-11-02,41633.0
AFG,Afghanistan,2020-11-03,41728.0
AFG,Afghanistan,2020-11-04,41814.0
AFG,Afghanistan,2020-11-05,41935.0
AFG,Afghanistan,2020-11-06,41975.0
AFG,Afghanistan,2020-11-07,42033.0
AFG,Afghanistan,2020-11-08,42159.0
AFG,Afghanistan,2020-11-09,42297.0
AFG,Afghanistan,2020-11-10,42463.0
AFG,Afghanistan,2020-11-11,42609.0
AFG,Afghanistan,2020-11-12,42795.0
AFG,Afghanistan,2020-11-13,42969.0
AFG,Afghanistan,2020-11-14,43035.0
AFG,Afghanistan,2020-11-15,43240.0
AFG,Afghanistan,2020-11-16,43468.0
AFG,Afghanistan,2020-11-17,43681.0
AFG,Afghanistan,2020-11-18,43924.0
AFG,Afghanistan,2020-11-19,44177.0
AFG,Afghanistan,2020-11-20,44363.0
AFG,Afghanistan,2020-11-21,44503.0
AFG,Afghanistan,2020-11-22,44706.0
AFG,Afghanistan,2020-11-23,44988.0
AFG,Afghanistan,2020-11-24,45174.0
AFG,Afghanistan,2020-11-25,45384.0
AFG,Afghanistan,2020-11-26,45600.0
AFG,Afghanistan,2020-11-27,45723.0
AFG,Afghanistan,2020-11-28,45844.0
AFG,Afghanistan,2020-11-29,46116.0
AFG,Afghanistan,2020-11-30,46274.0
AFG,Afghanistan,2020-12-01,46516.0
AFG,Afghanistan,2020-12-02,46718.0
AFG,Afghanistan,2020-12-03,46837.0
AFG,Afghanistan,2020-12-04,46837.0
AFG,Afghanistan,2020-12-05,47072.0
AFG,Afghanistan,2020-12-06,47306.0
AFG,Afghanistan,2020-12-07,47516.0
AFG,Afghanistan,2020-12-08,47716.0
AFG,Afghanistan,2020-12-09,47851.0
AFG,Afghanistan,2020-12-10,48053.0
AFG,Afghanistan,2020-12-11,48116.0
AFG,Afghanistan,2020-12-12,48229.0
AFG,Afghanistan,2020-12-13,48527.0
AFG,Afghanistan,2020-12-14,48718.0
AFG,Afghanistan,2020-12-15,48952.0
AFG,Afghanistan,2020-12-16,49161.0
AFG,Afghanistan,2020-12-17,49378.0
AFG,Afghanistan,2020-12-18,49621.0
AFG,Afghanistan,2020-12-19,49681.0
AFG,Afghanistan,2020-12-20,49817.0
AFG,Afghanistan,2020-12-21,50013.0
AFG,Afghanistan,2020-12-22,50190.0
AFG,Afghanistan,2020-12-23,50433.0
AFG,Afghanistan,2020-12-24,50655.0
AFG,Afghanistan,2020-12-25,50810.0
AFG,Afghanistan,2020-12-26,50886.0
AFG,Afghanistan,2020-12-27,51039.0
AFG,Afghanistan,2020-12-28,51280.0
AFG,Afghanistan,2020-12-29,51350.0
AFG,Afghanistan,2020-12-30,51405.0
AFG,Afghanistan,2020-12-31,51526.0
AFG,Afghanistan,2021-01-01,51526.0
AFG,Afghanistan,2021-01-02,51526.0
AFG,Afghanistan,2021-01-03,51526.0
AFG,Afghanistan,2021-01-04,53011.0
AFG,Afghanistan,2021-01-05,53105.0
AFG,Afghanistan,2021-01-06,53105.0
AFG,Afghanistan,2021-01-07,53207.0
AFG,Afghanistan,2021-01-08,53332.0
AFG,Afghanistan,2021-01-09,53400.0
AFG,Afghanistan,2021-01-10,53489.0
AFG,Afghanistan,2021-01-11,53538.0
AFG,Afghanistan,2021-01-12,53584.0
AFG,Afghanistan,2021-01-13,53584.0
AFG,Afghanistan,2021-01-14,53775.0
AFG,Afghanistan,2021-01-15,53831.0
AFG,Afghanistan,2021-01-16,53938.0
AFG,Afghanistan,2021-01-17,53984.0
AFG,Afghanistan,2021-01-18,54062.0
AFG,Afghanistan,2021-01-19,54141.0
AFG,Afghanistan,2021-01-20,54278.0
AFG,Afghanistan,2021-01-21,54403.0
AFG,Afghanistan,2021-01-22,54483.0
AFG,Afghanistan,2021-01-23,54559.0
AFG,Afghanistan,2021-01-24,54595.0
AFG,Afghanistan,2021-01-25,54672.0
AFG,Afghanistan,2021-01-26,54750.0
AFG,Afghanistan,2021-01-27,54854.0
AFG,Afghanistan,2021-01-28,54891.0
AFG,Afghanistan,2021-01-29,54939.0
AFG,Afghanistan,2021-01-30,55008.0
AFG,Afghanistan,2021-01-31,55023.0
AFG,Afghanistan,2021-02-01,55059.0
AFG,Afghanistan,2021-02-02,55121.0
AFG,Afghanistan,2021-02-03,55174.0
AFG,Afghanistan,2021-02-04,55231.0
AFG,Afghanistan,2021-02-05,55265.0
AFG,Afghanistan,2021-02-06,55330.0
AFG,Afghanistan,2021-02-07,55335.0
AFG,Afghanistan,2021-02-08,55359.0
AFG,Afghanistan,2021-02-09,55384.0
AFG,Afghanistan,2021-02-10,55402.0
AFG,Afghanistan,2021-02-11,55420.0
AFG,Afghanistan,2021-02-12,55445.0
AFG,Afghanistan,2021-02-13,55473.0
AFG,Afghanistan,2021-02-14,55492.0
AFG,Afghanistan,2021-02-15,55514.0
AFG,Afghanistan,2021-02-16,55518.0
AFG,Afghanistan,2021-02-17,55540.0
AFG,Afghanistan,2021-02-18,55557.0
AFG,Afghanistan,2021-02-19,55575.0
AFG,Afghanistan,2021-02-20,55580.0
AFG,Afghanistan,2021-02-21,55604.0
AFG,Afghanistan,2021-02-22,55617.0
AFG,Afghanistan,2021-02-23,55646.0
AFG,Afghanistan,2021-02-24,55664.0
AFG,Afghanistan,2021-02-25,55680.0
AFG,Afghanistan,2021-02-26,55696.0
AFG,Afghanistan,2021-02-27,55707.0
AFG,Afghanistan,2021-02-28,55714.0
AFG,Afghanistan,2021-03-01,55733.0
AFG,Afghanistan,2021-03-02,55759.0
AFG,Afghanistan,2021-03-03,55770.0
AFG,Afghanistan,2021-03-04,55775.0
AFG,Afghanistan,2021-03-05,55827.0
AFG,Afghanistan,2021-03-06,55840.0
AFG,Afghanistan,2021-03-07,55847.0
AFG,Afghanistan,2021-03-08,55876.0
AFG,Afghanistan,2021-03-09,55876.0
AFG,Afghanistan,2021-03-10,55894.0
AFG,Afghanistan,2021-03-11,55917.0
AFG,Afghanistan,2021-03-12,55959.0
AFG,Afghanistan,2021-03-13,55959.0
AFG,Afghanistan,2021-03-14,55985.0
AFG,Afghanistan,2021-03-15,55985.0
AFG,Afghanistan,2021-03-16,55995.0
AFG,Afghanistan,2021-03-17,56016.0
AFG,Afghanistan,2021-03-18,56044.0
AFG,Afghanistan,2021-03-19,56069.0
AFG,Afghanistan,2021-03-20,56093.0
AFG,Afghanistan,2021-03-21,56103.0
AFG,Afghanistan,2021-03-22,56153.0
AFG,Afghanistan,2021-03-23,56177.0
AFG,Afghanistan,2021-03-24,56192.0
AFG,Afghanistan,2021-03-25,56226.0
AFG,Afghanistan,2021-03-26,56254.0
AFG,Afghanistan,2021-03-27,56290.0
AFG,Afghanistan,2021-03-28,56294.0
AFG,Afghanistan,2021-03-29,56322.0
AFG,Afghanistan,2021-03-30,56384.0
AFG,Afghanistan,2021-03-31,56454.0
AFG,Afghanistan,2021-04-01,56517.0
AFG,Afghanistan,2021-04-02,56572.0
AFG,Afghanistan,2021-04-03,56595.0
AFG,Afghanistan,2021-04-04,56676.0
AFG,Afghanistan,2021-04-05,56717.0
AFG,Afghanistan,2021-04-06,56779.0
AFG,Afghanistan,2021-04-07,56873.0
AFG,Afghanistan,2021-04-08,56943.0
AFG,Afghanistan,2021-04-09,57019.0
AFG,Afghanistan,2021-04-10,57144.0
AFG,Afghanistan,2021-04-11,57160.0
AFG,Afghanistan,2021-04-12,57242.0
AFG,Afghanistan,2021-04-13,57364.0
AFG,Afghanistan,2021-04-14,57492.0
AFG,Afghanistan,2021-04-15,57534.0
AFG,Afghanistan,2021-04-16,57612.0
AFG,Afghanistan,2021-04-17,57721.0
AFG,Afghanistan,2021-04-18,57793.0
AFG,Afghanistan,2021-04-19,57898.0
AFG,Afghanistan,2021-04-20,58037.0
AFG,Afghanistan,2021-04-21,58214.0
AFG,Afghanistan,2021-04-22,58312.0
AFG,Afghanistan,2021-04-23,58542.0
AFG,Afghanistan,2021-04-24,58730.0
AFG,Afghanistan,2021-04-25,58843.0
AFG,Afghanistan,2021-04-26,59015.0
AFG,Afghanistan,2021-04-27,59225.0
AFG,Afghanistan,2021-04-28,59370.0
AFG,Afghanistan,2021-04-29,59576.0
AFG,Afghanistan,2021-04-30,59745.0
AFG,Afghanistan,2021-05-01,59939.0
AFG,Afghanistan,2021-05-02,60122.0
AFG,Afghanistan,2021-05-03,60300.0
AFG,Afghanistan,2021-05-04,60563.0
AFG,Afghanistan,2021-05-05,60797.0
AFG,Afghanistan,2021-05-06,61162.0
AFG,Afghanistan,2021-05-07,61455.0
AFG,Afghanistan,2021-05-08,61755.0
AFG,Afghanistan,2021-05-09,61842.0
AFG,Afghanistan,2021-05-10,62063.0
AFG,Afghanistan,2021-05-11,62403.0
AFG,Afghanistan,2021-05-12,62718.0
AFG,Afghanistan,2021-05-13,63045.0
AFG,Afghanistan,2021-05-14,63355.0
AFG,Afghanistan,2021-05-15,63412.0
AFG,Afghanistan,2021-05-16,63484.0
AFG,Afghanistan,2021-05-17,63598.0
AFG,Afghanistan,2021-05-18,63819.0
AFG,Afghanistan,2021-05-19,64122.0
AFG,Afghanistan,2021-05-20,64575.0
AFG,Afghanistan,2021-05-21,65080.0
AFG,Afghanistan,2021-05-22,65486.0
AFG,Afghanistan,2021-05-23,65728.0
AFG,Afghanistan,2021-05-24,66275.0
AFG,Afghanistan,2021-05-25,66903.0
AFG,Afghanistan,2021-05-26,67743.0
AFG,Afghanistan,2021-05-27,68366.0
AFG,Afghanistan,2021-05-28,69130.0
AFG,Afghanistan,2021-05-29,70111.0
AFG,Afghanistan,2021-05-30,70761.0
AFG,Afghanistan,2021-05-31,71838.0
AFG,Afghanistan,2021-06-01,72977.0
AFG,Afghanistan,2021-06-02,74026.0
AFG,Afghanistan,2021-06-03,75119.0
AFG,Afghanistan,2021-06-04,76628.0
AFG,Afghanistan,2021-06-05,77963.0
AFG,Afghanistan,2021-06-06,79224.0
AFG,Afghanistan,2021-06-07,80841.0
AFG,Afghanistan,2021-06-08,82326.0
AFG,Afghanistan,2021-06-09,84050.0
AFG,Afghanistan,2021-06-10,85892.0
AFG,Afghanistan,2021-06-11,87716.0
AFG,Afghanistan,2021-06-12,88740.0
AFG,Afghanistan,2021-06-13,89861.0
AFG,Afghanistan,2021-06-14,91458.0
AFG,Afghanistan,2021-06-15,93272.0
AFG,Afghanistan,2021-06-16,93288.0
AFG,Afghanistan,2021-06-17,96531.0
AFG,Afghanistan,2021-06-18,98734.0
AFG,Afghanistan,2021-06-19,98734.0
AFG,Afghanistan,2021-06-20,98734.0
AFG,Afghanistan,2021-06-21,103902.0
AFG,Afghanistan,2021-06-22,105749.0
AFG,Afghanistan,2021-06-23,107957.0
AFG,Afghanistan,2021-06-24,109532.0
AFG,Afghanistan,2021-06-25,111592.0
AFG,Afghanistan,2021-06-26,111592.0
AFG,Afghanistan,2021-06-27,111592.0
AFG,Afghanistan,2021-06-28,115751.0
AFG,Afghanistan,2021-06-29,117158.0
AFG,Afghanistan,2021-06-30,118659.0
AFG,Afghanistan,2021-07-01,120216.0
AFG,Afghanistan,2021-07-02,120216.0
AFG,Afghanistan,2021-07-03,120216.0
AFG,Afghanistan,2021-07-04,120216.0
AFG,Afghanistan,2021-07-05,125937.0
AFG,Afghanistan,2021-07-06,127464.0
AFG,Afghanistan,2021-07-07,129021.0
AFG,Afghanistan,2021-07-08,130113.0
AGO,Angola,2020-03-20,1.0
AGO,Angola,2020-03-21,2.0
AGO,Angola,2020-03-22,2.0
AGO,Angola,2020-03-23,3.0
AGO,Angola,2020-03-24,3.0
AGO,Angola,2020-03-25,3.0
AGO,Angola,2020-03-26,4.0
AGO,Angola,2020-03-27,4.0
AGO,Angola,2020-03-28,5.0
AGO,Angola,2020-03-29,7.0
AGO,Angola,2020-03-30,7.0
AGO,Angola,2020-03-31,7.0
AGO,Angola,2020-04-01,8.0
AGO,Angola,2020-04-02,8.0
AGO,Angola,2020-04-03,8.0
AGO,Angola,2020-04-04,10.0
AGO,Angola,2020-04-05,14.0
AGO,Angola,2020-04-06,16.0
AGO,Angola,2020-04-07,17.0
AGO,Angola,2020-04-08,19.0
AGO,Angola,2020-04-09,19.0
AGO,Angola,2020-04-10,19.0
AGO,Angola,2020-04-11,19.0
AGO,Angola,2020-04-12,19.0
AGO,Angola,2020-04-13,19.0
AGO,Angola,2020-04-14,19.0
AGO,Angola,2020-04-15,19.0
AGO,Angola,2020-04-16,19.0
AGO,Angola,2020-04-17,19.0
AGO,Angola,2020-04-18,24.0
AGO,Angola,2020-04-19,24.0
AGO,Angola,2020-04-20,24.0
AGO,Angola,2020-04-21,24.0
AGO,Angola,2020-04-22,25.0
AGO,Angola,2020-04-23,25.0
AGO,Angola,2020-04-24,25.0
AGO,Angola,2020-04-25,25.0
AGO,Angola,2020-04-26,26.0
AGO,Angola,2020-04-27,27.0
AGO,Angola,2020-04-28,27.0
AGO,Angola,2020-04-29,27.0
AGO,Angola,2020-04-30,27.0
AGO,Angola,2020-05-01,30.0
AGO,Angola,2020-05-02,35.0
AGO,Angola,2020-05-03,35.0
AGO,Angola,2020-05-04,35.0
AGO,Angola,2020-05-05,36.0
AGO,Angola,2020-05-06,36.0
AGO,Angola,2020-05-07,36.0
AGO,Angola,2020-05-08,43.0
AGO,Angola,2020-05-09,43.0
AGO,Angola,2020-05-10,45.0
AGO,Angola,2020-05-11,45.0
AGO,Angola,2020-05-12,45.0
AGO,Angola,2020-05-13,45.0
AGO,Angola,2020-05-14,48.0
AGO,Angola,2020-05-15,48.0
AGO,Angola,2020-05-16,48.0
AGO,Angola,2020-05-17,48.0
AGO,Angola,2020-05-18,50.0
AGO,Angola,2020-05-19,52.0
AGO,Angola,2020-05-20,52.0
AGO,Angola,2020-05-21,58.0
AGO,Angola,2020-05-22,60.0
AGO,Angola,2020-05-23,61.0
AGO,Angola,2020-05-24,69.0
AGO,Angola,2020-05-25,70.0
AGO,Angola,2020-05-26,70.0
AGO,Angola,2020-05-27,71.0
AGO,Angola,2020-05-28,74.0
AGO,Angola,2020-05-29,81.0
AGO,Angola,2020-05-30,84.0
AGO,Angola,2020-05-31,86.0
AGO,Angola,2020-06-01,86.0
AGO,Angola,2020-06-02,86.0
AGO,Angola,2020-06-03,86.0
AGO,Angola,2020-06-04,86.0
AGO,Angola,2020-06-05,86.0
AGO,Angola,2020-06-06,88.0
AGO,Angola,2020-06-07,91.0
AGO,Angola,2020-06-08,92.0
AGO,Angola,2020-06-09,96.0
AGO,Angola,2020-06-10,113.0
AGO,Angola,2020-06-11,118.0
AGO,Angola,2020-06-12,130.0
AGO,Angola,2020-06-13,138.0
AGO,Angola,2020-06-14,140.0
AGO,Angola,2020-06-15,142.0
AGO,Angola,2020-06-16,148.0
AGO,Angola,2020-06-17,155.0
AGO,Angola,2020-06-18,166.0
AGO,Angola,2020-06-19,172.0
AGO,Angola,2020-06-20,176.0
AGO,Angola,2020-06-21,183.0
AGO,Angola,2020-06-22,186.0
AGO,Angola,2020-06-23,189.0
AGO,Angola,2020-06-24,197.0
AGO,Angola,2020-06-25,212.0
AGO,Angola,2020-06-26,212.0
AGO,Angola,2020-06-27,259.0
AGO,Angola,2020-06-28,267.0
AGO,Angola,2020-06-29,276.0
AGO,Angola,2020-06-30,284.0
AGO,Angola,2020-07-01,291.0
AGO,Angola,2020-07-02,315.0
AGO,Angola,2020-07-03,328.0
AGO,Angola,2020-07-04,346.0
AGO,Angola,2020-07-05,346.0
AGO,Angola,2020-07-06,346.0
AGO,Angola,2020-07-07,386.0
AGO,Angola,2020-07-08,386.0
AGO,Angola,2020-07-09,396.0
AGO,Angola,2020-07-10,458.0
AGO,Angola,2020-07-11,462.0
AGO,Angola,2020-07-12,506.0
AGO,Angola,2020-07-13,525.0
AGO,Angola,2020-07-14,541.0
AGO,Angola,2020-07-15,576.0
AGO,Angola,2020-07-16,607.0
AGO,Angola,2020-07-17,638.0
AGO,Angola,2020-07-18,687.0
AGO,Angola,2020-07-19,705.0
AGO,Angola,2020-07-20,749.0
AGO,Angola,2020-07-21,779.0
AGO,Angola,2020-07-22,812.0
AGO,Angola,2020-07-23,851.0
AGO,Angola,2020-07-24,880.0
AGO,Angola,2020-07-25,916.0
AGO,Angola,2020-07-26,932.0
AGO,Angola,2020-07-27,950.0
AGO,Angola,2020-07-28,1000.0
AGO,Angola,2020-07-29,1078.0
