iso_code,country,date,yougov_avoiding_going_to_work
TWN,Taiwan,2020-06-22,21.0
TWN,Taiwan,2020-07-06,20.0
TWN,Taiwan,2020-07-20,23.0
TWN,Taiwan,2020-08-03,22.0
TWN,Taiwan,2020-08-17,19.0
TWN,Taiwan,2020-08-31,20.0
TWN,Taiwan,2020-09-14,20.0
TWN,Taiwan,2020-09-28,19.0
TWN,Taiwan,2020-10-12,17.0
TWN,Taiwan,2020-10-27,19.0
TWN,Taiwan,2020-11-09,20.0
TWN,Taiwan,2020-11-24,19.0
TWN,Taiwan,2020-12-07,20.0
TWN,Taiwan,2020-12-21,18.0
TWN,Taiwan,2021-01-04,21.0
TWN,Taiwan,2021-01-18,19.0
TWN,Taiwan,2021-02-01,22.0
TWN,Taiwan,2021-02-16,20.0
TWN,Taiwan,2021-03-02,20.0
TWN,Taiwan,2021-03-22,19.0
TWN,Taiwan,2021-03-29,20.0
TWN,Taiwan,2021-04-12,20.0
TWN,Taiwan,2021-04-26,20.0
TWN,Taiwan,2021-05-10,20.0
USA,United States,2020-03-02,3.0
USA,United States,2020-03-17,11.0
USA,United States,2020-03-23,19.0
USA,United States,2020-03-30,29.0
USA,United States,2020-04-06,25.0
USA,United States,2020-04-13,32.0
USA,United States,2020-04-20,27.0
USA,United States,2020-04-27,27.0
USA,United States,2020-05-26,23.0
USA,United States,2020-06-01,20.0
USA,United States,2020-06-08,17.0
USA,United States,2020-06-15,19.0
USA,United States,2020-06-22,19.0
USA,United States,2020-07-06,18.0
USA,United States,2020-07-14,17.0
USA,United States,2020-07-20,15.0
USA,United States,2020-07-27,18.0
USA,United States,2020-08-03,15.0
USA,United States,2020-08-10,20.0
USA,United States,2020-08-17,20.0
USA,United States,2020-08-25,17.0
USA,United States,2020-09-01,16.0
USA,United States,2020-09-08,18.0
USA,United States,2020-09-14,20.0
USA,United States,2020-09-21,20.0
USA,United States,2020-09-28,17.0
USA,United States,2020-10-06,18.0
USA,United States,2020-10-12,16.0
USA,United States,2020-10-19,17.0
USA,United States,2020-10-26,15.0
USA,United States,2020-11-02,17.0
USA,United States,2020-11-09,16.0
USA,United States,2020-11-16,19.0
USA,United States,2020-11-25,19.0
USA,United States,2020-12-02,18.0
USA,United States,2020-12-14,16.0
USA,United States,2020-12-22,17.0
USA,United States,2021-01-11,19.0
USA,United States,2021-01-20,18.0
USA,United States,2021-01-26,20.0
USA,United States,2021-02-03,16.0
USA,United States,2021-02-09,19.0
USA,United States,2021-02-17,17.0
USA,United States,2021-02-23,15.0
USA,United States,2021-03-01,19.0
USA,United States,2021-03-08,14.0
USA,United States,2021-03-16,16.0
USA,United States,2021-03-22,17.0
USA,United States,2021-03-31,14.0
USA,United States,2021-04-05,15.0
USA,United States,2021-04-12,16.0
USA,United States,2021-04-19,17.0
USA,United States,2021-05-02,14.0
VNM,Vietnam,2020-03-23,33.0
VNM,Vietnam,2020-03-30,38.0
VNM,Vietnam,2020-04-06,53.0
VNM,Vietnam,2020-04-13,49.0
VNM,Vietnam,2020-04-20,48.0
VNM,Vietnam,2020-04-27,47.0
VNM,Vietnam,2020-05-04,46.0
VNM,Vietnam,2020-05-25,31.0
VNM,Vietnam,2020-06-08,30.0
VNM,Vietnam,2020-06-22,29.0
VNM,Vietnam,2020-07-06,27.0
VNM,Vietnam,2020-07-20,27.0
VNM,Vietnam,2020-08-03,26.0
VNM,Vietnam,2020-08-17,29.0
VNM,Vietnam,2020-08-31,23.0
VNM,Vietnam,2020-09-14,25.0
VNM,Vietnam,2020-09-28,24.0
VNM,Vietnam,2020-10-12,23.0
VNM,Vietnam,2020-10-26,23.0
VNM,Vietnam,2020-11-09,23.0
VNM,Vietnam,2020-11-23,24.0
VNM,Vietnam,2020-12-07,23.0
VNM,Vietnam,2020-12-21,24.0
VNM,Vietnam,2021-01-04,26.0
VNM,Vietnam,2021-01-18,22.0
VNM,Vietnam,2021-02-01,25.0
VNM,Vietnam,2021-02-15,28.0
VNM,Vietnam,2021-03-01,24.0
VNM,Vietnam,2021-03-15,24.0
VNM,Vietnam,2021-03-29,22.0
VNM,Vietnam,2021-04-13,21.0
VNM,Vietnam,2021-04-26,23.0
VNM,Vietnam,2021-05-10,26.0
