iso_code,country,date,yougov_stopping_sending_children
SGP,Singapore,2020-10-09,2.0
SGP,Singapore,2020-10-23,2.0
SGP,Singapore,2020-11-06,3.0
SGP,Singapore,2020-11-20,3.0
SGP,Singapore,2020-12-04,2.0
SGP,Singapore,2020-12-18,2.0
SGP,Singapore,2021-01-04,2.0
SGP,Singapore,2021-01-15,2.0
SGP,Singapore,2021-01-29,3.0
SGP,Singapore,2021-02-12,2.0
SGP,Singapore,2021-02-26,2.0
SGP,Singapore,2021-03-12,1.0
SGP,Singapore,2021-03-26,2.0
SGP,Singapore,2021-04-09,2.0
SGP,Singapore,2021-04-23,1.0
SGP,Singapore,2021-05-07,1.0
SGP,Singapore,2021-05-21,6.0
SGP,Singapore,2021-06-04,6.0
SGP,Singapore,2021-06-18,4.0
SGP,Singapore,2021-07-02,3.0
SGP,Singapore,2021-07-16,3.0
SGP,Singapore,2021-07-29,3.0
SGP,Singapore,2021-08-12,2.0
SGP,Singapore,2021-08-26,2.0
SWE,Sweden,2020-03-16,2.0
SWE,Sweden,2020-03-23,2.0
SWE,Sweden,2020-03-29,3.0
SWE,Sweden,2020-04-05,4.0
SWE,Sweden,2020-04-12,7.0
SWE,Sweden,2020-04-19,4.0
SWE,Sweden,2020-04-26,5.0
SWE,Sweden,2020-05-03,1.0
SWE,Sweden,2020-05-25,3.0
SWE,Sweden,2020-06-09,3.0
SWE,Sweden,2020-06-16,2.0
SWE,Sweden,2020-09-11,1.0
SWE,Sweden,2020-09-23,1.0
SWE,Sweden,2020-10-09,1.0
SWE,Sweden,2020-11-03,1.0
SWE,Sweden,2020-11-20,2.0
SWE,Sweden,2020-12-02,2.0
SWE,Sweden,2021-01-15,2.0
SWE,Sweden,2021-02-01,2.0
SWE,Sweden,2021-02-11,1.0
SWE,Sweden,2021-02-26,1.0
SWE,Sweden,2021-03-12,1.0
SWE,Sweden,2021-03-24,3.0
SWE,Sweden,2021-04-08,1.0
SWE,Sweden,2021-05-07,2.0
SWE,Sweden,2021-06-07,1.0
SWE,Sweden,2021-06-18,2.0
SWE,Sweden,2021-06-30,1.0
SWE,Sweden,2021-07-16,1.0
SWE,Sweden,2021-08-13,2.0
SWE,Sweden,2021-08-25,1.0
SWE,Sweden,2021-09-08,1.0
THA,Thailand,2020-02-24,4.0
THA,Thailand,2020-03-02,6.0
THA,Thailand,2020-03-09,7.0
THA,Thailand,2020-03-16,8.0
THA,Thailand,2020-03-23,11.0
THA,Thailand,2020-03-30,12.0
THA,Thailand,2020-04-06,13.0
THA,Thailand,2020-04-13,13.0
THA,Thailand,2020-04-20,14.0
THA,Thailand,2020-04-27,15.0
THA,Thailand,2020-05-04,15.0
THA,Thailand,2020-05-25,16.0
THA,Thailand,2020-06-08,13.0
THA,Thailand,2020-06-22,11.0
THA,Thailand,2020-07-06,9.0
THA,Thailand,2020-07-20,10.0
THA,Thailand,2020-08-03,8.0
THA,Thailand,2020-08-17,7.0
THA,Thailand,2020-08-31,7.0
THA,Thailand,2020-09-14,7.0
THA,Thailand,2020-09-28,7.0
THA,Thailand,2020-10-12,5.0
THA,Thailand,2020-10-26,7.0
THA,Thailand,2020-11-09,6.0
THA,Thailand,2020-11-23,7.0
THA,Thailand,2020-12-07,7.0
THA,Thailand,2020-12-21,7.0
THA,Thailand,2021-01-04,9.0
THA,Thailand,2021-01-18,10.0
THA,Thailand,2021-02-01,8.0
THA,Thailand,2021-02-16,7.0
THA,Thailand,2021-03-01,10.0
THA,Thailand,2021-03-15,6.0
THA,Thailand,2021-03-29,7.0
THA,Thailand,2021-04-12,8.0
THA,Thailand,2021-04-26,10.0
THA,Thailand,2021-05-10,12.0
THA,Thailand,2021-05-24,11.0
THA,Thailand,2021-06-07,11.0
THA,Thailand,2021-06-21,11.0
THA,Thailand,2021-07-05,13.0
THA,Thailand,2021-07-19,13.0
THA,Thailand,2021-07-29,14.0
THA,Thailand,2021-08-12,14.0
THA,Thailand,2021-08-26,14.0
TWN,Taiwan,2020-02-25,5.0
TWN,Taiwan,2020-03-03,3.0
TWN,Taiwan,2020-03-10,4.0
TWN,Taiwan,2020-03-17,4.0
TWN,Taiwan,2020-03-24,4.0
TWN,Taiwan,2020-03-31,6.0
TWN,Taiwan,2020-04-07,4.0
TWN,Taiwan,2020-04-14,4.0
TWN,Taiwan,2020-04-21,4.0
TWN,Taiwan,2020-04-28,4.0
TWN,Taiwan,2020-05-05,5.0
TWN,Taiwan,2020-05-25,4.0
TWN,Taiwan,2020-06-08,4.0
TWN,Taiwan,2020-06-22,4.0
TWN,Taiwan,2020-07-06,3.0
TWN,Taiwan,2020-07-20,4.0
TWN,Taiwan,2020-08-03,3.0
TWN,Taiwan,2020-08-17,3.0
TWN,Taiwan,2020-08-31,3.0
TWN,Taiwan,2020-09-14,3.0
TWN,Taiwan,2020-09-28,3.0
TWN,Taiwan,2020-10-12,2.0
TWN,Taiwan,2020-10-27,2.0
TWN,Taiwan,2020-11-09,3.0
TWN,Taiwan,2020-11-24,3.0
TWN,Taiwan,2020-12-07,3.0
TWN,Taiwan,2020-12-21,3.0
TWN,Taiwan,2021-01-04,3.0
TWN,Taiwan,2021-01-18,3.0
TWN,Taiwan,2021-02-01,3.0
TWN,Taiwan,2021-02-16,3.0
TWN,Taiwan,2021-03-02,3.0
TWN,Taiwan,2021-03-22,3.0
TWN,Taiwan,2021-07-29,12.0
TWN,Taiwan,2021-08-12,7.0
TWN,Taiwan,2021-08-26,8.0
USA,United States,2020-03-02,1.0
USA,United States,2020-03-17,5.0
USA,United States,2020-03-23,10.0
USA,United States,2020-03-30,11.0
USA,United States,2020-04-06,13.0
VNM,Vietnam,2020-03-23,28.0
VNM,Vietnam,2020-03-30,33.0
VNM,Vietnam,2020-04-06,33.0
VNM,Vietnam,2020-07-20,21.0
VNM,Vietnam,2020-08-03,21.0
VNM,Vietnam,2020-08-17,24.0
VNM,Vietnam,2020-08-31,18.0
VNM,Vietnam,2020-09-14,17.0
VNM,Vietnam,2020-09-28,17.0
VNM,Vietnam,2020-10-12,16.0
VNM,Vietnam,2020-10-26,16.0
VNM,Vietnam,2020-11-09,17.0
VNM,Vietnam,2020-11-23,16.0
VNM,Vietnam,2020-12-07,15.0
VNM,Vietnam,2020-12-21,16.0
VNM,Vietnam,2021-01-04,15.0
VNM,Vietnam,2021-01-18,13.0
VNM,Vietnam,2021-02-01,17.0
VNM,Vietnam,2021-02-15,18.0
VNM,Vietnam,2021-03-01,16.0
VNM,Vietnam,2021-03-15,17.0
VNM,Vietnam,2021-03-29,15.0
VNM,Vietnam,2021-04-13,12.0
VNM,Vietnam,2021-04-26,14.0
VNM,Vietnam,2021-05-10,17.0
VNM,Vietnam,2021-05-24,22.0
VNM,Vietnam,2021-06-07,21.0
VNM,Vietnam,2021-06-21,23.0
VNM,Vietnam,2021-07-05,22.0
VNM,Vietnam,2021-07-19,22.0
VNM,Vietnam,2021-07-29,25.0
VNM,Vietnam,2021-08-12,25.0
VNM,Vietnam,2021-08-26,24.0
