iso_code,country,date,icl_i12_health_13
ARE,United Arab Emirates,2020-04-06,70.2553928600133
ARE,United Arab Emirates,2020-04-07,70.2553928600133
ARE,United Arab Emirates,2020-04-08,70.2553928600133
ARE,United Arab Emirates,2020-04-09,70.2553928600133
ARE,United Arab Emirates,2020-04-10,70.2553928600133
ARE,United Arab Emirates,2020-04-11,70.2553928600133
ARE,United Arab Emirates,2020-04-12,70.2553928600133
ARE,United Arab Emirates,2020-04-27,71.7462511336485
ARE,United Arab Emirates,2020-04-28,71.7462511336485
ARE,United Arab Emirates,2020-04-29,71.7462511336485
ARE,United Arab Emirates,2020-04-30,71.7462511336485
ARE,United Arab Emirates,2020-05-01,71.7462511336485
ARE,United Arab Emirates,2020-05-02,71.7462511336485
ARE,United Arab Emirates,2020-05-03,71.7462511336485
ARE,United Arab Emirates,2020-05-11,86.8272898477112
ARE,United Arab Emirates,2020-05-12,86.8272898477112
ARE,United Arab Emirates,2020-05-13,86.8272898477112
ARE,United Arab Emirates,2020-05-14,86.8272898477112
ARE,United Arab Emirates,2020-05-15,86.8272898477112
ARE,United Arab Emirates,2020-05-16,86.8272898477112
ARE,United Arab Emirates,2020-05-17,86.8272898477112
ARE,United Arab Emirates,2020-05-25,83.9008711446493
ARE,United Arab Emirates,2020-05-26,83.9008711446493
ARE,United Arab Emirates,2020-05-27,83.9008711446493
ARE,United Arab Emirates,2020-05-28,83.9008711446493
ARE,United Arab Emirates,2020-05-29,83.9008711446493
ARE,United Arab Emirates,2020-05-30,83.9008711446493
ARE,United Arab Emirates,2020-05-31,83.9008711446493
ARE,United Arab Emirates,2020-06-08,85.0614907365595
ARE,United Arab Emirates,2020-06-09,85.0614907365595
ARE,United Arab Emirates,2020-06-10,85.0614907365595
ARE,United Arab Emirates,2020-06-11,85.0614907365595
ARE,United Arab Emirates,2020-06-12,85.0614907365595
ARE,United Arab Emirates,2020-06-13,85.0614907365595
ARE,United Arab Emirates,2020-06-14,85.0614907365595
