iso_code,country,date,owid_aged_70_older
ABW,Aruba,2021-03-29,7.452
ABW,Aruba,2021-03-30,7.452
ABW,Aruba,2021-03-31,7.452
ABW,Aruba,2021-04-01,7.452
ABW,Aruba,2021-04-02,7.452
ABW,Aruba,2021-04-03,7.452
ABW,Aruba,2021-04-04,7.452
ABW,Aruba,2021-04-05,7.452
ABW,Aruba,2021-04-06,7.452
ABW,Aruba,2021-04-07,7.452
ABW,Aruba,2021-04-08,7.452
ABW,Aruba,2021-04-09,7.452
ABW,Aruba,2021-04-10,7.452
ABW,Aruba,2021-04-11,7.452
ABW,Aruba,2021-04-12,7.452
ABW,Aruba,2021-04-13,7.452
ABW,Aruba,2021-04-14,7.452
ABW,Aruba,2021-04-15,7.452
ABW,Aruba,2021-04-16,7.452
ABW,Aruba,2021-04-17,7.452
ABW,Aruba,2021-04-18,7.452
ABW,Aruba,2021-04-19,7.452
ABW,Aruba,2021-04-20,7.452
ABW,Aruba,2021-04-21,7.452
ABW,Aruba,2021-04-22,7.452
ABW,Aruba,2021-04-23,7.452
ABW,Aruba,2021-04-24,7.452
ABW,Aruba,2021-04-25,7.452
ABW,Aruba,2021-04-26,7.452
ABW,Aruba,2021-04-27,7.452
ABW,Aruba,2021-04-28,7.452
ABW,Aruba,2021-04-29,7.452
ABW,Aruba,2021-04-30,7.452
ABW,Aruba,2021-05-01,7.452
ABW,Aruba,2021-05-02,7.452
ABW,Aruba,2021-05-03,7.452
ABW,Aruba,2021-05-04,7.452
ABW,Aruba,2021-05-05,7.452
ABW,Aruba,2021-05-06,7.452
ABW,Aruba,2021-05-07,7.452
ABW,Aruba,2021-05-08,7.452
ABW,Aruba,2021-05-09,7.452
ABW,Aruba,2021-05-10,7.452
ABW,Aruba,2021-05-11,7.452
ABW,Aruba,2021-05-12,7.452
ABW,Aruba,2021-05-13,7.452
ABW,Aruba,2021-05-14,7.452
ABW,Aruba,2021-05-15,7.452
ABW,Aruba,2021-05-16,7.452
ABW,Aruba,2021-05-17,7.452
ABW,Aruba,2021-05-18,7.452
ABW,Aruba,2021-05-19,7.452
ABW,Aruba,2021-05-20,7.452
ABW,Aruba,2021-05-21,7.452
ABW,Aruba,2021-05-22,7.452
ABW,Aruba,2021-05-23,7.452
ABW,Aruba,2021-05-24,7.452
ABW,Aruba,2021-05-25,7.452
ABW,Aruba,2021-05-26,7.452
ABW,Aruba,2021-05-27,7.452
ABW,Aruba,2021-05-28,7.452
ABW,Aruba,2021-05-29,7.452
ABW,Aruba,2021-05-30,7.452
ABW,Aruba,2021-05-31,7.452
ABW,Aruba,2021-06-01,7.452
ABW,Aruba,2021-06-02,7.452
ABW,Aruba,2021-06-03,7.452
ABW,Aruba,2021-06-04,7.452
ABW,Aruba,2021-06-05,7.452
ABW,Aruba,2021-06-06,7.452
ABW,Aruba,2021-06-07,7.452
ABW,Aruba,2021-06-08,7.452
ABW,Aruba,2021-06-09,7.452
ABW,Aruba,2021-06-10,7.452
ABW,Aruba,2021-06-11,7.452
ABW,Aruba,2021-06-12,7.452
ABW,Aruba,2021-06-13,7.452
ABW,Aruba,2021-06-14,7.452
ABW,Aruba,2021-06-15,7.452
ABW,Aruba,2021-06-16,7.452
ABW,Aruba,2021-06-17,7.452
ABW,Aruba,2021-06-18,7.452
ABW,Aruba,2021-06-19,7.452
ABW,Aruba,2021-06-20,7.452
ABW,Aruba,2021-06-21,7.452
ABW,Aruba,2021-06-22,7.452
ABW,Aruba,2021-06-23,7.452
ABW,Aruba,2021-06-24,7.452
ABW,Aruba,2021-06-25,7.452
ABW,Aruba,2021-06-26,7.452
ABW,Aruba,2021-06-27,7.452
ABW,Aruba,2021-06-28,7.452
ABW,Aruba,2021-06-29,7.452
ABW,Aruba,2021-06-30,7.452
ABW,Aruba,2021-07-01,7.452
ABW,Aruba,2021-07-02,7.452
ABW,Aruba,2021-07-03,7.452
ABW,Aruba,2021-07-04,7.452
ABW,Aruba,2021-07-05,7.452
ABW,Aruba,2021-07-06,7.452
ABW,Aruba,2021-07-07,7.452
ABW,Aruba,2021-07-08,7.452
ABW,Aruba,2021-07-09,7.452
ABW,Aruba,2021-07-10,7.452
ABW,Aruba,2021-07-11,7.452
ABW,Aruba,2021-07-12,7.452
ABW,Aruba,2021-07-13,7.452
ABW,Aruba,2021-07-14,7.452
ABW,Aruba,2021-07-15,7.452
ABW,Aruba,2021-07-16,7.452
ABW,Aruba,2021-07-17,7.452
ABW,Aruba,2021-07-18,7.452
ABW,Aruba,2021-07-19,7.452
ABW,Aruba,2021-07-20,7.452
ABW,Aruba,2021-07-21,7.452
ABW,Aruba,2021-07-22,7.452
ABW,Aruba,2021-07-23,7.452
ABW,Aruba,2021-07-24,7.452
ABW,Aruba,2021-07-25,7.452
ABW,Aruba,2021-07-26,7.452
ABW,Aruba,2021-07-27,7.452
ABW,Aruba,2021-07-28,7.452
ABW,Aruba,2021-07-29,7.452
ABW,Aruba,2021-07-30,7.452
ABW,Aruba,2021-07-31,7.452
ABW,Aruba,2021-08-01,7.452
ABW,Aruba,2021-08-02,7.452
ABW,Aruba,2021-08-03,7.452
ABW,Aruba,2021-08-04,7.452
ABW,Aruba,2021-08-05,7.452
ABW,Aruba,2021-08-06,7.452
ABW,Aruba,2021-08-07,7.452
ABW,Aruba,2021-08-08,7.452
ABW,Aruba,2021-08-09,7.452
ABW,Aruba,2021-08-10,7.452
ABW,Aruba,2021-08-11,7.452
ABW,Aruba,2021-08-12,7.452
ABW,Aruba,2021-08-13,7.452
ABW,Aruba,2021-08-14,7.452
ABW,Aruba,2021-08-15,7.452
ABW,Aruba,2021-08-16,7.452
ABW,Aruba,2021-08-17,7.452
ABW,Aruba,2021-08-18,7.452
ABW,Aruba,2021-08-19,7.452
ABW,Aruba,2021-08-20,7.452
ABW,Aruba,2021-08-21,7.452
ABW,Aruba,2021-08-22,7.452
AFG,Afghanistan,2020-02-24,1.337
AFG,Afghanistan,2020-02-25,1.337
AFG,Afghanistan,2020-02-26,1.337
AFG,Afghanistan,2020-02-27,1.337
AFG,Afghanistan,2020-02-28,1.337
AFG,Afghanistan,2020-02-29,1.337
AFG,Afghanistan,2020-03-01,1.337
AFG,Afghanistan,2020-03-02,1.337
AFG,Afghanistan,2020-03-03,1.337
AFG,Afghanistan,2020-03-04,1.337
AFG,Afghanistan,2020-03-05,1.337
AFG,Afghanistan,2020-03-06,1.337
AFG,Afghanistan,2020-03-07,1.337
AFG,Afghanistan,2020-03-08,1.337
AFG,Afghanistan,2020-03-09,1.337
AFG,Afghanistan,2020-03-10,1.337
AFG,Afghanistan,2020-03-11,1.337
AFG,Afghanistan,2020-03-12,1.337
AFG,Afghanistan,2020-03-13,1.337
AFG,Afghanistan,2020-03-14,1.337
AFG,Afghanistan,2020-03-15,1.337
AFG,Afghanistan,2020-03-16,1.337
AFG,Afghanistan,2020-03-17,1.337
AFG,Afghanistan,2020-03-18,1.337
AFG,Afghanistan,2020-03-19,1.337
AFG,Afghanistan,2020-03-20,1.337
AFG,Afghanistan,2020-03-21,1.337
AFG,Afghanistan,2020-03-22,1.337
AFG,Afghanistan,2020-03-23,1.337
AFG,Afghanistan,2020-03-24,1.337
AFG,Afghanistan,2020-03-25,1.337
AFG,Afghanistan,2020-03-26,1.337
AFG,Afghanistan,2020-03-27,1.337
AFG,Afghanistan,2020-03-28,1.337
AFG,Afghanistan,2020-03-29,1.337
AFG,Afghanistan,2020-03-30,1.337
