iso_code,country,date,owid_population
AGO,Angola,2020-08-19,32866268.0
AGO,Angola,2020-08-20,32866268.0
AGO,Angola,2020-08-21,32866268.0
AGO,Angola,2020-08-22,32866268.0
AGO,Angola,2020-08-23,32866268.0
AGO,Angola,2020-08-24,32866268.0
AGO,Angola,2020-08-25,32866268.0
AGO,Angola,2020-08-26,32866268.0
AGO,Angola,2020-08-27,32866268.0
AGO,Angola,2020-08-28,32866268.0
AGO,Angola,2020-08-29,32866268.0
AGO,Angola,2020-08-30,32866268.0
AGO,Angola,2020-08-31,32866268.0
AGO,Angola,2020-09-01,32866268.0
AGO,Angola,2020-09-02,32866268.0
AGO,Angola,2020-09-03,32866268.0
AGO,Angola,2020-09-04,32866268.0
AGO,Angola,2020-09-05,32866268.0
AGO,Angola,2020-09-06,32866268.0
AGO,Angola,2020-09-07,32866268.0
AGO,Angola,2020-09-08,32866268.0
AGO,Angola,2020-09-09,32866268.0
AGO,Angola,2020-09-10,32866268.0
AIA,Anguilla,2020-03-27,15002.0
AIA,Anguilla,2020-03-28,15002.0
AIA,Anguilla,2020-03-29,15002.0
AIA,Anguilla,2020-03-30,15002.0
AIA,Anguilla,2020-03-31,15002.0
AIA,Anguilla,2020-04-01,15002.0
AIA,Anguilla,2020-04-02,15002.0
AIA,Anguilla,2020-04-03,15002.0
AIA,Anguilla,2020-04-04,15002.0
AIA,Anguilla,2020-04-05,15002.0
AIA,Anguilla,2020-04-06,15002.0
AIA,Anguilla,2020-04-07,15002.0
AIA,Anguilla,2020-04-08,15002.0
AIA,Anguilla,2020-04-09,15002.0
AIA,Anguilla,2020-04-10,15002.0
AIA,Anguilla,2020-04-11,15002.0
AIA,Anguilla,2020-04-12,15002.0
AIA,Anguilla,2020-04-13,15002.0
AIA,Anguilla,2020-04-14,15002.0
AIA,Anguilla,2020-04-15,15002.0
AIA,Anguilla,2020-04-16,15002.0
