country,indicator,date,value
LKA,jhu-deaths,2020-06-18,11
LKA,jhu-deaths,2020-06-19,11
LKA,jhu-deaths,2020-06-20,11
LKA,jhu-deaths,2020-06-21,11
LKA,jhu-deaths,2020-06-22,11
LKA,jhu-deaths,2020-06-23,11
LKA,jhu-deaths,2020-06-24,11
LKA,jhu-deaths,2020-06-25,11
LKA,jhu-deaths,2020-06-26,11
LKA,jhu-deaths,2020-06-27,11
LKA,jhu-deaths,2020-06-28,11
LKA,jhu-deaths,2020-06-29,11
LKA,jhu-deaths,2020-06-30,11
LKA,jhu-deaths,2020-07-01,11
LKA,jhu-deaths,2020-07-02,11
LKA,jhu-deaths,2020-07-03,11
LKA,jhu-deaths,2020-07-04,11
LKA,jhu-deaths,2020-07-05,11
LKA,jhu-deaths,2020-07-06,11
LKA,jhu-deaths,2020-07-07,11
LKA,jhu-deaths,2020-07-08,11
LKA,jhu-deaths,2020-07-09,11
LKA,jhu-deaths,2020-07-10,11
LKA,jhu-deaths,2020-07-11,11
LKA,jhu-deaths,2020-07-12,11
LKA,jhu-deaths,2020-07-13,11
LKA,jhu-deaths,2020-07-14,11
LKA,jhu-deaths,2020-07-15,11
LKA,jhu-deaths,2020-07-16,11
LKA,jhu-deaths,2020-07-17,11
LKA,jhu-deaths,2020-07-18,11
LKA,jhu-deaths,2020-07-19,11
LKA,jhu-deaths,2020-07-20,11
LKA,jhu-deaths,2020-07-21,11
LKA,jhu-deaths,2020-07-22,11
LKA,jhu-deaths,2020-07-23,11
LKA,jhu-deaths,2020-07-24,11
LKA,jhu-deaths,2020-07-25,11
LSO,jhu-deaths,2020-01-22,0
LSO,jhu-deaths,2020-01-23,0
LSO,jhu-deaths,2020-01-24,0
LSO,jhu-deaths,2020-01-25,0
LSO,jhu-deaths,2020-01-26,0
LSO,jhu-deaths,2020-01-27,0
LSO,jhu-deaths,2020-01-28,0
LSO,jhu-deaths,2020-01-29,0
LSO,jhu-deaths,2020-01-30,0
LSO,jhu-deaths,2020-01-31,0
LSO,jhu-deaths,2020-02-01,0
LSO,jhu-deaths,2020-02-02,0
LSO,jhu-deaths,2020-02-03,0
LSO,jhu-deaths,2020-02-04,0
LSO,jhu-deaths,2020-02-05,0
LSO,jhu-deaths,2020-02-06,0
LSO,jhu-deaths,2020-02-07,0
LSO,jhu-deaths,2020-02-08,0
LSO,jhu-deaths,2020-02-09,0
LSO,jhu-deaths,2020-02-10,0
LSO,jhu-deaths,2020-02-11,0
LSO,jhu-deaths,2020-02-12,0
LSO,jhu-deaths,2020-02-13,0
LSO,jhu-deaths,2020-02-14,0
LSO,jhu-deaths,2020-02-15,0
LSO,jhu-deaths,2020-02-16,0
LSO,jhu-deaths,2020-02-17,0
LSO,jhu-deaths,2020-02-18,0
LSO,jhu-deaths,2020-02-19,0
LSO,jhu-deaths,2020-02-20,0
LSO,jhu-deaths,2020-02-21,0
LSO,jhu-deaths,2020-02-22,0
LSO,jhu-deaths,2020-02-23,0
LSO,jhu-deaths,2020-02-24,0
LSO,jhu-deaths,2020-02-25,0
LSO,jhu-deaths,2020-02-26,0
LSO,jhu-deaths,2020-02-27,0
LSO,jhu-deaths,2020-02-28,0
LSO,jhu-deaths,2020-02-29,0
LSO,jhu-deaths,2020-03-01,0
LSO,jhu-deaths,2020-03-02,0
LSO,jhu-deaths,2020-03-03,0
LSO,jhu-deaths,2020-03-04,0
LSO,jhu-deaths,2020-03-05,0
LSO,jhu-deaths,2020-03-06,0
LSO,jhu-deaths,2020-03-07,0
LSO,jhu-deaths,2020-03-08,0
LSO,jhu-deaths,2020-03-09,0
LSO,jhu-deaths,2020-03-10,0
LSO,jhu-deaths,2020-03-11,0
LSO,jhu-deaths,2020-03-12,0
LSO,jhu-deaths,2020-03-13,0
LSO,jhu-deaths,2020-03-14,0
LSO,jhu-deaths,2020-03-15,0
LSO,jhu-deaths,2020-03-16,0
LSO,jhu-deaths,2020-03-17,0
LSO,jhu-deaths,2020-03-18,0
LSO,jhu-deaths,2020-03-19,0
LSO,jhu-deaths,2020-03-20,0
LSO,jhu-deaths,2020-03-21,0
LSO,jhu-deaths,2020-03-22,0
LSO,jhu-deaths,2020-03-23,0
LSO,jhu-deaths,2020-03-24,0
LSO,jhu-deaths,2020-03-25,0
LSO,jhu-deaths,2020-03-26,0
LSO,jhu-deaths,2020-03-27,0
LSO,jhu-deaths,2020-03-28,0
LSO,jhu-deaths,2020-03-29,0
LSO,jhu-deaths,2020-03-30,0
LSO,jhu-deaths,2020-03-31,0
LSO,jhu-deaths,2020-04-01,0
LSO,jhu-deaths,2020-04-02,0
LSO,jhu-deaths,2020-04-03,0
LSO,jhu-deaths,2020-04-04,0
LSO,jhu-deaths,2020-04-05,0
LSO,jhu-deaths,2020-04-06,0
LSO,jhu-deaths,2020-04-07,0
LSO,jhu-deaths,2020-04-08,0
LSO,jhu-deaths,2020-04-09,0
LSO,jhu-deaths,2020-04-10,0
LSO,jhu-deaths,2020-04-11,0
LSO,jhu-deaths,2020-04-12,0
LSO,jhu-deaths,2020-04-13,0
LSO,jhu-deaths,2020-04-14,0
LSO,jhu-deaths,2020-04-15,0
LSO,jhu-deaths,2020-04-16,0
LSO,jhu-deaths,2020-04-17,0
LSO,jhu-deaths,2020-04-18,0
LSO,jhu-deaths,2020-04-19,0
LSO,jhu-deaths,2020-04-20,0
LSO,jhu-deaths,2020-04-21,0
LSO,jhu-deaths,2020-04-22,0
LSO,jhu-deaths,2020-04-23,0
LSO,jhu-deaths,2020-04-24,0
LSO,jhu-deaths,2020-04-25,0
LSO,jhu-deaths,2020-04-26,0
LSO,jhu-deaths,2020-04-27,0
LSO,jhu-deaths,2020-04-28,0
LSO,jhu-deaths,2020-04-29,0
LSO,jhu-deaths,2020-04-30,0
LSO,jhu-deaths,2020-05-01,0
LSO,jhu-deaths,2020-05-02,0
LSO,jhu-deaths,2020-05-03,0
LSO,jhu-deaths,2020-05-04,0
LSO,jhu-deaths,2020-05-05,0
LSO,jhu-deaths,2020-05-06,0
LSO,jhu-deaths,2020-05-07,0
LSO,jhu-deaths,2020-05-08,0
LSO,jhu-deaths,2020-05-09,0
LSO,jhu-deaths,2020-05-10,0
LSO,jhu-deaths,2020-05-11,0
LSO,jhu-deaths,2020-05-12,0
LSO,jhu-deaths,2020-05-13,0
LSO,jhu-deaths,2020-05-14,0
LSO,jhu-deaths,2020-05-15,0
LSO,jhu-deaths,2020-05-16,0
LSO,jhu-deaths,2020-05-17,0
LSO,jhu-deaths,2020-05-18,0
LSO,jhu-deaths,2020-05-19,0
LSO,jhu-deaths,2020-05-20,0
LSO,jhu-deaths,2020-05-21,0
LSO,jhu-deaths,2020-05-22,0
LSO,jhu-deaths,2020-05-23,0
LSO,jhu-deaths,2020-05-24,0
LSO,jhu-deaths,2020-05-25,0
LSO,jhu-deaths,2020-05-26,0
LSO,jhu-deaths,2020-05-27,0
LSO,jhu-deaths,2020-05-28,0
LSO,jhu-deaths,2020-05-29,0
LSO,jhu-deaths,2020-05-30,0
LSO,jhu-deaths,2020-05-31,0
LSO,jhu-deaths,2020-06-01,0
LSO,jhu-deaths,2020-06-02,0
LSO,jhu-deaths,2020-06-03,0
LSO,jhu-deaths,2020-06-04,0
LSO,jhu-deaths,2020-06-05,0
LSO,jhu-deaths,2020-06-06,0
LSO,jhu-deaths,2020-06-07,0
LSO,jhu-deaths,2020-06-08,0
LSO,jhu-deaths,2020-06-09,0
LSO,jhu-deaths,2020-06-10,0
LSO,jhu-deaths,2020-06-11,0
LSO,jhu-deaths,2020-06-12,0
LSO,jhu-deaths,2020-06-13,0
LSO,jhu-deaths,2020-06-14,0
LSO,jhu-deaths,2020-06-15,0
LSO,jhu-deaths,2020-06-16,0
LSO,jhu-deaths,2020-06-17,0
LSO,jhu-deaths,2020-06-18,0
LSO,jhu-deaths,2020-06-19,0
LSO,jhu-deaths,2020-06-20,0
LSO,jhu-deaths,2020-06-21,0
LSO,jhu-deaths,2020-06-22,0
LSO,jhu-deaths,2020-06-23,0
LSO,jhu-deaths,2020-06-24,0
LSO,jhu-deaths,2020-06-25,0
LSO,jhu-deaths,2020-06-26,0
LSO,jhu-deaths,2020-06-27,0
LSO,jhu-deaths,2020-06-28,0
LSO,jhu-deaths,2020-06-29,0
LSO,jhu-deaths,2020-06-30,0
LSO,jhu-deaths,2020-07-01,0
LSO,jhu-deaths,2020-07-02,0
LSO,jhu-deaths,2020-07-03,0
LSO,jhu-deaths,2020-07-04,0
LSO,jhu-deaths,2020-07-05,0
LSO,jhu-deaths,2020-07-06,0
LSO,jhu-deaths,2020-07-07,0
LSO,jhu-deaths,2020-07-08,0
LSO,jhu-deaths,2020-07-09,1
LSO,jhu-deaths,2020-07-10,1
LSO,jhu-deaths,2020-07-11,1
LSO,jhu-deaths,2020-07-12,2
LSO,jhu-deaths,2020-07-13,3
LSO,jhu-deaths,2020-07-14,3
LSO,jhu-deaths,2020-07-15,3
LSO,jhu-deaths,2020-07-16,3
LSO,jhu-deaths,2020-07-17,6
LSO,jhu-deaths,2020-07-18,6
LSO,jhu-deaths,2020-07-19,6
LSO,jhu-deaths,2020-07-20,6
LSO,jhu-deaths,2020-07-21,6
LSO,jhu-deaths,2020-07-22,6
LSO,jhu-deaths,2020-07-23,6
LSO,jhu-deaths,2020-07-24,6
LSO,jhu-deaths,2020-07-25,9
LTU,jhu-deaths,2020-01-22,0
LTU,jhu-deaths,2020-01-23,0
LTU,jhu-deaths,2020-01-24,0
LTU,jhu-deaths,2020-01-25,0
LTU,jhu-deaths,2020-01-26,0
LTU,jhu-deaths,2020-01-27,0
LTU,jhu-deaths,2020-01-28,0
LTU,jhu-deaths,2020-01-29,0
LTU,jhu-deaths,2020-01-30,0
LTU,jhu-deaths,2020-01-31,0
LTU,jhu-deaths,2020-02-01,0
LTU,jhu-deaths,2020-02-02,0
LTU,jhu-deaths,2020-02-03,0
LTU,jhu-deaths,2020-02-04,0
LTU,jhu-deaths,2020-02-05,0
LTU,jhu-deaths,2020-02-06,0
LTU,jhu-deaths,2020-02-07,0
LTU,jhu-deaths,2020-02-08,0
LTU,jhu-deaths,2020-02-09,0
LTU,jhu-deaths,2020-02-10,0
LTU,jhu-deaths,2020-02-11,0
LTU,jhu-deaths,2020-02-12,0
LTU,jhu-deaths,2020-02-13,0
LTU,jhu-deaths,2020-02-14,0
LTU,jhu-deaths,2020-02-15,0
LTU,jhu-deaths,2020-02-16,0
LTU,jhu-deaths,2020-02-17,0
LTU,jhu-deaths,2020-02-18,0
LTU,jhu-deaths,2020-02-19,0
LTU,jhu-deaths,2020-02-20,0
LTU,jhu-deaths,2020-02-21,0
LTU,jhu-deaths,2020-02-22,0
LTU,jhu-deaths,2020-02-23,0
LTU,jhu-deaths,2020-02-24,0
LTU,jhu-deaths,2020-02-25,0
LTU,jhu-deaths,2020-02-26,0
LTU,jhu-deaths,2020-02-27,0
LTU,jhu-deaths,2020-02-28,0
LTU,jhu-deaths,2020-02-29,0
LTU,jhu-deaths,2020-03-01,0
LTU,jhu-deaths,2020-03-02,0
LTU,jhu-deaths,2020-03-03,0
LTU,jhu-deaths,2020-03-04,0
LTU,jhu-deaths,2020-03-05,0
LTU,jhu-deaths,2020-03-06,0
LTU,jhu-deaths,2020-03-07,0
LTU,jhu-deaths,2020-03-08,0
LTU,jhu-deaths,2020-03-09,0
LTU,jhu-deaths,2020-03-10,0
LTU,jhu-deaths,2020-03-11,0
LTU,jhu-deaths,2020-03-12,0
LTU,jhu-deaths,2020-03-13,0
LTU,jhu-deaths,2020-03-14,0
LTU,jhu-deaths,2020-03-15,0
LTU,jhu-deaths,2020-03-16,0
LTU,jhu-deaths,2020-03-17,0
LTU,jhu-deaths,2020-03-18,0
LTU,jhu-deaths,2020-03-19,0
LTU,jhu-deaths,2020-03-20,0
LTU,jhu-deaths,2020-03-21,1
LTU,jhu-deaths,2020-03-22,1
LTU,jhu-deaths,2020-03-23,1
LTU,jhu-deaths,2020-03-24,2
LTU,jhu-deaths,2020-03-25,4
LTU,jhu-deaths,2020-03-26,4
LTU,jhu-deaths,2020-03-27,5
LTU,jhu-deaths,2020-03-28,7
LTU,jhu-deaths,2020-03-29,7
LTU,jhu-deaths,2020-03-30,7
LTU,jhu-deaths,2020-03-31,8
LTU,jhu-deaths,2020-04-01,8
LTU,jhu-deaths,2020-04-02,9
LTU,jhu-deaths,2020-04-03,9
LTU,jhu-deaths,2020-04-04,11
LTU,jhu-deaths,2020-04-05,13
LTU,jhu-deaths,2020-04-06,15
LTU,jhu-deaths,2020-04-07,15
LTU,jhu-deaths,2020-04-08,15
LTU,jhu-deaths,2020-04-09,16
LTU,jhu-deaths,2020-04-10,22
LTU,jhu-deaths,2020-04-11,23
LTU,jhu-deaths,2020-04-12,23
LTU,jhu-deaths,2020-04-13,24
LTU,jhu-deaths,2020-04-14,29
LTU,jhu-deaths,2020-04-15,30
LTU,jhu-deaths,2020-04-16,32
LTU,jhu-deaths,2020-04-17,33
LTU,jhu-deaths,2020-04-18,33
LTU,jhu-deaths,2020-04-19,35
LTU,jhu-deaths,2020-04-20,37
LTU,jhu-deaths,2020-04-21,38
LTU,jhu-deaths,2020-04-22,38
LTU,jhu-deaths,2020-04-23,40
LTU,jhu-deaths,2020-04-24,40
LTU,jhu-deaths,2020-04-25,41
LTU,jhu-deaths,2020-04-26,41
LTU,jhu-deaths,2020-04-27,41
LTU,jhu-deaths,2020-04-28,44
LTU,jhu-deaths,2020-04-29,45
LTU,jhu-deaths,2020-04-30,45
LTU,jhu-deaths,2020-05-01,45
LTU,jhu-deaths,2020-05-02,46
LTU,jhu-deaths,2020-05-03,46
LTU,jhu-deaths,2020-05-04,46
LTU,jhu-deaths,2020-05-05,46
LTU,jhu-deaths,2020-05-06,48
LTU,jhu-deaths,2020-05-07,49
LTU,jhu-deaths,2020-05-08,49
LTU,jhu-deaths,2020-05-09,49
LTU,jhu-deaths,2020-05-10,50
LTU,jhu-deaths,2020-05-11,50
LTU,jhu-deaths,2020-05-12,50
LTU,jhu-deaths,2020-05-13,54
LTU,jhu-deaths,2020-05-14,54
LTU,jhu-deaths,2020-05-15,54
LTU,jhu-deaths,2020-05-16,55
LTU,jhu-deaths,2020-05-17,56
LTU,jhu-deaths,2020-05-18,59
LTU,jhu-deaths,2020-05-19,60
LTU,jhu-deaths,2020-05-20,60
LTU,jhu-deaths,2020-05-21,61
LTU,jhu-deaths,2020-05-22,61
LTU,jhu-deaths,2020-05-23,63
LTU,jhu-deaths,2020-05-24,63
LTU,jhu-deaths,2020-05-25,63
LTU,jhu-deaths,2020-05-26,65
LTU,jhu-deaths,2020-05-27,66
LTU,jhu-deaths,2020-05-28,68
LTU,jhu-deaths,2020-05-29,68
LTU,jhu-deaths,2020-05-30,70
LTU,jhu-deaths,2020-05-31,70
LTU,jhu-deaths,2020-06-01,70
LTU,jhu-deaths,2020-06-02,71
LTU,jhu-deaths,2020-06-03,71
LTU,jhu-deaths,2020-06-04,71
LTU,jhu-deaths,2020-06-05,71
LTU,jhu-deaths,2020-06-06,71
LTU,jhu-deaths,2020-06-07,71
LTU,jhu-deaths,2020-06-08,71
LTU,jhu-deaths,2020-06-09,72
LTU,jhu-deaths,2020-06-10,74
LTU,jhu-deaths,2020-06-11,74
LTU,jhu-deaths,2020-06-12,74
LTU,jhu-deaths,2020-06-13,75
LTU,jhu-deaths,2020-06-14,75
LTU,jhu-deaths,2020-06-15,76
LTU,jhu-deaths,2020-06-16,76
LTU,jhu-deaths,2020-06-17,76
LTU,jhu-deaths,2020-06-18,76
LTU,jhu-deaths,2020-06-19,76
LTU,jhu-deaths,2020-06-20,76
LTU,jhu-deaths,2020-06-21,76
LTU,jhu-deaths,2020-06-22,76
LTU,jhu-deaths,2020-06-23,77
LTU,jhu-deaths,2020-06-24,78
LTU,jhu-deaths,2020-06-25,78
LTU,jhu-deaths,2020-06-26,78
LTU,jhu-deaths,2020-06-27,78
LTU,jhu-deaths,2020-06-28,78
LTU,jhu-deaths,2020-06-29,78
LTU,jhu-deaths,2020-06-30,78
LTU,jhu-deaths,2020-07-01,78
LTU,jhu-deaths,2020-07-02,78
LTU,jhu-deaths,2020-07-03,79
LTU,jhu-deaths,2020-07-04,79
LTU,jhu-deaths,2020-07-05,79
LTU,jhu-deaths,2020-07-06,79
LTU,jhu-deaths,2020-07-07,79
LTU,jhu-deaths,2020-07-08,79
LTU,jhu-deaths,2020-07-09,79
LTU,jhu-deaths,2020-07-10,79
LTU,jhu-deaths,2020-07-11,79
LTU,jhu-deaths,2020-07-12,79
LTU,jhu-deaths,2020-07-13,79
LTU,jhu-deaths,2020-07-14,79
LTU,jhu-deaths,2020-07-15,79
LTU,jhu-deaths,2020-07-16,79
LTU,jhu-deaths,2020-07-17,79
LTU,jhu-deaths,2020-07-18,80
LTU,jhu-deaths,2020-07-19,80
LTU,jhu-deaths,2020-07-20,80
LTU,jhu-deaths,2020-07-21,80
LTU,jhu-deaths,2020-07-22,80
LTU,jhu-deaths,2020-07-23,80
LTU,jhu-deaths,2020-07-24,80
LTU,jhu-deaths,2020-07-25,80
LUX,jhu-deaths,2020-01-22,0
LUX,jhu-deaths,2020-01-23,0
LUX,jhu-deaths,2020-01-24,0
LUX,jhu-deaths,2020-01-25,0
LUX,jhu-deaths,2020-01-26,0
LUX,jhu-deaths,2020-01-27,0
LUX,jhu-deaths,2020-01-28,0
LUX,jhu-deaths,2020-01-29,0
LUX,jhu-deaths,2020-01-30,0
LUX,jhu-deaths,2020-01-31,0
LUX,jhu-deaths,2020-02-01,0
LUX,jhu-deaths,2020-02-02,0
LUX,jhu-deaths,2020-02-03,0
LUX,jhu-deaths,2020-02-04,0
LUX,jhu-deaths,2020-02-05,0
LUX,jhu-deaths,2020-02-06,0
LUX,jhu-deaths,2020-02-07,0
LUX,jhu-deaths,2020-02-08,0
LUX,jhu-deaths,2020-02-09,0
LUX,jhu-deaths,2020-02-10,0
LUX,jhu-deaths,2020-02-11,0
LUX,jhu-deaths,2020-02-12,0
LUX,jhu-deaths,2020-02-13,0
LUX,jhu-deaths,2020-02-14,0
LUX,jhu-deaths,2020-02-15,0
LUX,jhu-deaths,2020-02-16,0
LUX,jhu-deaths,2020-02-17,0
LUX,jhu-deaths,2020-02-18,0
LUX,jhu-deaths,2020-02-19,0
LUX,jhu-deaths,2020-02-20,0
LUX,jhu-deaths,2020-02-21,0
LUX,jhu-deaths,2020-02-22,0
LUX,jhu-deaths,2020-02-23,0
LUX,jhu-deaths,2020-02-24,0
LUX,jhu-deaths,2020-02-25,0
LUX,jhu-deaths,2020-02-26,0
LUX,jhu-deaths,2020-02-27,0
LUX,jhu-deaths,2020-02-28,0
LUX,jhu-deaths,2020-02-29,0
LUX,jhu-deaths,2020-03-01,0
LUX,jhu-deaths,2020-03-02,0
LUX,jhu-deaths,2020-03-03,0
LUX,jhu-deaths,2020-03-04,0
LUX,jhu-deaths,2020-03-05,0
LUX,jhu-deaths,2020-03-06,0
LUX,jhu-deaths,2020-03-07,0
LUX,jhu-deaths,2020-03-08,0
LUX,jhu-deaths,2020-03-09,0
LUX,jhu-deaths,2020-03-10,0
LUX,jhu-deaths,2020-03-11,0
LUX,jhu-deaths,2020-03-12,0
LUX,jhu-deaths,2020-03-13,0
LUX,jhu-deaths,2020-03-14,1
LUX,jhu-deaths,2020-03-15,1
LUX,jhu-deaths,2020-03-16,1
LUX,jhu-deaths,2020-03-17,1
LUX,jhu-deaths,2020-03-18,2
LUX,jhu-deaths,2020-03-19,4
LUX,jhu-deaths,2020-03-20,4
LUX,jhu-deaths,2020-03-21,8
LUX,jhu-deaths,2020-03-22,8
LUX,jhu-deaths,2020-03-23,8
LUX,jhu-deaths,2020-03-24,8
LUX,jhu-deaths,2020-03-25,8
LUX,jhu-deaths,2020-03-26,9
LUX,jhu-deaths,2020-03-27,15
LUX,jhu-deaths,2020-03-28,18
LUX,jhu-deaths,2020-03-29,21
LUX,jhu-deaths,2020-03-30,22
LUX,jhu-deaths,2020-03-31,23
LUX,jhu-deaths,2020-04-01,29
LUX,jhu-deaths,2020-04-02,30
LUX,jhu-deaths,2020-04-03,31
LUX,jhu-deaths,2020-04-04,31
LUX,jhu-deaths,2020-04-05,36
LUX,jhu-deaths,2020-04-06,41
LUX,jhu-deaths,2020-04-07,44
LUX,jhu-deaths,2020-04-08,46
LUX,jhu-deaths,2020-04-09,52
LUX,jhu-deaths,2020-04-10,54
LUX,jhu-deaths,2020-04-11,62
LUX,jhu-deaths,2020-04-12,66
LUX,jhu-deaths,2020-04-13,69
LUX,jhu-deaths,2020-04-14,67
LUX,jhu-deaths,2020-04-15,69
LUX,jhu-deaths,2020-04-16,69
LUX,jhu-deaths,2020-04-17,72
LUX,jhu-deaths,2020-04-18,72
LUX,jhu-deaths,2020-04-19,73
LUX,jhu-deaths,2020-04-20,75
LUX,jhu-deaths,2020-04-21,78
LUX,jhu-deaths,2020-04-22,80
LUX,jhu-deaths,2020-04-23,83
LUX,jhu-deaths,2020-04-24,85
LUX,jhu-deaths,2020-04-25,85
LUX,jhu-deaths,2020-04-26,88
LUX,jhu-deaths,2020-04-27,88
LUX,jhu-deaths,2020-04-28,89
LUX,jhu-deaths,2020-04-29,89
LUX,jhu-deaths,2020-04-30,90
LUX,jhu-deaths,2020-05-01,92
LUX,jhu-deaths,2020-05-02,92
LUX,jhu-deaths,2020-05-03,96
LUX,jhu-deaths,2020-05-04,96
LUX,jhu-deaths,2020-05-05,96
LUX,jhu-deaths,2020-05-06,98
LUX,jhu-deaths,2020-05-07,100
LUX,jhu-deaths,2020-05-08,100
LUX,jhu-deaths,2020-05-09,101
LUX,jhu-deaths,2020-05-10,101
LUX,jhu-deaths,2020-05-11,101
LUX,jhu-deaths,2020-05-12,102
LUX,jhu-deaths,2020-05-13,103
LUX,jhu-deaths,2020-05-14,103
LUX,jhu-deaths,2020-05-15,104
LUX,jhu-deaths,2020-05-16,104
LUX,jhu-deaths,2020-05-17,107
LUX,jhu-deaths,2020-05-18,107
LUX,jhu-deaths,2020-05-19,109
LUX,jhu-deaths,2020-05-20,109
LUX,jhu-deaths,2020-05-21,109
LUX,jhu-deaths,2020-05-22,109
LUX,jhu-deaths,2020-05-23,109
LUX,jhu-deaths,2020-05-24,110
LUX,jhu-deaths,2020-05-25,110
LUX,jhu-deaths,2020-05-26,110
LUX,jhu-deaths,2020-05-27,110
LUX,jhu-deaths,2020-05-28,110
LUX,jhu-deaths,2020-05-29,110
LUX,jhu-deaths,2020-05-30,110
LUX,jhu-deaths,2020-05-31,110
LUX,jhu-deaths,2020-06-01,110
LUX,jhu-deaths,2020-06-02,110
LUX,jhu-deaths,2020-06-03,110
LUX,jhu-deaths,2020-06-04,110
LUX,jhu-deaths,2020-06-05,110
LUX,jhu-deaths,2020-06-06,110
LUX,jhu-deaths,2020-06-07,110
LUX,jhu-deaths,2020-06-08,110
LUX,jhu-deaths,2020-06-09,110
LUX,jhu-deaths,2020-06-10,110
LUX,jhu-deaths,2020-06-11,110
LUX,jhu-deaths,2020-06-12,110
LUX,jhu-deaths,2020-06-13,110
LUX,jhu-deaths,2020-06-14,110
LUX,jhu-deaths,2020-06-15,110
LUX,jhu-deaths,2020-06-16,110
LUX,jhu-deaths,2020-06-17,110
LUX,jhu-deaths,2020-06-18,110
LUX,jhu-deaths,2020-06-19,110
LUX,jhu-deaths,2020-06-20,110
LUX,jhu-deaths,2020-06-21,110
LUX,jhu-deaths,2020-06-22,110
LUX,jhu-deaths,2020-06-23,110
LUX,jhu-deaths,2020-06-24,110
LUX,jhu-deaths,2020-06-25,110
LUX,jhu-deaths,2020-06-26,110
LUX,jhu-deaths,2020-06-27,110
LUX,jhu-deaths,2020-06-28,110
LUX,jhu-deaths,2020-06-29,110
LUX,jhu-deaths,2020-06-30,110
LUX,jhu-deaths,2020-07-01,110
LUX,jhu-deaths,2020-07-02,110
LUX,jhu-deaths,2020-07-03,110
LUX,jhu-deaths,2020-07-04,110
LUX,jhu-deaths,2020-07-05,110
LUX,jhu-deaths,2020-07-06,110
LUX,jhu-deaths,2020-07-07,110
LUX,jhu-deaths,2020-07-08,110
LUX,jhu-deaths,2020-07-09,110
LUX,jhu-deaths,2020-07-10,110
LUX,jhu-deaths,2020-07-11,110
LUX,jhu-deaths,2020-07-12,111
LUX,jhu-deaths,2020-07-13,111
LUX,jhu-deaths,2020-07-14,111
LUX,jhu-deaths,2020-07-15,111
LUX,jhu-deaths,2020-07-16,111
LUX,jhu-deaths,2020-07-17,111
LUX,jhu-deaths,2020-07-18,111
LUX,jhu-deaths,2020-07-19,111
LUX,jhu-deaths,2020-07-20,111
LUX,jhu-deaths,2020-07-21,111
LUX,jhu-deaths,2020-07-22,111
LUX,jhu-deaths,2020-07-23,112
LUX,jhu-deaths,2020-07-24,112
LUX,jhu-deaths,2020-07-25,112
LVA,jhu-deaths,2020-01-22,0
LVA,jhu-deaths,2020-01-23,0
LVA,jhu-deaths,2020-01-24,0
LVA,jhu-deaths,2020-01-25,0
LVA,jhu-deaths,2020-01-26,0
LVA,jhu-deaths,2020-01-27,0
LVA,jhu-deaths,2020-01-28,0
LVA,jhu-deaths,2020-01-29,0
LVA,jhu-deaths,2020-01-30,0
LVA,jhu-deaths,2020-01-31,0
LVA,jhu-deaths,2020-02-01,0
LVA,jhu-deaths,2020-02-02,0
LVA,jhu-deaths,2020-02-03,0
LVA,jhu-deaths,2020-02-04,0
LVA,jhu-deaths,2020-02-05,0
LVA,jhu-deaths,2020-02-06,0
LVA,jhu-deaths,2020-02-07,0
LVA,jhu-deaths,2020-02-08,0
LVA,jhu-deaths,2020-02-09,0
LVA,jhu-deaths,2020-02-10,0
LVA,jhu-deaths,2020-02-11,0
LVA,jhu-deaths,2020-02-12,0
LVA,jhu-deaths,2020-02-13,0
LVA,jhu-deaths,2020-02-14,0
LVA,jhu-deaths,2020-02-15,0
LVA,jhu-deaths,2020-02-16,0
LVA,jhu-deaths,2020-02-17,0
LVA,jhu-deaths,2020-02-18,0
LVA,jhu-deaths,2020-02-19,0
LVA,jhu-deaths,2020-02-20,0
LVA,jhu-deaths,2020-02-21,0
LVA,jhu-deaths,2020-02-22,0
LVA,jhu-deaths,2020-02-23,0
LVA,jhu-deaths,2020-02-24,0
LVA,jhu-deaths,2020-02-25,0
LVA,jhu-deaths,2020-02-26,0
LVA,jhu-deaths,2020-02-27,0
LVA,jhu-deaths,2020-02-28,0
LVA,jhu-deaths,2020-02-29,0
LVA,jhu-deaths,2020-03-01,0
LVA,jhu-deaths,2020-03-02,0
LVA,jhu-deaths,2020-03-03,0
LVA,jhu-deaths,2020-03-04,0
LVA,jhu-deaths,2020-03-05,0
LVA,jhu-deaths,2020-03-06,0
LVA,jhu-deaths,2020-03-07,0
LVA,jhu-deaths,2020-03-08,0
LVA,jhu-deaths,2020-03-09,0
LVA,jhu-deaths,2020-03-10,0
LVA,jhu-deaths,2020-03-11,0
LVA,jhu-deaths,2020-03-12,0
LVA,jhu-deaths,2020-03-13,0
LVA,jhu-deaths,2020-03-14,0
LVA,jhu-deaths,2020-03-15,0
LVA,jhu-deaths,2020-03-16,0
LVA,jhu-deaths,2020-03-17,0
LVA,jhu-deaths,2020-03-18,0
LVA,jhu-deaths,2020-03-19,0
LVA,jhu-deaths,2020-03-20,0
LVA,jhu-deaths,2020-03-21,0
LVA,jhu-deaths,2020-03-22,0
LVA,jhu-deaths,2020-03-23,0
LVA,jhu-deaths,2020-03-24,0
LVA,jhu-deaths,2020-03-25,0
LVA,jhu-deaths,2020-03-26,0
LVA,jhu-deaths,2020-03-27,0
LVA,jhu-deaths,2020-03-28,0
LVA,jhu-deaths,2020-03-29,0
LVA,jhu-deaths,2020-03-30,0
LVA,jhu-deaths,2020-03-31,0
