country,indicator,date,value
BHR,jhu-deaths,2020-03-26,4
BHR,jhu-deaths,2020-03-27,4
BHR,jhu-deaths,2020-03-28,4
BHR,jhu-deaths,2020-03-29,4
BHR,jhu-deaths,2020-03-30,4
BHR,jhu-deaths,2020-03-31,4
BHR,jhu-deaths,2020-04-01,4
BHR,jhu-deaths,2020-04-02,4
BHR,jhu-deaths,2020-04-03,4
BHR,jhu-deaths,2020-04-04,4
BHR,jhu-deaths,2020-04-05,4
BHR,jhu-deaths,2020-04-06,4
BHR,jhu-deaths,2020-04-07,5
BHR,jhu-deaths,2020-04-08,5
BHR,jhu-deaths,2020-04-09,5
BHR,jhu-deaths,2020-04-10,6
BHR,jhu-deaths,2020-04-11,6
BHR,jhu-deaths,2020-04-12,6
BHR,jhu-deaths,2020-04-13,6
BHR,jhu-deaths,2020-04-14,7
BHR,jhu-deaths,2020-04-15,7
BHR,jhu-deaths,2020-04-16,7
BHR,jhu-deaths,2020-04-17,7
BHR,jhu-deaths,2020-04-18,7
BHR,jhu-deaths,2020-04-19,7
BHR,jhu-deaths,2020-04-20,7
BHR,jhu-deaths,2020-04-21,7
BHR,jhu-deaths,2020-04-22,7
BHR,jhu-deaths,2020-04-23,8
BHR,jhu-deaths,2020-04-24,8
BHR,jhu-deaths,2020-04-25,8
BHR,jhu-deaths,2020-04-26,8
BHR,jhu-deaths,2020-04-27,8
BHR,jhu-deaths,2020-04-28,8
BHR,jhu-deaths,2020-04-29,8
BHR,jhu-deaths,2020-04-30,8
BHR,jhu-deaths,2020-05-01,8
BHR,jhu-deaths,2020-05-02,8
BHR,jhu-deaths,2020-05-03,8
BHR,jhu-deaths,2020-05-04,8
BHR,jhu-deaths,2020-05-05,8
BHR,jhu-deaths,2020-05-06,8
BHR,jhu-deaths,2020-05-07,8
BHR,jhu-deaths,2020-05-08,8
BHR,jhu-deaths,2020-05-09,8
BHR,jhu-deaths,2020-05-10,8
BHR,jhu-deaths,2020-05-11,8
BHR,jhu-deaths,2020-05-12,9
BHR,jhu-deaths,2020-05-13,10
BHR,jhu-deaths,2020-05-14,10
BHR,jhu-deaths,2020-05-15,12
BHR,jhu-deaths,2020-05-16,12
BHR,jhu-deaths,2020-05-17,12
BHR,jhu-deaths,2020-05-18,12
BHR,jhu-deaths,2020-05-19,12
BHR,jhu-deaths,2020-05-20,12
BHR,jhu-deaths,2020-05-21,12
BHR,jhu-deaths,2020-05-22,12
BHR,jhu-deaths,2020-05-23,13
BHR,jhu-deaths,2020-05-24,14
BHR,jhu-deaths,2020-05-25,14
BHR,jhu-deaths,2020-05-26,14
BHR,jhu-deaths,2020-05-27,15
BHR,jhu-deaths,2020-05-28,15
BHR,jhu-deaths,2020-05-29,15
BHR,jhu-deaths,2020-05-30,17
BHR,jhu-deaths,2020-05-31,19
BHR,jhu-deaths,2020-06-01,19
BHR,jhu-deaths,2020-06-02,19
BHR,jhu-deaths,2020-06-03,20
BHR,jhu-deaths,2020-06-04,21
BHR,jhu-deaths,2020-06-05,22
BHR,jhu-deaths,2020-06-06,24
BHR,jhu-deaths,2020-06-07,26
BHR,jhu-deaths,2020-06-08,27
BHR,jhu-deaths,2020-06-09,29
BHR,jhu-deaths,2020-06-10,31
BHR,jhu-deaths,2020-06-11,34
BHR,jhu-deaths,2020-06-12,36
BHR,jhu-deaths,2020-06-13,37
BHR,jhu-deaths,2020-06-14,42
BHR,jhu-deaths,2020-06-15,46
BHR,jhu-deaths,2020-06-16,47
BHR,jhu-deaths,2020-06-17,49
BHR,jhu-deaths,2020-06-18,55
BHR,jhu-deaths,2020-06-19,57
BHR,jhu-deaths,2020-06-20,60
BHR,jhu-deaths,2020-06-21,63
BHR,jhu-deaths,2020-06-22,65
BHR,jhu-deaths,2020-06-23,67
BHR,jhu-deaths,2020-06-24,69
BHR,jhu-deaths,2020-06-25,71
BHR,jhu-deaths,2020-06-26,73
BHR,jhu-deaths,2020-06-27,78
BHR,jhu-deaths,2020-06-28,83
BHR,jhu-deaths,2020-06-29,84
BHR,jhu-deaths,2020-06-30,87
BHR,jhu-deaths,2020-07-01,92
BHR,jhu-deaths,2020-07-02,94
BHR,jhu-deaths,2020-07-03,95
BHR,jhu-deaths,2020-07-04,96
BHR,jhu-deaths,2020-07-05,97
BHR,jhu-deaths,2020-07-06,98
BHR,jhu-deaths,2020-07-07,98
BHR,jhu-deaths,2020-07-08,98
BHR,jhu-deaths,2020-07-09,103
BHR,jhu-deaths,2020-07-10,104
BHR,jhu-deaths,2020-07-11,104
BHR,jhu-deaths,2020-07-12,108
BHR,jhu-deaths,2020-07-13,109
BHR,jhu-deaths,2020-07-14,111
BHR,jhu-deaths,2020-07-15,117
BHR,jhu-deaths,2020-07-16,121
BHR,jhu-deaths,2020-07-17,124
BHR,jhu-deaths,2020-07-18,124
BHR,jhu-deaths,2020-07-19,126
BHR,jhu-deaths,2020-07-20,128
BHR,jhu-deaths,2020-07-21,129
BHR,jhu-deaths,2020-07-22,130
BHR,jhu-deaths,2020-07-23,134
BHR,jhu-deaths,2020-07-24,136
BHR,jhu-deaths,2020-07-25,137
BHS,jhu-deaths,2020-01-22,0
BHS,jhu-deaths,2020-01-23,0
BHS,jhu-deaths,2020-01-24,0
BHS,jhu-deaths,2020-01-25,0
BHS,jhu-deaths,2020-01-26,0
BHS,jhu-deaths,2020-01-27,0
BHS,jhu-deaths,2020-01-28,0
BHS,jhu-deaths,2020-01-29,0
BHS,jhu-deaths,2020-01-30,0
BHS,jhu-deaths,2020-01-31,0
BHS,jhu-deaths,2020-02-01,0
BHS,jhu-deaths,2020-02-02,0
BHS,jhu-deaths,2020-02-03,0
BHS,jhu-deaths,2020-02-04,0
BHS,jhu-deaths,2020-02-05,0
BHS,jhu-deaths,2020-02-06,0
BHS,jhu-deaths,2020-02-07,0
BHS,jhu-deaths,2020-02-08,0
BHS,jhu-deaths,2020-02-09,0
BHS,jhu-deaths,2020-02-10,0
BHS,jhu-deaths,2020-02-11,0
BHS,jhu-deaths,2020-02-12,0
BHS,jhu-deaths,2020-02-13,0
BHS,jhu-deaths,2020-02-14,0
BHS,jhu-deaths,2020-02-15,0
BHS,jhu-deaths,2020-02-16,0
BHS,jhu-deaths,2020-02-17,0
BHS,jhu-deaths,2020-02-18,0
BHS,jhu-deaths,2020-02-19,0
BHS,jhu-deaths,2020-02-20,0
BHS,jhu-deaths,2020-02-21,0
BHS,jhu-deaths,2020-02-22,0
BHS,jhu-deaths,2020-02-23,0
BHS,jhu-deaths,2020-02-24,0
BHS,jhu-deaths,2020-02-25,0
BHS,jhu-deaths,2020-02-26,0
BHS,jhu-deaths,2020-02-27,0
BHS,jhu-deaths,2020-02-28,0
BHS,jhu-deaths,2020-02-29,0
BHS,jhu-deaths,2020-03-01,0
BHS,jhu-deaths,2020-03-02,0
BHS,jhu-deaths,2020-03-03,0
BHS,jhu-deaths,2020-03-04,0
BHS,jhu-deaths,2020-03-05,0
BHS,jhu-deaths,2020-03-06,0
BHS,jhu-deaths,2020-03-07,0
BHS,jhu-deaths,2020-03-08,0
BHS,jhu-deaths,2020-03-09,0
BHS,jhu-deaths,2020-03-10,0
BHS,jhu-deaths,2020-03-11,0
BHS,jhu-deaths,2020-03-12,0
BHS,jhu-deaths,2020-03-13,0
BHS,jhu-deaths,2020-03-14,0
BHS,jhu-deaths,2020-03-15,0
BHS,jhu-deaths,2020-03-16,0
BHS,jhu-deaths,2020-03-17,0
BHS,jhu-deaths,2020-03-18,0
BHS,jhu-deaths,2020-03-19,0
BHS,jhu-deaths,2020-03-20,0
BHS,jhu-deaths,2020-03-21,0
BHS,jhu-deaths,2020-03-22,0
BHS,jhu-deaths,2020-03-23,0
BHS,jhu-deaths,2020-03-24,0
BHS,jhu-deaths,2020-03-25,0
BHS,jhu-deaths,2020-03-26,0
BHS,jhu-deaths,2020-03-27,0
BHS,jhu-deaths,2020-03-28,0
BHS,jhu-deaths,2020-03-29,0
BHS,jhu-deaths,2020-03-30,0
BHS,jhu-deaths,2020-03-31,0
BHS,jhu-deaths,2020-04-01,1
BHS,jhu-deaths,2020-04-02,1
BHS,jhu-deaths,2020-04-03,1
BHS,jhu-deaths,2020-04-04,4
BHS,jhu-deaths,2020-04-05,4
BHS,jhu-deaths,2020-04-06,5
BHS,jhu-deaths,2020-04-07,6
BHS,jhu-deaths,2020-04-08,7
BHS,jhu-deaths,2020-04-09,8
BHS,jhu-deaths,2020-04-10,8
BHS,jhu-deaths,2020-04-11,8
BHS,jhu-deaths,2020-04-12,8
BHS,jhu-deaths,2020-04-13,8
BHS,jhu-deaths,2020-04-14,8
BHS,jhu-deaths,2020-04-15,8
BHS,jhu-deaths,2020-04-16,8
BHS,jhu-deaths,2020-04-17,9
BHS,jhu-deaths,2020-04-18,9
BHS,jhu-deaths,2020-04-19,9
BHS,jhu-deaths,2020-04-20,9
BHS,jhu-deaths,2020-04-21,9
BHS,jhu-deaths,2020-04-22,9
BHS,jhu-deaths,2020-04-23,11
BHS,jhu-deaths,2020-04-24,11
BHS,jhu-deaths,2020-04-25,11
BHS,jhu-deaths,2020-04-26,11
BHS,jhu-deaths,2020-04-27,11
BHS,jhu-deaths,2020-04-28,11
BHS,jhu-deaths,2020-04-29,11
BHS,jhu-deaths,2020-04-30,11
BHS,jhu-deaths,2020-05-01,11
BHS,jhu-deaths,2020-05-02,11
BHS,jhu-deaths,2020-05-03,11
BHS,jhu-deaths,2020-05-04,11
BHS,jhu-deaths,2020-05-05,11
BHS,jhu-deaths,2020-05-06,11
BHS,jhu-deaths,2020-05-07,11
BHS,jhu-deaths,2020-05-08,11
BHS,jhu-deaths,2020-05-09,11
BHS,jhu-deaths,2020-05-10,11
BHS,jhu-deaths,2020-05-11,11
BHS,jhu-deaths,2020-05-12,11
BHS,jhu-deaths,2020-05-13,11
BHS,jhu-deaths,2020-05-14,11
BHS,jhu-deaths,2020-05-15,11
BHS,jhu-deaths,2020-05-16,11
BHS,jhu-deaths,2020-05-17,11
BHS,jhu-deaths,2020-05-18,11
BHS,jhu-deaths,2020-05-19,11
BHS,jhu-deaths,2020-05-20,11
BHS,jhu-deaths,2020-05-21,11
BHS,jhu-deaths,2020-05-22,11
BHS,jhu-deaths,2020-05-23,11
BHS,jhu-deaths,2020-05-24,11
BHS,jhu-deaths,2020-05-25,11
BHS,jhu-deaths,2020-05-26,11
BHS,jhu-deaths,2020-05-27,11
BHS,jhu-deaths,2020-05-28,11
BHS,jhu-deaths,2020-05-29,11
BHS,jhu-deaths,2020-05-30,11
BHS,jhu-deaths,2020-05-31,11
BHS,jhu-deaths,2020-06-01,11
BHS,jhu-deaths,2020-06-02,11
BHS,jhu-deaths,2020-06-03,11
BHS,jhu-deaths,2020-06-04,11
BHS,jhu-deaths,2020-06-05,11
BHS,jhu-deaths,2020-06-06,11
BHS,jhu-deaths,2020-06-07,11
BHS,jhu-deaths,2020-06-08,11
BHS,jhu-deaths,2020-06-09,11
BHS,jhu-deaths,2020-06-10,11
BHS,jhu-deaths,2020-06-11,11
BHS,jhu-deaths,2020-06-12,11
BHS,jhu-deaths,2020-06-13,11
BHS,jhu-deaths,2020-06-14,11
BHS,jhu-deaths,2020-06-15,11
BHS,jhu-deaths,2020-06-16,11
BHS,jhu-deaths,2020-06-17,11
BHS,jhu-deaths,2020-06-18,11
BHS,jhu-deaths,2020-06-19,11
BHS,jhu-deaths,2020-06-20,11
BHS,jhu-deaths,2020-06-21,11
BHS,jhu-deaths,2020-06-22,11
BHS,jhu-deaths,2020-06-23,11
BHS,jhu-deaths,2020-06-24,11
BHS,jhu-deaths,2020-06-25,11
BHS,jhu-deaths,2020-06-26,11
BHS,jhu-deaths,2020-06-27,11
BHS,jhu-deaths,2020-06-28,11
BHS,jhu-deaths,2020-06-29,11
BHS,jhu-deaths,2020-06-30,11
BHS,jhu-deaths,2020-07-01,11
BHS,jhu-deaths,2020-07-02,11
BHS,jhu-deaths,2020-07-03,11
BHS,jhu-deaths,2020-07-04,11
BHS,jhu-deaths,2020-07-05,11
BHS,jhu-deaths,2020-07-06,11
BHS,jhu-deaths,2020-07-07,11
BHS,jhu-deaths,2020-07-08,11
BHS,jhu-deaths,2020-07-09,11
BHS,jhu-deaths,2020-07-10,11
BHS,jhu-deaths,2020-07-11,11
BHS,jhu-deaths,2020-07-12,11
BHS,jhu-deaths,2020-07-13,11
BHS,jhu-deaths,2020-07-14,11
BHS,jhu-deaths,2020-07-15,11
BHS,jhu-deaths,2020-07-16,11
BHS,jhu-deaths,2020-07-17,11
BHS,jhu-deaths,2020-07-18,11
BHS,jhu-deaths,2020-07-19,11
BHS,jhu-deaths,2020-07-20,11
BHS,jhu-deaths,2020-07-21,11
BHS,jhu-deaths,2020-07-22,11
BHS,jhu-deaths,2020-07-23,11
BHS,jhu-deaths,2020-07-24,11
BHS,jhu-deaths,2020-07-25,11
BIH,jhu-deaths,2020-01-22,0
BIH,jhu-deaths,2020-01-23,0
BIH,jhu-deaths,2020-01-24,0
BIH,jhu-deaths,2020-01-25,0
BIH,jhu-deaths,2020-01-26,0
BIH,jhu-deaths,2020-01-27,0
BIH,jhu-deaths,2020-01-28,0
BIH,jhu-deaths,2020-01-29,0
BIH,jhu-deaths,2020-01-30,0
BIH,jhu-deaths,2020-01-31,0
BIH,jhu-deaths,2020-02-01,0
BIH,jhu-deaths,2020-02-02,0
BIH,jhu-deaths,2020-02-03,0
BIH,jhu-deaths,2020-02-04,0
BIH,jhu-deaths,2020-02-05,0
BIH,jhu-deaths,2020-02-06,0
BIH,jhu-deaths,2020-02-07,0
BIH,jhu-deaths,2020-02-08,0
BIH,jhu-deaths,2020-02-09,0
BIH,jhu-deaths,2020-02-10,0
BIH,jhu-deaths,2020-02-11,0
BIH,jhu-deaths,2020-02-12,0
BIH,jhu-deaths,2020-02-13,0
BIH,jhu-deaths,2020-02-14,0
BIH,jhu-deaths,2020-02-15,0
BIH,jhu-deaths,2020-02-16,0
BIH,jhu-deaths,2020-02-17,0
BIH,jhu-deaths,2020-02-18,0
BIH,jhu-deaths,2020-02-19,0
BIH,jhu-deaths,2020-02-20,0
BIH,jhu-deaths,2020-02-21,0
BIH,jhu-deaths,2020-02-22,0
BIH,jhu-deaths,2020-02-23,0
BIH,jhu-deaths,2020-02-24,0
BIH,jhu-deaths,2020-02-25,0
BIH,jhu-deaths,2020-02-26,0
BIH,jhu-deaths,2020-02-27,0
BIH,jhu-deaths,2020-02-28,0
BIH,jhu-deaths,2020-02-29,0
BIH,jhu-deaths,2020-03-01,0
BIH,jhu-deaths,2020-03-02,0
BIH,jhu-deaths,2020-03-03,0
BIH,jhu-deaths,2020-03-04,0
BIH,jhu-deaths,2020-03-05,0
BIH,jhu-deaths,2020-03-06,0
BIH,jhu-deaths,2020-03-07,0
BIH,jhu-deaths,2020-03-08,0
BIH,jhu-deaths,2020-03-09,0
BIH,jhu-deaths,2020-03-10,0
BIH,jhu-deaths,2020-03-11,0
BIH,jhu-deaths,2020-03-12,0
BIH,jhu-deaths,2020-03-13,0
BIH,jhu-deaths,2020-03-14,0
BIH,jhu-deaths,2020-03-15,0
BIH,jhu-deaths,2020-03-16,0
BIH,jhu-deaths,2020-03-17,0
BIH,jhu-deaths,2020-03-18,0
BIH,jhu-deaths,2020-03-19,0
BIH,jhu-deaths,2020-03-20,0
BIH,jhu-deaths,2020-03-21,1
BIH,jhu-deaths,2020-03-22,1
BIH,jhu-deaths,2020-03-23,1
BIH,jhu-deaths,2020-03-24,3
BIH,jhu-deaths,2020-03-25,3
BIH,jhu-deaths,2020-03-26,3
BIH,jhu-deaths,2020-03-27,4
BIH,jhu-deaths,2020-03-28,5
BIH,jhu-deaths,2020-03-29,6
BIH,jhu-deaths,2020-03-30,10
BIH,jhu-deaths,2020-03-31,13
BIH,jhu-deaths,2020-04-01,13
BIH,jhu-deaths,2020-04-02,16
BIH,jhu-deaths,2020-04-03,17
BIH,jhu-deaths,2020-04-04,21
BIH,jhu-deaths,2020-04-05,23
BIH,jhu-deaths,2020-04-06,29
BIH,jhu-deaths,2020-04-07,33
BIH,jhu-deaths,2020-04-08,34
BIH,jhu-deaths,2020-04-09,35
BIH,jhu-deaths,2020-04-10,36
BIH,jhu-deaths,2020-04-11,37
BIH,jhu-deaths,2020-04-12,39
BIH,jhu-deaths,2020-04-13,39
BIH,jhu-deaths,2020-04-14,40
BIH,jhu-deaths,2020-04-15,41
BIH,jhu-deaths,2020-04-16,43
BIH,jhu-deaths,2020-04-17,46
BIH,jhu-deaths,2020-04-18,47
BIH,jhu-deaths,2020-04-19,48
BIH,jhu-deaths,2020-04-20,49
BIH,jhu-deaths,2020-04-21,51
BIH,jhu-deaths,2020-04-22,53
BIH,jhu-deaths,2020-04-23,54
BIH,jhu-deaths,2020-04-24,55
BIH,jhu-deaths,2020-04-25,57
BIH,jhu-deaths,2020-04-26,59
BIH,jhu-deaths,2020-04-27,60
BIH,jhu-deaths,2020-04-28,63
BIH,jhu-deaths,2020-04-29,65
BIH,jhu-deaths,2020-04-30,69
BIH,jhu-deaths,2020-05-01,70
BIH,jhu-deaths,2020-05-02,72
BIH,jhu-deaths,2020-05-03,77
BIH,jhu-deaths,2020-05-04,78
BIH,jhu-deaths,2020-05-05,79
BIH,jhu-deaths,2020-05-06,86
BIH,jhu-deaths,2020-05-07,90
BIH,jhu-deaths,2020-05-08,98
BIH,jhu-deaths,2020-05-09,102
BIH,jhu-deaths,2020-05-10,107
BIH,jhu-deaths,2020-05-11,113
BIH,jhu-deaths,2020-05-12,117
BIH,jhu-deaths,2020-05-13,120
BIH,jhu-deaths,2020-05-14,122
BIH,jhu-deaths,2020-05-15,128
BIH,jhu-deaths,2020-05-16,129
BIH,jhu-deaths,2020-05-17,133
BIH,jhu-deaths,2020-05-18,133
BIH,jhu-deaths,2020-05-19,134
BIH,jhu-deaths,2020-05-20,136
BIH,jhu-deaths,2020-05-21,140
BIH,jhu-deaths,2020-05-22,141
BIH,jhu-deaths,2020-05-23,141
BIH,jhu-deaths,2020-05-24,144
BIH,jhu-deaths,2020-05-25,146
BIH,jhu-deaths,2020-05-26,149
BIH,jhu-deaths,2020-05-27,151
BIH,jhu-deaths,2020-05-28,153
BIH,jhu-deaths,2020-05-29,153
BIH,jhu-deaths,2020-05-30,153
BIH,jhu-deaths,2020-05-31,153
BIH,jhu-deaths,2020-06-01,154
BIH,jhu-deaths,2020-06-02,157
BIH,jhu-deaths,2020-06-03,157
BIH,jhu-deaths,2020-06-04,159
BIH,jhu-deaths,2020-06-05,159
BIH,jhu-deaths,2020-06-06,159
BIH,jhu-deaths,2020-06-07,159
BIH,jhu-deaths,2020-06-08,160
BIH,jhu-deaths,2020-06-09,160
BIH,jhu-deaths,2020-06-10,161
BIH,jhu-deaths,2020-06-11,161
BIH,jhu-deaths,2020-06-12,163
BIH,jhu-deaths,2020-06-13,163
BIH,jhu-deaths,2020-06-14,163
BIH,jhu-deaths,2020-06-15,165
BIH,jhu-deaths,2020-06-16,168
BIH,jhu-deaths,2020-06-17,168
BIH,jhu-deaths,2020-06-18,168
BIH,jhu-deaths,2020-06-19,169
BIH,jhu-deaths,2020-06-20,169
BIH,jhu-deaths,2020-06-21,169
BIH,jhu-deaths,2020-06-22,171
BIH,jhu-deaths,2020-06-23,172
BIH,jhu-deaths,2020-06-24,173
BIH,jhu-deaths,2020-06-25,175
BIH,jhu-deaths,2020-06-26,178
BIH,jhu-deaths,2020-06-27,178
BIH,jhu-deaths,2020-06-28,178
BIH,jhu-deaths,2020-06-29,184
BIH,jhu-deaths,2020-06-30,186
BIH,jhu-deaths,2020-07-01,188
BIH,jhu-deaths,2020-07-02,189
BIH,jhu-deaths,2020-07-03,191
BIH,jhu-deaths,2020-07-04,191
BIH,jhu-deaths,2020-07-05,191
BIH,jhu-deaths,2020-07-06,199
BIH,jhu-deaths,2020-07-07,207
BIH,jhu-deaths,2020-07-08,209
BIH,jhu-deaths,2020-07-09,214
BIH,jhu-deaths,2020-07-10,216
BIH,jhu-deaths,2020-07-11,219
BIH,jhu-deaths,2020-07-12,221
BIH,jhu-deaths,2020-07-13,226
BIH,jhu-deaths,2020-07-14,226
BIH,jhu-deaths,2020-07-15,235
BIH,jhu-deaths,2020-07-16,240
BIH,jhu-deaths,2020-07-17,245
BIH,jhu-deaths,2020-07-18,246
BIH,jhu-deaths,2020-07-19,249
BIH,jhu-deaths,2020-07-20,255
BIH,jhu-deaths,2020-07-21,264
BIH,jhu-deaths,2020-07-22,268
BIH,jhu-deaths,2020-07-23,274
BIH,jhu-deaths,2020-07-24,280
BIH,jhu-deaths,2020-07-25,280
BLR,jhu-deaths,2020-01-22,0
BLR,jhu-deaths,2020-01-23,0
BLR,jhu-deaths,2020-01-24,0
BLR,jhu-deaths,2020-01-25,0
BLR,jhu-deaths,2020-01-26,0
BLR,jhu-deaths,2020-01-27,0
BLR,jhu-deaths,2020-01-28,0
BLR,jhu-deaths,2020-01-29,0
BLR,jhu-deaths,2020-01-30,0
BLR,jhu-deaths,2020-01-31,0
BLR,jhu-deaths,2020-02-01,0
BLR,jhu-deaths,2020-02-02,0
BLR,jhu-deaths,2020-02-03,0
BLR,jhu-deaths,2020-02-04,0
BLR,jhu-deaths,2020-02-05,0
BLR,jhu-deaths,2020-02-06,0
BLR,jhu-deaths,2020-02-07,0
BLR,jhu-deaths,2020-02-08,0
BLR,jhu-deaths,2020-02-09,0
BLR,jhu-deaths,2020-02-10,0
BLR,jhu-deaths,2020-02-11,0
BLR,jhu-deaths,2020-02-12,0
BLR,jhu-deaths,2020-02-13,0
BLR,jhu-deaths,2020-02-14,0
BLR,jhu-deaths,2020-02-15,0
BLR,jhu-deaths,2020-02-16,0
BLR,jhu-deaths,2020-02-17,0
BLR,jhu-deaths,2020-02-18,0
BLR,jhu-deaths,2020-02-19,0
BLR,jhu-deaths,2020-02-20,0
BLR,jhu-deaths,2020-02-21,0
BLR,jhu-deaths,2020-02-22,0
BLR,jhu-deaths,2020-02-23,0
BLR,jhu-deaths,2020-02-24,0
BLR,jhu-deaths,2020-02-25,0
BLR,jhu-deaths,2020-02-26,0
BLR,jhu-deaths,2020-02-27,0
BLR,jhu-deaths,2020-02-28,0
BLR,jhu-deaths,2020-02-29,0
BLR,jhu-deaths,2020-03-01,0
BLR,jhu-deaths,2020-03-02,0
BLR,jhu-deaths,2020-03-03,0
BLR,jhu-deaths,2020-03-04,0
BLR,jhu-deaths,2020-03-05,0
BLR,jhu-deaths,2020-03-06,0
BLR,jhu-deaths,2020-03-07,0
BLR,jhu-deaths,2020-03-08,0
BLR,jhu-deaths,2020-03-09,0
BLR,jhu-deaths,2020-03-10,0
BLR,jhu-deaths,2020-03-11,0
BLR,jhu-deaths,2020-03-12,0
BLR,jhu-deaths,2020-03-13,0
BLR,jhu-deaths,2020-03-14,0
BLR,jhu-deaths,2020-03-15,0
BLR,jhu-deaths,2020-03-16,0
BLR,jhu-deaths,2020-03-17,0
BLR,jhu-deaths,2020-03-18,0
BLR,jhu-deaths,2020-03-19,0
BLR,jhu-deaths,2020-03-20,0
BLR,jhu-deaths,2020-03-21,0
BLR,jhu-deaths,2020-03-22,0
BLR,jhu-deaths,2020-03-23,0
BLR,jhu-deaths,2020-03-24,0
BLR,jhu-deaths,2020-03-25,0
BLR,jhu-deaths,2020-03-26,0
BLR,jhu-deaths,2020-03-27,0
BLR,jhu-deaths,2020-03-28,0
BLR,jhu-deaths,2020-03-29,0
BLR,jhu-deaths,2020-03-30,0
BLR,jhu-deaths,2020-03-31,1
BLR,jhu-deaths,2020-04-01,2
BLR,jhu-deaths,2020-04-02,4
BLR,jhu-deaths,2020-04-03,4
BLR,jhu-deaths,2020-04-04,5
BLR,jhu-deaths,2020-04-05,8
BLR,jhu-deaths,2020-04-06,13
BLR,jhu-deaths,2020-04-07,13
BLR,jhu-deaths,2020-04-08,13
BLR,jhu-deaths,2020-04-09,16
BLR,jhu-deaths,2020-04-10,19
BLR,jhu-deaths,2020-04-11,23
BLR,jhu-deaths,2020-04-12,26
BLR,jhu-deaths,2020-04-13,29
BLR,jhu-deaths,2020-04-14,33
BLR,jhu-deaths,2020-04-15,36
BLR,jhu-deaths,2020-04-16,40
BLR,jhu-deaths,2020-04-17,42
BLR,jhu-deaths,2020-04-18,45
BLR,jhu-deaths,2020-04-19,47
BLR,jhu-deaths,2020-04-20,51
BLR,jhu-deaths,2020-04-21,55
BLR,jhu-deaths,2020-04-22,58
BLR,jhu-deaths,2020-04-23,60
BLR,jhu-deaths,2020-04-24,63
BLR,jhu-deaths,2020-04-25,67
BLR,jhu-deaths,2020-04-26,72
BLR,jhu-deaths,2020-04-27,75
BLR,jhu-deaths,2020-04-28,79
BLR,jhu-deaths,2020-04-29,84
BLR,jhu-deaths,2020-04-30,89
BLR,jhu-deaths,2020-05-01,93
BLR,jhu-deaths,2020-05-02,97
BLR,jhu-deaths,2020-05-03,99
BLR,jhu-deaths,2020-05-04,103
BLR,jhu-deaths,2020-05-05,107
BLR,jhu-deaths,2020-05-06,112
BLR,jhu-deaths,2020-05-07,116
BLR,jhu-deaths,2020-05-08,121
BLR,jhu-deaths,2020-05-09,126
BLR,jhu-deaths,2020-05-10,131
BLR,jhu-deaths,2020-05-11,135
BLR,jhu-deaths,2020-05-12,142
BLR,jhu-deaths,2020-05-13,146
BLR,jhu-deaths,2020-05-14,151
BLR,jhu-deaths,2020-05-15,156
BLR,jhu-deaths,2020-05-16,160
BLR,jhu-deaths,2020-05-17,165
BLR,jhu-deaths,2020-05-18,171
BLR,jhu-deaths,2020-05-19,175
BLR,jhu-deaths,2020-05-20,179
BLR,jhu-deaths,2020-05-21,185
BLR,jhu-deaths,2020-05-22,190
BLR,jhu-deaths,2020-05-23,194
BLR,jhu-deaths,2020-05-24,199
BLR,jhu-deaths,2020-05-25,204
BLR,jhu-deaths,2020-05-26,208
BLR,jhu-deaths,2020-05-27,214
BLR,jhu-deaths,2020-05-28,219
BLR,jhu-deaths,2020-05-29,224
BLR,jhu-deaths,2020-05-30,229
BLR,jhu-deaths,2020-05-31,235
BLR,jhu-deaths,2020-06-01,240
BLR,jhu-deaths,2020-06-02,243
BLR,jhu-deaths,2020-06-03,248
BLR,jhu-deaths,2020-06-04,253
BLR,jhu-deaths,2020-06-05,259
BLR,jhu-deaths,2020-06-06,263
BLR,jhu-deaths,2020-06-07,269
BLR,jhu-deaths,2020-06-08,276
BLR,jhu-deaths,2020-06-09,282
BLR,jhu-deaths,2020-06-10,288
BLR,jhu-deaths,2020-06-11,293
BLR,jhu-deaths,2020-06-12,298
BLR,jhu-deaths,2020-06-13,303
BLR,jhu-deaths,2020-06-14,308
BLR,jhu-deaths,2020-06-15,312
BLR,jhu-deaths,2020-06-16,318
BLR,jhu-deaths,2020-06-17,324
BLR,jhu-deaths,2020-06-18,331
BLR,jhu-deaths,2020-06-19,337
BLR,jhu-deaths,2020-06-20,343
BLR,jhu-deaths,2020-06-21,346
BLR,jhu-deaths,2020-06-22,351
BLR,jhu-deaths,2020-06-23,357
BLR,jhu-deaths,2020-06-24,362
BLR,jhu-deaths,2020-06-25,367
BLR,jhu-deaths,2020-06-26,373
BLR,jhu-deaths,2020-06-27,377
BLR,jhu-deaths,2020-06-28,383
BLR,jhu-deaths,2020-06-29,387
BLR,jhu-deaths,2020-06-30,392
BLR,jhu-deaths,2020-07-01,398
BLR,jhu-deaths,2020-07-02,405
BLR,jhu-deaths,2020-07-03,412
BLR,jhu-deaths,2020-07-04,418
BLR,jhu-deaths,2020-07-05,423
BLR,jhu-deaths,2020-07-06,429
BLR,jhu-deaths,2020-07-07,436
BLR,jhu-deaths,2020-07-08,443
BLR,jhu-deaths,2020-07-09,449
BLR,jhu-deaths,2020-07-10,454
BLR,jhu-deaths,2020-07-11,459
