iso_code,country,date,icl_i12_health_15
ARE,United Arab Emirates,2020-04-06,73.8180041002411
ARE,United Arab Emirates,2020-04-07,73.8180041002411
ARE,United Arab Emirates,2020-04-08,73.8180041002411
ARE,United Arab Emirates,2020-04-09,73.8180041002411
ARE,United Arab Emirates,2020-04-10,73.8180041002411
ARE,United Arab Emirates,2020-04-11,73.8180041002411
ARE,United Arab Emirates,2020-04-12,73.8180041002411
ARE,United Arab Emirates,2020-04-27,74.235652006036
ARE,United Arab Emirates,2020-04-28,74.235652006036
ARE,United Arab Emirates,2020-04-29,74.235652006036
ARE,United Arab Emirates,2020-04-30,74.235652006036
ARE,United Arab Emirates,2020-05-01,74.235652006036
ARE,United Arab Emirates,2020-05-02,74.235652006036
ARE,United Arab Emirates,2020-05-03,74.235652006036
ARE,United Arab Emirates,2020-05-11,91.4752645494519
ARE,United Arab Emirates,2020-05-12,91.4752645494519
ARE,United Arab Emirates,2020-05-13,91.4752645494519
ARE,United Arab Emirates,2020-05-14,91.4752645494519
ARE,United Arab Emirates,2020-05-15,91.4752645494519
ARE,United Arab Emirates,2020-05-16,91.4752645494519
ARE,United Arab Emirates,2020-05-17,91.4752645494519
ARE,United Arab Emirates,2020-05-25,89.7581767095132
ARE,United Arab Emirates,2020-05-26,89.7581767095132
ARE,United Arab Emirates,2020-05-27,89.7581767095132
ARE,United Arab Emirates,2020-05-28,89.7581767095132
ARE,United Arab Emirates,2020-05-29,89.7581767095132
ARE,United Arab Emirates,2020-05-30,89.7581767095132
ARE,United Arab Emirates,2020-05-31,89.7581767095132
ARE,United Arab Emirates,2020-06-08,89.4511854547079
ARE,United Arab Emirates,2020-06-09,89.4511854547079
ARE,United Arab Emirates,2020-06-10,89.4511854547079
ARE,United Arab Emirates,2020-06-11,89.4511854547079
ARE,United Arab Emirates,2020-06-12,89.4511854547079
ARE,United Arab Emirates,2020-06-13,89.4511854547079
ARE,United Arab Emirates,2020-06-14,89.4511854547079
ARE,United Arab Emirates,2020-06-22,89.5554214251126
ARE,United Arab Emirates,2020-06-23,89.5554214251126
ARE,United Arab Emirates,2020-06-24,89.5554214251126
ARE,United Arab Emirates,2020-06-25,89.5554214251126
ARE,United Arab Emirates,2020-06-26,89.5554214251126
ARE,United Arab Emirates,2020-06-27,89.5554214251126
ARE,United Arab Emirates,2020-06-28,89.5554214251126
ARE,United Arab Emirates,2020-07-06,88.9323273958421
ARE,United Arab Emirates,2020-07-07,88.9323273958421
ARE,United Arab Emirates,2020-07-08,88.9323273958421
ARE,United Arab Emirates,2020-07-09,88.9323273958421
ARE,United Arab Emirates,2020-07-10,88.9323273958421
ARE,United Arab Emirates,2020-07-11,88.9323273958421
ARE,United Arab Emirates,2020-07-12,88.9323273958421
ARE,United Arab Emirates,2020-07-20,88.8655142744178
ARE,United Arab Emirates,2020-07-21,88.8655142744178
ARE,United Arab Emirates,2020-07-22,88.8655142744178
ARE,United Arab Emirates,2020-07-23,88.8655142744178
ARE,United Arab Emirates,2020-07-24,88.8655142744178
ARE,United Arab Emirates,2020-07-25,88.8655142744178
ARE,United Arab Emirates,2020-07-26,88.8655142744178
ARE,United Arab Emirates,2020-08-03,86.8423399091606
ARE,United Arab Emirates,2020-08-04,86.8423399091606
ARE,United Arab Emirates,2020-08-05,86.8423399091606
ARE,United Arab Emirates,2020-08-06,86.8423399091606
ARE,United Arab Emirates,2020-08-07,86.8423399091606
ARE,United Arab Emirates,2020-08-08,86.8423399091606
ARE,United Arab Emirates,2020-08-09,86.8423399091606
ARE,United Arab Emirates,2020-08-17,88.5156914264118
ARE,United Arab Emirates,2020-08-18,88.5156914264118
ARE,United Arab Emirates,2020-08-19,88.5156914264118
ARE,United Arab Emirates,2020-08-20,88.5156914264118
ARE,United Arab Emirates,2020-08-21,88.5156914264118
ARE,United Arab Emirates,2020-08-22,88.5156914264118
ARE,United Arab Emirates,2020-08-23,88.5156914264118
ARE,United Arab Emirates,2020-08-31,87.3133908247355
ARE,United Arab Emirates,2020-09-01,87.3133908247355
ARE,United Arab Emirates,2020-09-02,87.3133908247355
ARE,United Arab Emirates,2020-09-03,87.3133908247355
ARE,United Arab Emirates,2020-09-04,87.3133908247355
ARE,United Arab Emirates,2020-09-05,87.3133908247355
ARE,United Arab Emirates,2020-09-06,87.3133908247355
ARE,United Arab Emirates,2020-09-14,86.2617378746634
ARE,United Arab Emirates,2020-09-15,86.2617378746634
ARE,United Arab Emirates,2020-09-16,86.2617378746634
ARE,United Arab Emirates,2020-09-17,86.2617378746634
ARE,United Arab Emirates,2020-09-18,86.2617378746634
ARE,United Arab Emirates,2020-09-19,86.2617378746634
ARE,United Arab Emirates,2020-09-20,86.2617378746634
AUS,Australia,2020-03-30,90.1905197869342
AUS,Australia,2020-03-31,90.1905197869342
AUS,Australia,2020-04-01,90.1905197869342
AUS,Australia,2020-04-02,90.1905197869342
AUS,Australia,2020-04-03,90.1905197869342
AUS,Australia,2020-04-04,90.1905197869342
AUS,Australia,2020-04-05,90.1905197869342
AUS,Australia,2020-04-06,89.6683420769346
AUS,Australia,2020-04-07,89.6683420769346
AUS,Australia,2020-04-08,89.6683420769346
AUS,Australia,2020-04-09,89.6683420769346
AUS,Australia,2020-04-10,89.6683420769346
AUS,Australia,2020-04-11,89.6683420769346
AUS,Australia,2020-04-12,89.6683420769346
AUS,Australia,2020-04-13,88.2860877224943
AUS,Australia,2020-04-14,88.2860877224943
AUS,Australia,2020-04-15,88.2860877224943
AUS,Australia,2020-04-16,88.2860877224943
AUS,Australia,2020-04-17,88.2860877224943
AUS,Australia,2020-04-18,88.2860877224943
AUS,Australia,2020-04-19,88.2860877224943
AUS,Australia,2020-04-20,91.1850740617911
AUS,Australia,2020-04-21,91.1850740617911
AUS,Australia,2020-04-22,91.1850740617911
AUS,Australia,2020-04-23,91.1850740617911
AUS,Australia,2020-04-24,91.1850740617911
AUS,Australia,2020-04-25,91.1850740617911
AUS,Australia,2020-04-26,91.1850740617911
AUS,Australia,2020-04-27,86.1467290382969
AUS,Australia,2020-04-28,86.1467290382969
AUS,Australia,2020-04-29,86.1467290382969
AUS,Australia,2020-04-30,86.1467290382969
AUS,Australia,2020-05-01,86.1467290382969
AUS,Australia,2020-05-02,86.1467290382969
AUS,Australia,2020-05-03,86.1467290382969
AUS,Australia,2020-05-04,84.6732653765978
AUS,Australia,2020-05-05,84.6732653765978
AUS,Australia,2020-05-06,84.6732653765978
AUS,Australia,2020-05-07,84.6732653765978
AUS,Australia,2020-05-08,84.6732653765978
AUS,Australia,2020-05-09,84.6732653765978
AUS,Australia,2020-05-10,84.6732653765978
AUS,Australia,2020-05-11,82.4915685618565
AUS,Australia,2020-05-12,82.4915685618565
AUS,Australia,2020-05-13,82.4915685618565
AUS,Australia,2020-05-14,82.4915685618565
AUS,Australia,2020-05-15,82.4915685618565
AUS,Australia,2020-05-16,82.4915685618565
