iso_code,country,date,owid_weekly_deaths_2016
ABW,Aruba,2020-01-31,64.0
ABW,Aruba,2020-02-29,64.0
ABW,Aruba,2020-03-31,70.0
ABW,Aruba,2020-04-30,71.0
ABW,Aruba,2020-05-31,80.0
ABW,Aruba,2020-06-30,62.0
ABW,Aruba,2020-07-31,63.0
ABW,Aruba,2020-08-31,62.0
ABW,Aruba,2020-09-30,50.0
ABW,Aruba,2020-10-31,64.0
ABW,Aruba,2020-11-30,61.0
ABW,Aruba,2020-12-31,70.0
ALB,Albania,2020-01-31,2065.0
ALB,Albania,2020-02-29,1905.0
ALB,Albania,2020-03-31,1910.0
ALB,Albania,2020-04-30,1652.0
ALB,Albania,2020-05-31,1716.0
ALB,Albania,2020-06-30,1678.0
ALB,Albania,2020-07-31,1643.0
ALB,Albania,2020-08-31,1578.0
ALB,Albania,2020-09-30,1459.0
ALB,Albania,2020-10-31,1743.0
ALB,Albania,2020-11-30,1855.0
ALB,Albania,2020-12-31,2184.0
AND,Andorra,2020-01-31,27.0
AND,Andorra,2020-02-29,21.0
AND,Andorra,2020-03-31,31.0
AND,Andorra,2020-04-30,19.0
AND,Andorra,2020-05-31,22.0
AND,Andorra,2020-06-30,25.0
AND,Andorra,2020-07-31,32.0
AND,Andorra,2020-08-31,34.0
AND,Andorra,2020-09-30,16.0
AND,Andorra,2020-10-31,24.0
AND,Andorra,2020-11-30,24.0
AND,Andorra,2020-12-31,35.0
ARM,Armenia,2020-01-31,2722.0
ARM,Armenia,2020-02-29,2576.0
ARM,Armenia,2020-03-31,2349.0
ARM,Armenia,2020-04-30,2243.0
ARM,Armenia,2020-05-31,2247.0
ARM,Armenia,2020-06-30,2169.0
ARM,Armenia,2020-07-31,2103.0
ARM,Armenia,2020-08-31,2127.0
ARM,Armenia,2020-09-30,1891.0
ARM,Armenia,2020-10-31,2233.0
ARM,Armenia,2020-11-30,2476.0
ARM,Armenia,2020-12-31,2993.0
AUS,Australia,2020-01-05,2452.0
AUS,Australia,2020-01-12,2523.0
AUS,Australia,2020-01-19,2485.0
AUS,Australia,2020-01-26,2328.0
AUS,Australia,2020-02-02,2498.0
AUS,Australia,2020-02-09,2357.0
AUS,Australia,2020-02-16,2392.0
AUS,Australia,2020-02-23,2391.0
AUS,Australia,2020-03-01,2365.0
AUS,Australia,2020-03-08,2446.0
AUS,Australia,2020-03-15,2412.0
AUS,Australia,2020-03-22,2507.0
AUS,Australia,2020-03-29,2471.0
AUS,Australia,2020-04-05,2575.0
AUS,Australia,2020-04-12,2560.0
AUS,Australia,2020-04-19,2520.0
AUS,Australia,2020-04-26,2515.0
AUS,Australia,2020-05-03,2496.0
AUS,Australia,2020-05-10,2598.0
AUS,Australia,2020-05-17,2634.0
AUS,Australia,2020-05-24,2783.0
AUS,Australia,2020-05-31,2828.0
AUS,Australia,2020-06-07,2850.0
AUS,Australia,2020-06-14,2685.0
AUS,Australia,2020-06-21,2837.0
AUS,Australia,2020-06-28,2839.0
AUS,Australia,2020-07-05,2917.0
AUS,Australia,2020-07-12,2925.0
AUS,Australia,2020-07-19,2884.0
AUS,Australia,2020-07-26,2928.0
AUS,Australia,2020-08-02,2915.0
AUS,Australia,2020-08-09,2918.0
AUS,Australia,2020-08-16,3037.0
AUS,Australia,2020-08-23,3036.0
AUS,Australia,2020-08-30,3068.0
AUS,Australia,2020-09-06,2934.0
AUS,Australia,2020-09-13,2891.0
AUS,Australia,2020-09-20,2768.0
AUS,Australia,2020-09-27,2851.0
AUS,Australia,2020-10-04,2808.0
AUS,Australia,2020-10-11,2775.0
AUS,Australia,2020-10-18,2759.0
AUS,Australia,2020-10-25,2773.0
AUS,Australia,2020-11-01,2688.0
AUS,Australia,2020-11-08,2764.0
AUS,Australia,2020-11-15,2578.0
AUS,Australia,2020-11-22,2649.0
AUS,Australia,2020-11-29,2520.0
AUS,Australia,2020-12-06,2381.0
AUS,Australia,2020-12-13,2535.0
AUS,Australia,2020-12-20,2541.0
AUS,Australia,2020-12-27,2558.0
AUT,Austria,2020-01-05,1634.0
AUT,Austria,2020-01-12,1626.0
AUT,Austria,2020-01-19,1608.0
AUT,Austria,2020-01-26,1578.0
AUT,Austria,2020-02-02,1609.0
AUT,Austria,2020-02-09,1650.0
AUT,Austria,2020-02-16,1621.0
AUT,Austria,2020-02-23,1581.0
AUT,Austria,2020-03-01,1714.0
AUT,Austria,2020-03-08,1532.0
AUT,Austria,2020-03-15,1516.0
AUT,Austria,2020-03-22,1499.0
AUT,Austria,2020-03-29,1598.0
AUT,Austria,2020-04-05,1562.0
AUT,Austria,2020-04-12,1520.0
AUT,Austria,2020-04-19,1413.0
AUT,Austria,2020-04-26,1460.0
AUT,Austria,2020-05-03,1447.0
AUT,Austria,2020-05-10,1486.0
AUT,Austria,2020-05-17,1453.0
AUT,Austria,2020-05-24,1505.0
AUT,Austria,2020-05-31,1402.0
AUT,Austria,2020-06-07,1360.0
AUT,Austria,2020-06-14,1348.0
AUT,Austria,2020-06-21,1452.0
AUT,Austria,2020-06-28,1338.0
AUT,Austria,2020-07-05,1328.0
AUT,Austria,2020-07-12,1323.0
AUT,Austria,2020-07-19,1458.0
AUT,Austria,2020-07-26,1424.0
AUT,Austria,2020-08-02,1390.0
AUT,Austria,2020-08-09,1359.0
AUT,Austria,2020-08-16,1394.0
AUT,Austria,2020-08-23,1408.0
AUT,Austria,2020-08-30,1414.0
AUT,Austria,2020-09-06,1380.0
AUT,Austria,2020-09-13,1392.0
AUT,Austria,2020-09-20,1376.0
AUT,Austria,2020-09-27,1442.0
AUT,Austria,2020-10-04,1469.0
AUT,Austria,2020-10-11,1556.0
AUT,Austria,2020-10-18,1607.0
AUT,Austria,2020-10-25,1522.0
AUT,Austria,2020-11-01,1484.0
AUT,Austria,2020-11-08,1541.0
AUT,Austria,2020-11-15,1616.0
AUT,Austria,2020-11-22,1550.0
AUT,Austria,2020-11-29,1601.0
AUT,Austria,2020-12-06,1619.0
AUT,Austria,2020-12-13,1670.0
AUT,Austria,2020-12-20,1847.0
AUT,Austria,2020-12-27,2160.0
AZE,Azerbaijan,2020-01-31,4953.0
AZE,Azerbaijan,2020-02-29,4978.0
AZE,Azerbaijan,2020-03-31,4566.0
AZE,Azerbaijan,2020-04-30,5229.0
AZE,Azerbaijan,2020-05-31,4574.0
AZE,Azerbaijan,2020-06-30,4135.0
AZE,Azerbaijan,2020-07-31,4586.0
AZE,Azerbaijan,2020-08-31,4761.0
AZE,Azerbaijan,2020-09-30,4221.0
AZE,Azerbaijan,2020-10-31,4524.0
AZE,Azerbaijan,2020-11-30,5056.0
AZE,Azerbaijan,2020-12-31,5065.0
BEL,Belgium,2020-01-05,2244.0
BEL,Belgium,2020-01-12,2234.0
BEL,Belgium,2020-01-19,2295.0
BEL,Belgium,2020-01-26,2263.0
BEL,Belgium,2020-02-02,2180.0
BEL,Belgium,2020-02-09,2127.0
BEL,Belgium,2020-02-16,2121.0
BEL,Belgium,2020-02-23,2230.0
BEL,Belgium,2020-03-01,2336.0
BEL,Belgium,2020-03-08,2264.0
BEL,Belgium,2020-03-15,2248.0
BEL,Belgium,2020-03-22,2364.0
BEL,Belgium,2020-03-29,2273.0
BEL,Belgium,2020-04-05,2080.0
BEL,Belgium,2020-04-12,2160.0
BEL,Belgium,2020-04-19,2049.0
BEL,Belgium,2020-04-26,1996.0
