iso_code,country,date,google_mobility_change_parks
ABW,Aruba,2020-02-15,12.0
ABW,Aruba,2020-02-16,4.0
ABW,Aruba,2020-02-17,16.0
ABW,Aruba,2020-02-18,8.0
ABW,Aruba,2020-02-19,3.0
ABW,Aruba,2020-02-20,0.0
ABW,Aruba,2020-02-21,9.0
ABW,Aruba,2020-02-22,-4.0
ABW,Aruba,2020-02-23,21.0
ABW,Aruba,2020-02-24,24.0
ABW,Aruba,2020-02-25,8.0
ABW,Aruba,2020-02-26,4.0
ABW,Aruba,2020-02-27,-1.0
ABW,Aruba,2020-02-28,7.0
ABW,Aruba,2020-02-29,10.0
ABW,Aruba,2020-03-01,5.0
ABW,Aruba,2020-03-02,2.0
ABW,Aruba,2020-03-03,20.0
ABW,Aruba,2020-03-04,9.0
ABW,Aruba,2020-03-05,-1.0
ABW,Aruba,2020-03-06,6.0
ABW,Aruba,2020-03-07,16.0
ABW,Aruba,2020-03-08,4.0
ABW,Aruba,2020-03-09,12.0
ABW,Aruba,2020-03-10,10.0
ABW,Aruba,2020-03-11,1.0
ABW,Aruba,2020-03-12,4.0
ABW,Aruba,2020-03-13,-4.0
ABW,Aruba,2020-03-14,-7.0
ABW,Aruba,2020-03-15,-6.0
ABW,Aruba,2020-03-16,-5.0
ABW,Aruba,2020-03-17,-18.0
ABW,Aruba,2020-03-18,-24.0
ABW,Aruba,2020-03-19,-41.0
ABW,Aruba,2020-03-20,-41.0
ABW,Aruba,2020-03-21,-52.0
ABW,Aruba,2020-03-22,-52.0
ABW,Aruba,2020-03-23,-48.0
ABW,Aruba,2020-03-24,-49.0
ABW,Aruba,2020-03-25,-56.0
ABW,Aruba,2020-03-26,-54.0
ABW,Aruba,2020-03-27,-50.0
ABW,Aruba,2020-03-28,-50.0
ABW,Aruba,2020-03-29,-80.0
ABW,Aruba,2020-03-30,-63.0
ABW,Aruba,2020-03-31,-61.0
ABW,Aruba,2020-04-01,-62.0
ABW,Aruba,2020-04-02,-59.0
ABW,Aruba,2020-04-03,-55.0
ABW,Aruba,2020-04-04,-57.0
ABW,Aruba,2020-04-05,-51.0
ABW,Aruba,2020-04-06,-47.0
ABW,Aruba,2020-04-07,-48.0
ABW,Aruba,2020-04-08,-53.0
ABW,Aruba,2020-04-09,-48.0
ABW,Aruba,2020-04-10,-88.0
ABW,Aruba,2020-04-11,-52.0
ABW,Aruba,2020-04-12,-82.0
ABW,Aruba,2020-04-13,-69.0
ABW,Aruba,2020-04-14,-45.0
ABW,Aruba,2020-04-15,-52.0
ABW,Aruba,2020-04-16,-48.0
ABW,Aruba,2020-04-17,-44.0
ABW,Aruba,2020-04-18,-54.0
ABW,Aruba,2020-04-19,-53.0
ABW,Aruba,2020-04-20,-45.0
ABW,Aruba,2020-04-21,-47.0
ABW,Aruba,2020-04-22,-52.0
ABW,Aruba,2020-04-23,-45.0
ABW,Aruba,2020-04-24,-44.0
ABW,Aruba,2020-04-25,-44.0
ABW,Aruba,2020-04-26,-40.0
ABW,Aruba,2020-04-27,-31.0
ABW,Aruba,2020-04-28,-37.0
ABW,Aruba,2020-04-29,-42.0
ABW,Aruba,2020-04-30,-38.0
ABW,Aruba,2020-05-01,-35.0
ABW,Aruba,2020-05-02,-39.0
ABW,Aruba,2020-05-03,-35.0
ABW,Aruba,2020-05-04,-29.0
ABW,Aruba,2020-05-05,-28.0
ABW,Aruba,2020-05-06,-36.0
ABW,Aruba,2020-05-07,-35.0
ABW,Aruba,2020-05-08,-31.0
ABW,Aruba,2020-05-09,-26.0
ABW,Aruba,2020-05-10,-26.0
ABW,Aruba,2020-05-11,-23.0
ABW,Aruba,2020-05-12,-28.0
ABW,Aruba,2020-05-13,-34.0
ABW,Aruba,2020-05-14,-32.0
ABW,Aruba,2020-05-15,-29.0
ABW,Aruba,2020-05-16,-28.0
ABW,Aruba,2020-05-17,-21.0
ABW,Aruba,2020-05-18,-18.0
ABW,Aruba,2020-05-19,-26.0
ABW,Aruba,2020-05-20,-30.0
ABW,Aruba,2020-05-21,-3.0
ABW,Aruba,2020-05-22,-19.0
ABW,Aruba,2020-05-23,-20.0
ABW,Aruba,2020-05-24,-12.0
ABW,Aruba,2020-05-25,-22.0
ABW,Aruba,2020-05-26,-28.0
ABW,Aruba,2020-05-27,-28.0
ABW,Aruba,2020-05-28,-24.0
ABW,Aruba,2020-05-29,-10.0
ABW,Aruba,2020-05-30,-9.0
ABW,Aruba,2020-05-31,-9.0
ABW,Aruba,2020-06-01,-18.0
ABW,Aruba,2020-06-02,-20.0
ABW,Aruba,2020-06-03,-30.0
ABW,Aruba,2020-06-04,-23.0
ABW,Aruba,2020-06-05,-7.0
ABW,Aruba,2020-06-06,-9.0
ABW,Aruba,2020-06-07,-6.0
ABW,Aruba,2020-06-08,-17.0
ABW,Aruba,2020-06-09,-20.0
ABW,Aruba,2020-06-10,-32.0
ABW,Aruba,2020-06-11,-21.0
ABW,Aruba,2020-06-12,-8.0
ABW,Aruba,2020-06-13,-5.0
ABW,Aruba,2020-06-14,-3.0
ABW,Aruba,2020-06-15,-14.0
ABW,Aruba,2020-06-16,-20.0
ABW,Aruba,2020-06-17,-30.0
ABW,Aruba,2020-06-18,-24.0
ABW,Aruba,2020-06-19,-8.0
ABW,Aruba,2020-06-20,-4.0
ABW,Aruba,2020-06-21,-13.0
ABW,Aruba,2020-06-22,-21.0
ABW,Aruba,2020-06-23,-25.0
ABW,Aruba,2020-06-24,-31.0
ABW,Aruba,2020-06-25,-20.0
ABW,Aruba,2020-06-26,-8.0
ABW,Aruba,2020-06-27,-6.0
ABW,Aruba,2020-06-28,-10.0
ABW,Aruba,2020-06-29,-9.0
ABW,Aruba,2020-06-30,-14.0
ABW,Aruba,2020-07-01,-20.0
ABW,Aruba,2020-07-02,-15.0
ABW,Aruba,2020-07-03,4.0
ABW,Aruba,2020-07-04,-8.0
ABW,Aruba,2020-07-05,2.0
ABW,Aruba,2020-07-06,-10.0
ABW,Aruba,2020-07-07,-21.0
ABW,Aruba,2020-07-08,-20.0
ABW,Aruba,2020-07-09,-16.0
ABW,Aruba,2020-07-10,4.0
ABW,Aruba,2020-07-11,-3.0
ABW,Aruba,2020-07-12,-10.0
ABW,Aruba,2020-07-13,1.0
ABW,Aruba,2020-07-14,-7.0
ABW,Aruba,2020-07-15,-11.0
ABW,Aruba,2020-07-16,-10.0
ABW,Aruba,2020-07-17,1.0
ABW,Aruba,2020-07-18,1.0
ABW,Aruba,2020-07-19,6.0
ABW,Aruba,2020-07-20,8.0
ABW,Aruba,2020-07-21,-2.0
ABW,Aruba,2020-07-22,-8.0
ABW,Aruba,2020-07-23,-4.0
ABW,Aruba,2020-07-24,8.0
ABW,Aruba,2020-07-25,-20.0
ABW,Aruba,2020-07-26,-14.0
ABW,Aruba,2020-07-27,9.0
ABW,Aruba,2020-07-28,0.0
ABW,Aruba,2020-07-29,-8.0
ABW,Aruba,2020-07-30,-2.0
ABW,Aruba,2020-07-31,11.0
ABW,Aruba,2020-08-01,8.0
ABW,Aruba,2020-08-02,12.0
ABW,Aruba,2020-08-03,11.0
ABW,Aruba,2020-08-04,-1.0
ABW,Aruba,2020-08-05,-12.0
ABW,Aruba,2020-08-06,-18.0
ABW,Aruba,2020-08-07,-16.0
ABW,Aruba,2020-08-08,-24.0
ABW,Aruba,2020-08-09,-19.0
ABW,Aruba,2020-08-10,-10.0
ABW,Aruba,2020-08-11,-14.0
ABW,Aruba,2020-08-12,-20.0
ABW,Aruba,2020-08-13,-15.0
ABW,Aruba,2020-08-14,-10.0
ABW,Aruba,2020-08-15,-13.0
ABW,Aruba,2020-08-16,-11.0
ABW,Aruba,2020-09-11,-1.0
ABW,Aruba,2020-09-12,-6.0
ABW,Aruba,2020-09-13,0.0
ABW,Aruba,2020-09-14,5.0
ABW,Aruba,2020-09-15,-4.0
ABW,Aruba,2020-09-16,-17.0
ABW,Aruba,2020-09-17,-14.0
ABW,Aruba,2020-09-18,-5.0
ABW,Aruba,2020-09-19,-9.0
ABW,Aruba,2020-09-20,-11.0
ABW,Aruba,2020-09-21,7.0
ABW,Aruba,2020-09-22,6.0
ABW,Aruba,2020-09-23,3.0
ABW,Aruba,2020-09-24,-3.0
ABW,Aruba,2020-09-25,7.0
ABW,Aruba,2020-09-26,3.0
ABW,Aruba,2020-09-27,10.0
ABW,Aruba,2020-09-28,17.0
ABW,Aruba,2020-09-29,8.0
ABW,Aruba,2020-09-30,0.0
ABW,Aruba,2020-10-01,1.0
ABW,Aruba,2020-10-02,10.0
ABW,Aruba,2020-10-03,-13.0
ABW,Aruba,2020-10-04,4.0
ABW,Aruba,2020-10-05,17.0
ABW,Aruba,2020-10-06,11.0
ABW,Aruba,2020-10-07,9.0
ABW,Aruba,2020-10-08,16.0
ABW,Aruba,2020-10-09,26.0
ABW,Aruba,2020-10-10,18.0
ABW,Aruba,2020-10-11,18.0
ABW,Aruba,2020-10-12,26.0
ABW,Aruba,2020-10-13,13.0
ABW,Aruba,2020-10-14,4.0
ABW,Aruba,2020-10-15,4.0
ABW,Aruba,2020-10-16,11.0
ABW,Aruba,2020-10-17,6.0
ABW,Aruba,2020-10-18,20.0
ABW,Aruba,2020-10-19,17.0
ABW,Aruba,2020-10-20,-15.0
ABW,Aruba,2020-10-21,4.0
ABW,Aruba,2020-10-22,8.0
ABW,Aruba,2020-10-23,23.0
ABW,Aruba,2020-10-24,21.0
ABW,Aruba,2020-10-25,9.0
ABW,Aruba,2020-10-26,24.0
ABW,Aruba,2020-10-27,19.0
ABW,Aruba,2020-10-28,9.0
ABW,Aruba,2020-10-29,12.0
ABW,Aruba,2020-10-30,26.0
ABW,Aruba,2020-10-31,25.0
ABW,Aruba,2020-11-01,18.0
ABW,Aruba,2020-11-02,25.0
ABW,Aruba,2020-11-03,13.0
ABW,Aruba,2020-11-04,5.0
ABW,Aruba,2020-11-05,4.0
ABW,Aruba,2020-11-06,26.0
ABW,Aruba,2020-11-07,20.0
ABW,Aruba,2020-11-08,13.0
ABW,Aruba,2020-11-09,23.0
ABW,Aruba,2020-11-10,18.0
ABW,Aruba,2020-11-11,13.0
ABW,Aruba,2020-11-12,7.0
ABW,Aruba,2020-11-13,3.0
ABW,Aruba,2020-11-14,16.0
ABW,Aruba,2020-11-15,16.0
ABW,Aruba,2020-11-16,16.0
ABW,Aruba,2020-11-17,13.0
ABW,Aruba,2020-11-18,9.0
ABW,Aruba,2020-11-19,15.0
ABW,Aruba,2020-11-20,19.0
ABW,Aruba,2020-11-21,16.0
ABW,Aruba,2020-11-22,12.0
ABW,Aruba,2020-11-23,36.0
ABW,Aruba,2020-11-24,30.0
ABW,Aruba,2020-11-25,22.0
ABW,Aruba,2020-11-26,30.0
ABW,Aruba,2020-11-27,66.0
ABW,Aruba,2020-11-28,33.0
ABW,Aruba,2020-11-29,17.0
ABW,Aruba,2020-11-30,45.0
ABW,Aruba,2020-12-01,30.0
ABW,Aruba,2020-12-02,16.0
ABW,Aruba,2020-12-03,20.0
ABW,Aruba,2020-12-04,38.0
ABW,Aruba,2020-12-05,28.0
ABW,Aruba,2020-12-06,26.0
ABW,Aruba,2020-12-07,42.0
ABW,Aruba,2020-12-08,34.0
ABW,Aruba,2020-12-09,23.0
ABW,Aruba,2020-12-10,35.0
ABW,Aruba,2020-12-11,48.0
ABW,Aruba,2020-12-12,41.0
ABW,Aruba,2020-12-13,42.0
AFG,Afghanistan,2020-02-15,0.0
AFG,Afghanistan,2020-02-16,1.0
AFG,Afghanistan,2020-02-17,2.0
AFG,Afghanistan,2020-02-18,3.0
AFG,Afghanistan,2020-02-19,1.0
AFG,Afghanistan,2020-02-20,-1.0
AFG,Afghanistan,2020-02-21,4.0
AFG,Afghanistan,2020-02-22,6.0
AFG,Afghanistan,2020-02-23,2.0
AFG,Afghanistan,2020-02-24,4.0
AFG,Afghanistan,2020-02-25,1.0
AFG,Afghanistan,2020-02-26,2.0
AFG,Afghanistan,2020-02-27,1.0
AFG,Afghanistan,2020-02-28,1.0
AFG,Afghanistan,2020-02-29,0.0
AFG,Afghanistan,2020-03-01,2.0
AFG,Afghanistan,2020-03-02,3.0
AFG,Afghanistan,2020-03-03,2.0
AFG,Afghanistan,2020-03-04,1.0
AFG,Afghanistan,2020-03-05,2.0
AFG,Afghanistan,2020-03-06,8.0
AFG,Afghanistan,2020-03-07,4.0
AFG,Afghanistan,2020-03-08,4.0
AFG,Afghanistan,2020-03-09,-4.0
AFG,Afghanistan,2020-03-10,1.0
AFG,Afghanistan,2020-03-11,2.0
AFG,Afghanistan,2020-03-12,1.0
AFG,Afghanistan,2020-03-13,6.0
AFG,Afghanistan,2020-03-14,5.0
AFG,Afghanistan,2020-03-15,5.0
AFG,Afghanistan,2020-03-16,2.0
AFG,Afghanistan,2020-03-17,3.0
AFG,Afghanistan,2020-03-18,5.0
AFG,Afghanistan,2020-03-19,5.0
AFG,Afghanistan,2020-03-20,7.0
AFG,Afghanistan,2020-03-21,1.0
AFG,Afghanistan,2020-03-22,-2.0
AFG,Afghanistan,2020-03-23,0.0
AFG,Afghanistan,2020-03-24,-1.0
AFG,Afghanistan,2020-03-25,-3.0
AFG,Afghanistan,2020-03-26,-4.0
AFG,Afghanistan,2020-03-27,-2.0
AFG,Afghanistan,2020-03-28,-7.0
AFG,Afghanistan,2020-03-29,-13.0
AFG,Afghanistan,2020-03-30,-15.0
AFG,Afghanistan,2020-03-31,-14.0
AFG,Afghanistan,2020-04-01,-9.0
AFG,Afghanistan,2020-04-02,-10.0
AFG,Afghanistan,2020-04-03,-8.0
AFG,Afghanistan,2020-04-04,-11.0
AFG,Afghanistan,2020-04-05,-13.0
AFG,Afghanistan,2020-04-06,-11.0
AFG,Afghanistan,2020-04-07,-11.0
AFG,Afghanistan,2020-04-08,-12.0
AFG,Afghanistan,2020-04-09,-13.0
AFG,Afghanistan,2020-04-10,-10.0
AFG,Afghanistan,2020-04-11,-12.0
AFG,Afghanistan,2020-04-12,-18.0
AFG,Afghanistan,2020-04-13,-13.0
AFG,Afghanistan,2020-04-14,-14.0
AFG,Afghanistan,2020-04-15,-10.0
AFG,Afghanistan,2020-04-16,-13.0
AFG,Afghanistan,2020-04-17,-12.0
AFG,Afghanistan,2020-04-18,-15.0
AFG,Afghanistan,2020-04-19,-16.0
AFG,Afghanistan,2020-04-20,-13.0
AFG,Afghanistan,2020-04-21,-13.0
AFG,Afghanistan,2020-04-22,-14.0
AFG,Afghanistan,2020-04-23,-16.0
AFG,Afghanistan,2020-04-24,-25.0
AFG,Afghanistan,2020-04-25,-23.0
AFG,Afghanistan,2020-04-26,-23.0
AFG,Afghanistan,2020-04-27,-22.0
AFG,Afghanistan,2020-04-28,-19.0
AFG,Afghanistan,2020-04-29,-16.0
AFG,Afghanistan,2020-04-30,-19.0
AFG,Afghanistan,2020-05-01,-23.0
AFG,Afghanistan,2020-05-02,-22.0
AFG,Afghanistan,2020-05-03,-27.0
AFG,Afghanistan,2020-05-04,-22.0
AFG,Afghanistan,2020-05-05,-21.0
AFG,Afghanistan,2020-05-06,-20.0
AFG,Afghanistan,2020-05-07,-21.0
AFG,Afghanistan,2020-05-08,-18.0
AFG,Afghanistan,2020-05-09,-20.0
AFG,Afghanistan,2020-05-10,-24.0
AFG,Afghanistan,2020-05-11,-19.0
AFG,Afghanistan,2020-05-12,-19.0
AFG,Afghanistan,2020-05-13,-19.0
AFG,Afghanistan,2020-05-14,-16.0
AFG,Afghanistan,2020-05-15,-15.0
AFG,Afghanistan,2020-05-16,-12.0
AFG,Afghanistan,2020-05-17,-21.0
AFG,Afghanistan,2020-05-18,-15.0
AFG,Afghanistan,2020-07-03,-1.0
AFG,Afghanistan,2020-07-04,-3.0
AFG,Afghanistan,2020-07-05,-3.0
AFG,Afghanistan,2020-07-06,-1.0
AFG,Afghanistan,2020-07-07,-3.0
AFG,Afghanistan,2020-07-08,-3.0
AFG,Afghanistan,2020-07-09,-1.0
AFG,Afghanistan,2020-07-10,3.0
AFG,Afghanistan,2020-07-11,3.0
AFG,Afghanistan,2020-07-12,-3.0
AFG,Afghanistan,2020-07-13,-1.0
AFG,Afghanistan,2020-07-14,-2.0
AFG,Afghanistan,2020-07-15,-2.0
AFG,Afghanistan,2020-07-16,-5.0
AFG,Afghanistan,2020-07-17,3.0
AFG,Afghanistan,2020-07-18,-2.0
AFG,Afghanistan,2020-07-19,-1.0
AFG,Afghanistan,2020-07-20,-2.0
AFG,Afghanistan,2020-07-21,0.0
AFG,Afghanistan,2020-07-22,-4.0
AFG,Afghanistan,2020-07-23,-3.0
AFG,Afghanistan,2020-07-24,1.0
AFG,Afghanistan,2020-07-25,3.0
AFG,Afghanistan,2020-07-26,0.0
AFG,Afghanistan,2020-07-27,2.0
AFG,Afghanistan,2020-07-28,3.0
AFG,Afghanistan,2020-07-29,3.0
AFG,Afghanistan,2020-07-30,0.0
AFG,Afghanistan,2020-07-31,3.0
AFG,Afghanistan,2020-08-01,9.0
AFG,Afghanistan,2020-08-02,8.0
AFG,Afghanistan,2020-08-03,12.0
AFG,Afghanistan,2020-08-04,10.0
AFG,Afghanistan,2020-08-05,6.0
AFG,Afghanistan,2020-08-06,5.0
AFG,Afghanistan,2020-08-07,9.0
AFG,Afghanistan,2020-08-08,2.0
AFG,Afghanistan,2020-08-09,2.0
AFG,Afghanistan,2020-08-10,11.0
AFG,Afghanistan,2020-08-11,9.0
AFG,Afghanistan,2020-08-12,5.0
AFG,Afghanistan,2020-08-13,7.0
AFG,Afghanistan,2020-08-14,12.0
AFG,Afghanistan,2020-08-15,9.0
AFG,Afghanistan,2020-08-16,9.0
AFG,Afghanistan,2020-08-17,11.0
AFG,Afghanistan,2020-08-18,2.0
AFG,Afghanistan,2020-08-19,7.0
AFG,Afghanistan,2020-08-20,8.0
AFG,Afghanistan,2020-08-21,12.0
AFG,Afghanistan,2020-08-22,11.0
AFG,Afghanistan,2020-08-23,7.0
AFG,Afghanistan,2020-08-24,9.0
AFG,Afghanistan,2020-08-25,8.0
AFG,Afghanistan,2020-08-26,6.0
AFG,Afghanistan,2020-08-27,6.0
AFG,Afghanistan,2020-08-28,7.0
AFG,Afghanistan,2020-08-29,2.0
AFG,Afghanistan,2020-08-30,-8.0
AFG,Afghanistan,2020-08-31,12.0
AFG,Afghanistan,2020-09-01,10.0
AFG,Afghanistan,2020-09-02,9.0
AFG,Afghanistan,2020-09-03,9.0
AFG,Afghanistan,2020-09-04,7.0
AFG,Afghanistan,2020-09-05,14.0
AFG,Afghanistan,2020-09-06,10.0
AFG,Afghanistan,2020-09-07,15.0
AFG,Afghanistan,2020-09-08,0.0
AFG,Afghanistan,2020-09-09,12.0
AFG,Afghanistan,2020-09-10,17.0
AFG,Afghanistan,2020-09-11,8.0
AFG,Afghanistan,2020-09-12,12.0
AFG,Afghanistan,2020-09-13,9.0
AFG,Afghanistan,2020-09-14,12.0
AFG,Afghanistan,2020-09-15,11.0
AFG,Afghanistan,2020-09-16,12.0
AFG,Afghanistan,2020-09-17,11.0
AFG,Afghanistan,2020-09-18,4.0
AFG,Afghanistan,2020-09-19,15.0
AFG,Afghanistan,2020-09-20,12.0
AFG,Afghanistan,2020-09-21,17.0
AFG,Afghanistan,2020-09-22,16.0
AFG,Afghanistan,2020-09-23,19.0
AFG,Afghanistan,2020-09-24,17.0
AFG,Afghanistan,2020-09-25,13.0
AFG,Afghanistan,2020-09-26,19.0
AFG,Afghanistan,2020-09-27,22.0
AFG,Afghanistan,2020-09-28,21.0
AFG,Afghanistan,2020-09-29,16.0
AFG,Afghanistan,2020-09-30,6.0
AFG,Afghanistan,2020-10-01,1.0
AFG,Afghanistan,2020-10-02,-7.0
AFG,Afghanistan,2020-10-03,0.0
AFG,Afghanistan,2020-10-04,5.0
AFG,Afghanistan,2020-10-05,-2.0
AFG,Afghanistan,2020-10-06,-1.0
AFG,Afghanistan,2020-10-07,-2.0
AFG,Afghanistan,2020-10-08,0.0
AFG,Afghanistan,2020-10-09,-4.0
AFG,Afghanistan,2020-10-10,2.0
AFG,Afghanistan,2020-10-11,5.0
AFG,Afghanistan,2020-10-12,1.0
AFG,Afghanistan,2020-10-13,0.0
AFG,Afghanistan,2020-10-14,0.0
AFG,Afghanistan,2020-10-15,-1.0
AFG,Afghanistan,2020-10-16,-3.0
AFG,Afghanistan,2020-10-17,0.0
AFG,Afghanistan,2020-10-18,4.0
AFG,Afghanistan,2020-10-19,2.0
AFG,Afghanistan,2020-10-20,-1.0
AFG,Afghanistan,2020-10-21,-1.0
AFG,Afghanistan,2020-10-22,0.0
AFG,Afghanistan,2020-10-23,-6.0
AFG,Afghanistan,2020-10-24,6.0
AFG,Afghanistan,2020-10-25,2.0
AFG,Afghanistan,2020-10-26,1.0
AFG,Afghanistan,2020-10-27,-1.0
AFG,Afghanistan,2020-10-28,-2.0
AFG,Afghanistan,2020-10-29,-15.0
AFG,Afghanistan,2020-10-30,-9.0
AFG,Afghanistan,2020-10-31,-2.0
AFG,Afghanistan,2020-11-01,-2.0
AFG,Afghanistan,2020-11-02,-6.0
AFG,Afghanistan,2020-11-03,-5.0
AFG,Afghanistan,2020-11-04,-3.0
AFG,Afghanistan,2020-11-05,1.0
AFG,Afghanistan,2020-11-06,-5.0
AFG,Afghanistan,2020-11-07,1.0
AFG,Afghanistan,2020-11-08,-2.0
AFG,Afghanistan,2020-11-09,-2.0
AFG,Afghanistan,2020-11-10,-1.0
AFG,Afghanistan,2020-11-11,1.0
AFG,Afghanistan,2020-11-12,2.0
AFG,Afghanistan,2020-11-13,-3.0
AFG,Afghanistan,2020-11-14,5.0
AFG,Afghanistan,2020-11-15,0.0
AFG,Afghanistan,2020-11-16,4.0
AFG,Afghanistan,2020-11-17,3.0
AFG,Afghanistan,2020-11-18,2.0
AFG,Afghanistan,2020-11-19,-6.0
AFG,Afghanistan,2020-11-20,-5.0
AFG,Afghanistan,2020-11-21,1.0
AFG,Afghanistan,2020-11-22,5.0
AFG,Afghanistan,2020-11-23,2.0
AFG,Afghanistan,2020-11-24,5.0
AFG,Afghanistan,2020-11-25,2.0
AFG,Afghanistan,2020-11-26,5.0
AFG,Afghanistan,2020-11-27,0.0
AFG,Afghanistan,2020-11-28,5.0
AFG,Afghanistan,2020-11-29,3.0
AFG,Afghanistan,2020-11-30,2.0
AFG,Afghanistan,2020-12-01,4.0
AFG,Afghanistan,2020-12-02,6.0
AFG,Afghanistan,2020-12-03,5.0
AFG,Afghanistan,2020-12-04,3.0
AFG,Afghanistan,2020-12-05,8.0
AFG,Afghanistan,2020-12-06,10.0
AFG,Afghanistan,2020-12-07,10.0
AFG,Afghanistan,2020-12-08,8.0
AFG,Afghanistan,2020-12-09,11.0
AFG,Afghanistan,2020-12-10,17.0
AFG,Afghanistan,2020-12-11,15.0
AFG,Afghanistan,2020-12-12,22.0
AFG,Afghanistan,2020-12-13,26.0
AGO,Angola,2020-02-15,7.0
AGO,Angola,2020-02-16,-11.0
AGO,Angola,2020-02-17,2.0
AGO,Angola,2020-02-18,-4.0
AGO,Angola,2020-02-19,-3.0
AGO,Angola,2020-02-20,0.0
AGO,Angola,2020-02-21,3.0
AGO,Angola,2020-02-22,14.0
AGO,Angola,2020-02-23,5.0
AGO,Angola,2020-02-24,3.0
AGO,Angola,2020-02-25,-12.0
AGO,Angola,2020-02-26,-2.0
AGO,Angola,2020-02-27,5.0
AGO,Angola,2020-02-28,8.0
AGO,Angola,2020-02-29,9.0
AGO,Angola,2020-03-01,-1.0
AGO,Angola,2020-03-02,8.0
AGO,Angola,2020-03-03,8.0
AGO,Angola,2020-03-04,12.0
AGO,Angola,2020-03-05,17.0
AGO,Angola,2020-03-06,10.0
AGO,Angola,2020-03-07,18.0
AGO,Angola,2020-03-08,4.0
AGO,Angola,2020-03-09,7.0
AGO,Angola,2020-03-10,3.0
AGO,Angola,2020-03-11,5.0
AGO,Angola,2020-03-12,10.0
AGO,Angola,2020-03-13,5.0
AGO,Angola,2020-03-14,8.0
AGO,Angola,2020-03-15,-4.0
AGO,Angola,2020-03-16,1.0
AGO,Angola,2020-03-17,0.0
AGO,Angola,2020-03-18,-1.0
AGO,Angola,2020-03-19,5.0
AGO,Angola,2020-03-20,-5.0
AGO,Angola,2020-03-21,-8.0
AGO,Angola,2020-03-22,-29.0
AGO,Angola,2020-03-23,-31.0
AGO,Angola,2020-03-24,-21.0
AGO,Angola,2020-03-25,-24.0
AGO,Angola,2020-03-26,-9.0
AGO,Angola,2020-03-27,-32.0
AGO,Angola,2020-03-28,-28.0
AGO,Angola,2020-03-29,-39.0
AGO,Angola,2020-03-30,-35.0
AGO,Angola,2020-03-31,-37.0
AGO,Angola,2020-04-01,-40.0
AGO,Angola,2020-04-02,-34.0
AGO,Angola,2020-04-03,-41.0
AGO,Angola,2020-04-04,-37.0
AGO,Angola,2020-04-05,-48.0
AGO,Angola,2020-04-06,-37.0
AGO,Angola,2020-04-07,-41.0
AGO,Angola,2020-04-08,-41.0
AGO,Angola,2020-04-09,-34.0
AGO,Angola,2020-04-10,-49.0
AGO,Angola,2020-04-11,-37.0
AGO,Angola,2020-04-12,-45.0
AGO,Angola,2020-04-13,-39.0
AGO,Angola,2020-04-14,-40.0
AGO,Angola,2020-04-15,-41.0
AGO,Angola,2020-04-16,-36.0
AGO,Angola,2020-04-17,-43.0
AGO,Angola,2020-04-18,-39.0
AGO,Angola,2020-04-19,-47.0
AGO,Angola,2020-04-20,-38.0
AGO,Angola,2020-04-21,-37.0
AGO,Angola,2020-04-22,-41.0
AGO,Angola,2020-04-23,-36.0
AGO,Angola,2020-04-24,-39.0
AGO,Angola,2020-04-25,-27.0
AGO,Angola,2020-04-26,-41.0
AGO,Angola,2020-04-27,-26.0
AGO,Angola,2020-04-28,-19.0
AGO,Angola,2020-04-29,-22.0
AGO,Angola,2020-04-30,-13.0
AGO,Angola,2020-05-01,-38.0
AGO,Angola,2020-05-02,-21.0
AGO,Angola,2020-05-03,-40.0
AGO,Angola,2020-05-04,-24.0
AGO,Angola,2020-05-05,-26.0
AGO,Angola,2020-05-06,-26.0
AGO,Angola,2020-05-07,-19.0
AGO,Angola,2020-05-08,-27.0
AGO,Angola,2020-05-09,-19.0
AGO,Angola,2020-05-10,-37.0
AGO,Angola,2020-05-11,-24.0
AGO,Angola,2020-05-12,-21.0
AGO,Angola,2020-05-13,-25.0
AGO,Angola,2020-05-14,-17.0
AGO,Angola,2020-05-15,-24.0
AGO,Angola,2020-05-16,-15.0
AGO,Angola,2020-05-17,-37.0
AGO,Angola,2020-05-18,-22.0
AGO,Angola,2020-05-19,-24.0
AGO,Angola,2020-05-20,-25.0
AGO,Angola,2020-05-21,-15.0
AGO,Angola,2020-05-22,-22.0
AGO,Angola,2020-05-23,-19.0
AGO,Angola,2020-05-24,-35.0
AGO,Angola,2020-05-25,-21.0
AGO,Angola,2020-05-26,-21.0
AGO,Angola,2020-05-27,-17.0
AGO,Angola,2020-05-28,-11.0
AGO,Angola,2020-05-29,-11.0
AGO,Angola,2020-05-30,-4.0
AGO,Angola,2020-05-31,-21.0
AGO,Angola,2020-06-01,-5.0
AGO,Angola,2020-06-02,-7.0
AGO,Angola,2020-06-03,-10.0
AGO,Angola,2020-06-04,-6.0
AGO,Angola,2020-06-05,-13.0
AGO,Angola,2020-06-06,-8.0
AGO,Angola,2020-06-07,-24.0
AGO,Angola,2020-06-08,-11.0
AGO,Angola,2020-06-09,-13.0
AGO,Angola,2020-06-10,-10.0
AGO,Angola,2020-06-11,-2.0
AGO,Angola,2020-06-12,-11.0
AGO,Angola,2020-06-13,-8.0
AGO,Angola,2020-06-14,-25.0
AGO,Angola,2020-06-15,-10.0
AGO,Angola,2020-06-16,-11.0
AGO,Angola,2020-06-17,-13.0
AGO,Angola,2020-06-18,-9.0
