iso_code,country,date,icl_i12_health_9
ARE,United Arab Emirates,2020-04-06,62.8748236954689
ARE,United Arab Emirates,2020-04-07,62.8748236954689
ARE,United Arab Emirates,2020-04-08,62.8748236954689
ARE,United Arab Emirates,2020-04-09,62.8748236954689
ARE,United Arab Emirates,2020-04-10,62.8748236954689
ARE,United Arab Emirates,2020-04-11,62.8748236954689
ARE,United Arab Emirates,2020-04-12,62.8748236954689
ARE,United Arab Emirates,2020-04-27,62.5246678063828
ARE,United Arab Emirates,2020-04-28,62.5246678063828
ARE,United Arab Emirates,2020-04-29,62.5246678063828
ARE,United Arab Emirates,2020-04-30,62.5246678063828
ARE,United Arab Emirates,2020-05-01,62.5246678063828
ARE,United Arab Emirates,2020-05-02,62.5246678063828
ARE,United Arab Emirates,2020-05-03,62.5246678063828
ARE,United Arab Emirates,2020-05-11,64.2327810419933
ARE,United Arab Emirates,2020-05-12,64.2327810419933
ARE,United Arab Emirates,2020-05-13,64.2327810419933
ARE,United Arab Emirates,2020-05-14,64.2327810419933
ARE,United Arab Emirates,2020-05-15,64.2327810419933
ARE,United Arab Emirates,2020-05-16,64.2327810419933
ARE,United Arab Emirates,2020-05-17,64.2327810419933
ARE,United Arab Emirates,2020-05-25,61.6057904948468
ARE,United Arab Emirates,2020-05-26,61.6057904948468
ARE,United Arab Emirates,2020-05-27,61.6057904948468
ARE,United Arab Emirates,2020-05-28,61.6057904948468
ARE,United Arab Emirates,2020-05-29,61.6057904948468
ARE,United Arab Emirates,2020-05-30,61.6057904948468
ARE,United Arab Emirates,2020-05-31,61.6057904948468
ARE,United Arab Emirates,2020-06-08,54.3897957753841
ARE,United Arab Emirates,2020-06-09,54.3897957753841
ARE,United Arab Emirates,2020-06-10,54.3897957753841
ARE,United Arab Emirates,2020-06-11,54.3897957753841
ARE,United Arab Emirates,2020-06-12,54.3897957753841
ARE,United Arab Emirates,2020-06-13,54.3897957753841
ARE,United Arab Emirates,2020-06-14,54.3897957753841
ARE,United Arab Emirates,2020-06-22,55.1959860942056
ARE,United Arab Emirates,2020-06-23,55.1959860942056
ARE,United Arab Emirates,2020-06-24,55.1959860942056
ARE,United Arab Emirates,2020-06-25,55.1959860942056
ARE,United Arab Emirates,2020-06-26,55.1959860942056
ARE,United Arab Emirates,2020-06-27,55.1959860942056
ARE,United Arab Emirates,2020-06-28,55.1959860942056
ARE,United Arab Emirates,2020-07-06,52.1500890469829
ARE,United Arab Emirates,2020-07-07,52.1500890469829
ARE,United Arab Emirates,2020-07-08,52.1500890469829
ARE,United Arab Emirates,2020-07-09,52.1500890469829
ARE,United Arab Emirates,2020-07-10,52.1500890469829
ARE,United Arab Emirates,2020-07-11,52.1500890469829
ARE,United Arab Emirates,2020-07-12,52.1500890469829
ARE,United Arab Emirates,2020-07-20,46.9528311275267
ARE,United Arab Emirates,2020-07-21,46.9528311275267
ARE,United Arab Emirates,2020-07-22,46.9528311275267
ARE,United Arab Emirates,2020-07-23,46.9528311275267
ARE,United Arab Emirates,2020-07-24,46.9528311275267
ARE,United Arab Emirates,2020-07-25,46.9528311275267
ARE,United Arab Emirates,2020-07-26,46.9528311275267
ARE,United Arab Emirates,2020-08-03,44.6001376045729
ARE,United Arab Emirates,2020-08-04,44.6001376045729
ARE,United Arab Emirates,2020-08-05,44.6001376045729
ARE,United Arab Emirates,2020-08-06,44.6001376045729
ARE,United Arab Emirates,2020-08-07,44.6001376045729
ARE,United Arab Emirates,2020-08-08,44.6001376045729
ARE,United Arab Emirates,2020-08-09,44.6001376045729
ARE,United Arab Emirates,2020-08-17,46.5804813570407
ARE,United Arab Emirates,2020-08-18,46.5804813570407
ARE,United Arab Emirates,2020-08-19,46.5804813570407
ARE,United Arab Emirates,2020-08-20,46.5804813570407
ARE,United Arab Emirates,2020-08-21,46.5804813570407
ARE,United Arab Emirates,2020-08-22,46.5804813570407
ARE,United Arab Emirates,2020-08-23,46.5804813570407
ARE,United Arab Emirates,2020-08-31,44.4902954071192
ARE,United Arab Emirates,2020-09-01,44.4902954071192
ARE,United Arab Emirates,2020-09-02,44.4902954071192
ARE,United Arab Emirates,2020-09-03,44.4902954071192
ARE,United Arab Emirates,2020-09-04,44.4902954071192
ARE,United Arab Emirates,2020-09-05,44.4902954071192
ARE,United Arab Emirates,2020-09-06,44.4902954071192
ARE,United Arab Emirates,2020-09-14,41.4513281522827
ARE,United Arab Emirates,2020-09-15,41.4513281522827
ARE,United Arab Emirates,2020-09-16,41.4513281522827
ARE,United Arab Emirates,2020-09-17,41.4513281522827
ARE,United Arab Emirates,2020-09-18,41.4513281522827
ARE,United Arab Emirates,2020-09-19,41.4513281522827
ARE,United Arab Emirates,2020-09-20,41.4513281522827
AUS,Australia,2020-03-30,60.8304706474119
AUS,Australia,2020-03-31,60.8304706474119
AUS,Australia,2020-04-01,60.8304706474119
AUS,Australia,2020-04-02,60.8304706474119
AUS,Australia,2020-04-03,60.8304706474119
AUS,Australia,2020-04-04,60.8304706474119
AUS,Australia,2020-04-05,60.8304706474119
AUS,Australia,2020-04-06,55.8405369867277
AUS,Australia,2020-04-07,55.8405369867277
AUS,Australia,2020-04-08,55.8405369867277
AUS,Australia,2020-04-09,55.8405369867277
AUS,Australia,2020-04-10,55.8405369867277
AUS,Australia,2020-04-11,55.8405369867277
AUS,Australia,2020-04-12,55.8405369867277
AUS,Australia,2020-04-13,58.3171844138074
AUS,Australia,2020-04-14,58.3171844138074
AUS,Australia,2020-04-15,58.3171844138074
AUS,Australia,2020-04-16,58.3171844138074
AUS,Australia,2020-04-17,58.3171844138074
AUS,Australia,2020-04-18,58.3171844138074
AUS,Australia,2020-04-19,58.3171844138074
AUS,Australia,2020-04-20,61.0293416744051
AUS,Australia,2020-04-21,61.0293416744051
AUS,Australia,2020-04-22,61.0293416744051
AUS,Australia,2020-04-23,61.0293416744051
AUS,Australia,2020-04-24,61.0293416744051
AUS,Australia,2020-04-25,61.0293416744051
AUS,Australia,2020-04-26,61.0293416744051
