iso_code,country,date,owid_total_cases_per_million
AFG,Afghanistan,2020-02-24,0.026
AFG,Afghanistan,2020-02-25,0.026
AFG,Afghanistan,2020-02-26,0.026
AFG,Afghanistan,2020-02-27,0.026
AFG,Afghanistan,2020-02-28,0.026
AFG,Afghanistan,2020-02-29,0.026
AFG,Afghanistan,2020-03-01,0.026
AFG,Afghanistan,2020-03-02,0.026
AFG,Afghanistan,2020-03-03,0.051
AFG,Afghanistan,2020-03-04,0.103
AFG,Afghanistan,2020-03-05,0.103
AFG,Afghanistan,2020-03-06,0.103
AFG,Afghanistan,2020-03-07,0.103
AFG,Afghanistan,2020-03-08,0.128
AFG,Afghanistan,2020-03-09,0.18
AFG,Afghanistan,2020-03-10,0.206
AFG,Afghanistan,2020-03-11,0.283
AFG,Afghanistan,2020-03-12,0.308
AFG,Afghanistan,2020-03-13,0.334
AFG,Afghanistan,2020-03-14,0.385
AFG,Afghanistan,2020-03-15,0.411
AFG,Afghanistan,2020-03-16,0.462
AFG,Afghanistan,2020-03-17,0.514
AFG,Afghanistan,2020-03-18,0.617
AFG,Afghanistan,2020-03-19,0.642
AFG,Afghanistan,2020-03-20,0.745
AFG,Afghanistan,2020-03-21,0.771
AFG,Afghanistan,2020-03-22,0.873
AFG,Afghanistan,2020-03-23,1.053
AFG,Afghanistan,2020-03-24,1.105
AFG,Afghanistan,2020-03-25,1.952
AFG,Afghanistan,2020-03-26,2.055
AFG,Afghanistan,2020-03-27,2.338
AFG,Afghanistan,2020-03-28,2.749
AFG,Afghanistan,2020-03-29,3.031
AFG,Afghanistan,2020-03-30,3.75
AFG,Afghanistan,2020-03-31,4.495
AFG,Afghanistan,2020-04-01,5.061
AFG,Afghanistan,2020-04-02,6.165
AFG,Afghanistan,2020-04-03,7.064
AFG,Afghanistan,2020-04-04,7.706
AFG,Afghanistan,2020-04-05,8.683
AFG,Afghanistan,2020-04-06,9.453
AFG,Afghanistan,2020-04-07,10.892
AFG,Afghanistan,2020-04-08,11.431
AFG,Afghanistan,2020-04-09,12.459
AFG,Afghanistan,2020-04-10,13.666
AFG,Afghanistan,2020-04-11,14.283
AFG,Afghanistan,2020-04-12,15.618
AFG,Afghanistan,2020-04-13,17.108
AFG,Afghanistan,2020-04-14,18.367
AFG,Afghanistan,2020-04-15,20.165
AFG,Afghanistan,2020-04-16,21.604
AFG,Afghanistan,2020-04-17,23.299
AFG,Afghanistan,2020-04-18,23.993
AFG,Afghanistan,2020-04-19,25.611
AFG,Afghanistan,2020-04-20,26.382
AFG,Afghanistan,2020-04-21,28.077
AFG,Afghanistan,2020-04-22,30.235
AFG,Afghanistan,2020-04-23,31.751
AFG,Afghanistan,2020-04-24,34.191
AFG,Afghanistan,2020-04-25,37.608
AFG,Afghanistan,2020-04-26,39.354
AFG,Afghanistan,2020-04-27,43.773
AFG,Afghanistan,2020-04-28,47.009
AFG,Afghanistan,2020-04-29,49.835
AFG,Afghanistan,2020-04-30,54.639
AFG,Afghanistan,2020-05-01,58.852
AFG,Afghanistan,2020-05-02,63.45
AFG,Afghanistan,2020-05-03,69.487
AFG,Afghanistan,2020-05-04,74.367
AFG,Afghanistan,2020-05-05,82.845
AFG,Afghanistan,2020-05-06,87.16
AFG,Afghanistan,2020-05-07,91.553
AFG,Afghanistan,2020-05-08,97.127
AFG,Afghanistan,2020-05-09,103.832
AFG,Afghanistan,2020-05-10,113.105
AFG,Afghanistan,2020-05-11,120.401
AFG,Afghanistan,2020-05-12,127.619
AFG,Afghanistan,2020-05-13,134.272
AFG,Afghanistan,2020-05-14,144.882
AFG,Afghanistan,2020-05-15,155.517
AFG,Afghanistan,2020-05-16,164.482
AFG,Afghanistan,2020-05-17,171.212
AFG,Afghanistan,2020-05-18,181.693
AFG,Afghanistan,2020-05-19,196.618
AFG,Afghanistan,2020-05-20,209.256
AFG,Afghanistan,2020-05-21,222.897
AFG,Afghanistan,2020-05-22,236.82
AFG,Afghanistan,2020-05-23,256.908
AFG,Afghanistan,2020-05-24,271.91
AFG,Afghanistan,2020-05-25,287.092
AFG,Afghanistan,2020-05-26,303.994
AFG,Afghanistan,2020-05-27,320.05
AFG,Afghanistan,2020-05-28,334.949
AFG,Afghanistan,2020-05-29,350.953
AFG,Afghanistan,2020-05-30,373.199
AFG,Afghanistan,2020-05-31,390.667
AFG,Afghanistan,2020-06-01,404.667
AFG,Afghanistan,2020-06-02,424.164
AFG,Afghanistan,2020-06-03,443.636
AFG,Afghanistan,2020-06-04,463.852
AFG,Afghanistan,2020-06-05,487.357
AFG,Afghanistan,2020-06-06,502.308
AFG,Afghanistan,2020-06-07,522.627
AFG,Afghanistan,2020-06-08,537.398
AFG,Afghanistan,2020-06-09,551.321
AFG,Afghanistan,2020-06-10,568.891
AFG,Afghanistan,2020-06-11,588.106
AFG,Afghanistan,2020-06-12,604.958
AFG,Afghanistan,2020-06-13,619.24
AFG,Afghanistan,2020-06-14,636.297
AFG,Afghanistan,2020-06-15,655.846
AFG,Afghanistan,2020-06-16,675.96
AFG,Afghanistan,2020-06-17,690.448
AFG,Afghanistan,2020-06-18,707.351
AFG,Afghanistan,2020-06-19,716.239
AFG,Afghanistan,2020-06-20,730.265
AFG,Afghanistan,2020-06-21,740.771
AFG,Afghanistan,2020-06-22,748.735
AFG,Afghanistan,2020-06-23,757.058
AFG,Afghanistan,2020-06-24,763.069
AFG,Afghanistan,2020-06-25,774.885
AFG,Afghanistan,2020-06-26,781.975
AFG,Afghanistan,2020-06-27,786.214
AFG,Afghanistan,2020-06-28,795.23
AFG,Afghanistan,2020-06-29,802.192
AFG,Afghanistan,2020-06-30,809.359
AFG,Afghanistan,2020-07-01,817.553
AFG,Afghanistan,2020-07-02,822.331
AFG,Afghanistan,2020-07-03,830.089
AFG,Afghanistan,2020-07-04,839.029
AFG,Afghanistan,2020-07-05,846.196
AFG,Afghanistan,2020-07-06,852.335
AFG,Afghanistan,2020-07-07,857.319
AFG,Afghanistan,2020-07-08,862.713
AFG,Afghanistan,2020-07-09,870.779
AFG,Afghanistan,2020-07-10,878.126
AFG,Afghanistan,2020-07-11,882.545
AFG,Afghanistan,2020-07-12,884.728
AFG,Afghanistan,2020-07-13,888.684
AFG,Afghanistan,2020-07-14,892.152
AFG,Afghanistan,2020-07-15,898.677
AFG,Afghanistan,2020-07-16,900.629
AFG,Afghanistan,2020-07-17,904.714
AFG,Afghanistan,2020-07-18,906.255
AFG,Afghanistan,2020-07-19,910.725
AFG,Afghanistan,2020-07-20,911.752
AFG,Afghanistan,2020-07-21,914.629
AFG,Afghanistan,2020-07-22,917.506
AFG,Afghanistan,2020-07-23,922.67
AFG,Afghanistan,2020-07-24,924.211
AFG,Afghanistan,2020-07-25,925.444
AFG,Afghanistan,2020-07-26,928.552
AFG,Afghanistan,2020-07-27,931.275
AFG,Afghanistan,2020-07-28,933.973
AFG,Afghanistan,2020-07-29,936.67
AFG,Afghanistan,2020-07-30,938.442
AFG,Afghanistan,2020-07-31,941.859
AFG,Afghanistan,2020-08-01,942.758
AFG,Afghanistan,2020-08-02,942.784
AFG,Afghanistan,2020-08-03,943.708
AFG,Afghanistan,2020-08-04,944.633
AFG,Afghanistan,2020-08-05,945.84
AFG,Afghanistan,2020-08-06,948.615
AFG,Afghanistan,2020-08-07,950.618
AFG,Afghanistan,2020-08-08,951.646
AFG,Afghanistan,2020-08-09,952.596
AFG,Afghanistan,2020-08-10,954.395
AFG,Afghanistan,2020-08-11,957.143
AFG,Afghanistan,2020-08-12,959.096
AFG,Afghanistan,2020-08-13,961.305
AFG,Afghanistan,2020-08-14,963.231
AFG,Afghanistan,2020-08-15,964.387
AFG,Afghanistan,2020-08-16,965.62
AFG,Afghanistan,2020-08-17,967.598
AFG,Afghanistan,2020-08-18,968.703
AFG,Afghanistan,2020-08-19,969.731
AFG,Afghanistan,2020-08-20,972.351
AFG,Afghanistan,2020-08-21,973.198
AFG,Afghanistan,2020-08-22,974.714
AFG,Afghanistan,2020-08-23,975.896
AFG,Afghanistan,2020-08-24,977.309
AFG,Afghanistan,2020-08-25,977.72
AFG,Afghanistan,2020-08-26,978.798
AFG,Afghanistan,2020-08-27,979.209
AFG,Afghanistan,2020-08-28,979.492
AFG,Afghanistan,2020-08-29,979.569
AFG,Afghanistan,2020-08-30,980.134
AFG,Afghanistan,2020-08-31,980.237
AFG,Afghanistan,2020-09-01,981.11
AFG,Afghanistan,2020-09-02,982.395
AFG,Afghanistan,2020-09-03,983.551
AFG,Afghanistan,2020-09-04,983.962
AFG,Afghanistan,2020-09-05,984.476
AFG,Afghanistan,2020-09-06,986.376
AFG,Afghanistan,2020-09-07,988.843
AFG,Afghanistan,2020-09-08,989.51
AFG,Afghanistan,2020-09-09,990.127
AFG,Afghanistan,2020-09-10,990.846
AFG,Afghanistan,2020-09-11,991.72
AFG,Afghanistan,2020-09-12,992.619
AFG,Afghanistan,2020-09-13,994.545
AFG,Afghanistan,2020-09-14,995.984
AFG,Afghanistan,2020-09-15,997.088
AFG,Afghanistan,2020-09-16,998.116
AFG,Afghanistan,2020-09-17,998.553
AFG,Afghanistan,2020-09-18,999.195
AFG,Afghanistan,2020-09-19,999.76
AFG,Afghanistan,2020-09-20,1002.971
AFG,Afghanistan,2020-09-21,1003.742
AFG,Afghanistan,2020-09-22,1004.307
AFG,Afghanistan,2020-09-23,1005.566
AFG,Afghanistan,2020-09-24,1006.208
AFG,Afghanistan,2020-09-25,1006.619
AFG,Afghanistan,2020-09-26,1006.773
AFG,Afghanistan,2020-09-27,1007.672
AFG,Afghanistan,2020-09-28,1007.98
AFG,Afghanistan,2020-09-29,1008.366
AFG,Afghanistan,2020-09-30,1008.725
AFG,Afghanistan,2020-10-01,1009.162
AFG,Afghanistan,2020-10-02,1009.29
AFG,Afghanistan,2020-10-03,1009.47
AFG,Afghanistan,2020-10-04,1010.6
AFG,Afghanistan,2020-10-05,1012.681
AFG,Afghanistan,2020-10-06,1014.325
AFG,Afghanistan,2020-10-07,1015.918
AFG,Afghanistan,2020-10-08,1017.665
AFG,Afghanistan,2020-10-09,1019.643
AFG,Afghanistan,2020-10-10,1019.9
AFG,Afghanistan,2020-10-11,1022.366
AFG,Afghanistan,2020-10-12,1024.19
AFG,Afghanistan,2020-10-13,1025.679
AFG,Afghanistan,2020-10-14,1027.375
AFG,Afghanistan,2020-10-15,1028.197
AFG,Afghanistan,2020-10-16,1029.79
AFG,Afghanistan,2020-10-17,1031.151
AFG,Afghanistan,2020-10-18,1032.667
AFG,Afghanistan,2020-10-19,1034.902
AFG,Afghanistan,2020-10-20,1037.008
AFG,Afghanistan,2020-10-21,1040.63
AFG,Afghanistan,2020-10-22,1043.61
AFG,Afghanistan,2020-10-23,1045.177
AFG,Afghanistan,2020-10-24,1047.258
AFG,Afghanistan,2020-10-25,1048.927
AFG,Afghanistan,2020-10-26,1051.599
AFG,Afghanistan,2020-10-27,1054.039
AFG,Afghanistan,2020-10-28,1056.942
AFG,Afghanistan,2020-10-29,1060.102
AFG,Afghanistan,2020-10-30,1061.797
AFG,Afghanistan,2020-10-31,1064.135
AFG,Afghanistan,2020-11-01,1066.087
AFG,Afghanistan,2020-11-02,1069.478
AFG,Afghanistan,2020-11-03,1071.918
AFG,Afghanistan,2020-11-04,1074.127
AFG,Afghanistan,2020-11-05,1077.236
AFG,Afghanistan,2020-11-06,1078.263
AFG,Afghanistan,2020-11-07,1079.753
AFG,Afghanistan,2020-11-08,1082.99
AFG,Afghanistan,2020-11-09,1086.535
AFG,Afghanistan,2020-11-10,1090.799
AFG,Afghanistan,2020-11-11,1094.55
AFG,Afghanistan,2020-11-12,1099.328
AFG,Afghanistan,2020-11-13,1103.797
AFG,Afghanistan,2020-11-14,1105.493
AFG,Afghanistan,2020-11-15,1110.759
AFG,Afghanistan,2020-11-16,1116.616
AFG,Afghanistan,2020-11-17,1122.087
AFG,Afghanistan,2020-11-18,1128.33
AFG,Afghanistan,2020-11-19,1134.829
AFG,Afghanistan,2020-11-20,1139.607
AFG,Afghanistan,2020-11-21,1143.203
AFG,Afghanistan,2020-11-22,1148.418
AFG,Afghanistan,2020-11-23,1155.662
AFG,Afghanistan,2020-11-24,1160.44
AFG,Afghanistan,2020-11-25,1165.834
AFG,Afghanistan,2020-11-26,1171.383
AFG,Afghanistan,2020-11-27,1174.543
AFG,Afghanistan,2020-11-28,1177.651
AFG,Afghanistan,2020-11-29,1184.638
AFG,Afghanistan,2020-11-30,1188.697
AFG,Afghanistan,2020-12-01,1194.913
AFG,Afghanistan,2020-12-02,1200.103
AFG,Afghanistan,2020-12-03,1203.159
AFG,Afghanistan,2020-12-04,1203.159
AFG,Afghanistan,2020-12-05,1209.196
AFG,Afghanistan,2020-12-06,1215.207
AFG,Afghanistan,2020-12-07,1220.602
AFG,Afghanistan,2020-12-08,1225.739
AFG,Afghanistan,2020-12-09,1229.207
AFG,Afghanistan,2020-12-10,1234.396
AFG,Afghanistan,2020-12-11,1236.015
AFG,Afghanistan,2020-12-12,1238.917
AFG,Afghanistan,2020-12-13,1246.573
AFG,Afghanistan,2020-12-14,1251.479
AFG,Afghanistan,2020-12-15,1257.49
AFG,Afghanistan,2020-12-16,1262.859
AFG,Afghanistan,2020-12-17,1268.433
AFG,Afghanistan,2020-12-18,1274.675
AFG,Afghanistan,2020-12-19,1276.217
AFG,Afghanistan,2020-12-20,1279.71
AFG,Afghanistan,2020-12-21,1284.745
AFG,Afghanistan,2020-12-22,1289.292
AFG,Afghanistan,2020-12-23,1295.534
AFG,Afghanistan,2020-12-24,1301.237
AFG,Afghanistan,2020-12-25,1305.219
AFG,Afghanistan,2020-12-26,1307.171
AFG,Afghanistan,2020-12-27,1311.101
AFG,Afghanistan,2020-12-28,1317.292
AFG,Afghanistan,2020-12-29,1319.09
AFG,Afghanistan,2020-12-30,1320.503
AFG,Afghanistan,2020-12-31,1323.612
AFG,Afghanistan,2021-01-01,1323.612
AFG,Afghanistan,2021-01-02,1323.612
AFG,Afghanistan,2021-01-03,1323.612
AFG,Afghanistan,2021-01-04,1361.759
AFG,Afghanistan,2021-01-05,1364.173
AFG,Afghanistan,2021-01-06,1364.173
AFG,Afghanistan,2021-01-07,1366.793
AFG,Afghanistan,2021-01-08,1370.004
AFG,Afghanistan,2021-01-09,1371.751
AFG,Afghanistan,2021-01-10,1374.037
AFG,Afghanistan,2021-01-11,1375.296
AFG,Afghanistan,2021-01-12,1376.478
AFG,Afghanistan,2021-01-13,1376.478
AFG,Afghanistan,2021-01-14,1381.384
AFG,Afghanistan,2021-01-15,1382.823
AFG,Afghanistan,2021-01-16,1385.572
AFG,Afghanistan,2021-01-17,1386.753
AFG,Afghanistan,2021-01-18,1388.757
AFG,Afghanistan,2021-01-19,1390.786
AFG,Afghanistan,2021-01-20,1394.306
AFG,Afghanistan,2021-01-21,1397.517
AFG,Afghanistan,2021-01-22,1399.572
AFG,Afghanistan,2021-01-23,1401.524
AFG,Afghanistan,2021-01-24,1402.449
AFG,Afghanistan,2021-01-25,1404.427
AFG,Afghanistan,2021-01-26,1406.43
AFG,Afghanistan,2021-01-27,1409.102
AFG,Afghanistan,2021-01-28,1410.052
AFG,Afghanistan,2021-01-29,1411.285
AFG,Afghanistan,2021-01-30,1413.058
AFG,Afghanistan,2021-01-31,1413.443
AFG,Afghanistan,2021-02-01,1414.368
AFG,Afghanistan,2021-02-02,1415.961
AFG,Afghanistan,2021-02-03,1417.322
AFG,Afghanistan,2021-02-04,1418.786
AFG,Afghanistan,2021-02-05,1419.66
AFG,Afghanistan,2021-02-06,1421.33
AFG,Afghanistan,2021-02-07,1421.458
AFG,Afghanistan,2021-02-08,1422.074
AFG,Afghanistan,2021-02-09,1422.717
AFG,Afghanistan,2021-02-10,1423.179
AFG,Afghanistan,2021-02-11,1423.641
AFG,Afghanistan,2021-02-12,1424.284
AFG,Afghanistan,2021-02-13,1425.003
AFG,Afghanistan,2021-02-14,1425.491
AFG,Afghanistan,2021-02-15,1426.056
AFG,Afghanistan,2021-02-16,1426.159
AFG,Afghanistan,2021-02-17,1426.724
AFG,Afghanistan,2021-02-18,1427.161
AFG,Afghanistan,2021-02-19,1427.623
AFG,Afghanistan,2021-02-20,1427.752
AFG,Afghanistan,2021-02-21,1428.368
AFG,Afghanistan,2021-02-22,1428.702
AFG,Afghanistan,2021-02-23,1429.447
AFG,Afghanistan,2021-02-24,1429.909
AFG,Afghanistan,2021-02-25,1430.32
AFG,Afghanistan,2021-02-26,1430.731
AFG,Afghanistan,2021-02-27,1431.014
AFG,Afghanistan,2021-02-28,1431.194
AFG,Afghanistan,2021-03-01,1431.682
AFG,Afghanistan,2021-03-02,1432.35
AFG,Afghanistan,2021-03-03,1432.632
AFG,Afghanistan,2021-03-04,1432.761
AFG,Afghanistan,2021-03-05,1434.097
AFG,Afghanistan,2021-03-06,1434.431
AFG,Afghanistan,2021-03-07,1434.61
AFG,Afghanistan,2021-03-08,1435.355
AFG,Afghanistan,2021-03-09,1435.355
AFG,Afghanistan,2021-03-10,1435.818
AFG,Afghanistan,2021-03-11,1436.409
AFG,Afghanistan,2021-03-12,1437.487
AFG,Afghanistan,2021-03-13,1437.487
AFG,Afghanistan,2021-03-14,1438.155
AFG,Afghanistan,2021-03-15,1438.155
AFG,Afghanistan,2021-03-16,1438.412
AFG,Afghanistan,2021-03-17,1438.952
AFG,Afghanistan,2021-03-18,1439.671
AGO,Angola,2020-03-20,0.03
AGO,Angola,2020-03-21,0.061
AGO,Angola,2020-03-22,0.061
AGO,Angola,2020-03-23,0.091
AGO,Angola,2020-03-24,0.091
AGO,Angola,2020-03-25,0.091
AGO,Angola,2020-03-26,0.122
AGO,Angola,2020-03-27,0.122
AGO,Angola,2020-03-28,0.152
AGO,Angola,2020-03-29,0.213
AGO,Angola,2020-03-30,0.213
AGO,Angola,2020-03-31,0.213
AGO,Angola,2020-04-01,0.243
AGO,Angola,2020-04-02,0.243
AGO,Angola,2020-04-03,0.243
AGO,Angola,2020-04-04,0.304
AGO,Angola,2020-04-05,0.426
AGO,Angola,2020-04-06,0.487
AGO,Angola,2020-04-07,0.517
AGO,Angola,2020-04-08,0.578
AGO,Angola,2020-04-09,0.578
AGO,Angola,2020-04-10,0.578
AGO,Angola,2020-04-11,0.578
AGO,Angola,2020-04-12,0.578
AGO,Angola,2020-04-13,0.578
AGO,Angola,2020-04-14,0.578
AGO,Angola,2020-04-15,0.578
AGO,Angola,2020-04-16,0.578
AGO,Angola,2020-04-17,0.578
AGO,Angola,2020-04-18,0.73
AGO,Angola,2020-04-19,0.73
AGO,Angola,2020-04-20,0.73
AGO,Angola,2020-04-21,0.73
AGO,Angola,2020-04-22,0.761
AGO,Angola,2020-04-23,0.761
AGO,Angola,2020-04-24,0.761
AGO,Angola,2020-04-25,0.761
AGO,Angola,2020-04-26,0.791
AGO,Angola,2020-04-27,0.822
AGO,Angola,2020-04-28,0.822
AGO,Angola,2020-04-29,0.822
AGO,Angola,2020-04-30,0.822
AGO,Angola,2020-05-01,0.913
AGO,Angola,2020-05-02,1.065
AGO,Angola,2020-05-03,1.065
AGO,Angola,2020-05-04,1.065
AGO,Angola,2020-05-05,1.095
AGO,Angola,2020-05-06,1.095
AGO,Angola,2020-05-07,1.095
AGO,Angola,2020-05-08,1.308
AGO,Angola,2020-05-09,1.308
AGO,Angola,2020-05-10,1.369
AGO,Angola,2020-05-11,1.369
AGO,Angola,2020-05-12,1.369
AGO,Angola,2020-05-13,1.369
AGO,Angola,2020-05-14,1.46
AGO,Angola,2020-05-15,1.46
AGO,Angola,2020-05-16,1.46
AGO,Angola,2020-05-17,1.46
AGO,Angola,2020-05-18,1.521
AGO,Angola,2020-05-19,1.582
AGO,Angola,2020-05-20,1.582
AGO,Angola,2020-05-21,1.765
AGO,Angola,2020-05-22,1.826
AGO,Angola,2020-05-23,1.856
AGO,Angola,2020-05-24,2.099
AGO,Angola,2020-05-25,2.13
AGO,Angola,2020-05-26,2.13
AGO,Angola,2020-05-27,2.16
AGO,Angola,2020-05-28,2.252
AGO,Angola,2020-05-29,2.465
AGO,Angola,2020-05-30,2.556
AGO,Angola,2020-05-31,2.617
AGO,Angola,2020-06-01,2.617
AGO,Angola,2020-06-02,2.617
AGO,Angola,2020-06-03,2.617
AGO,Angola,2020-06-04,2.617
AGO,Angola,2020-06-05,2.617
AGO,Angola,2020-06-06,2.678
AGO,Angola,2020-06-07,2.769
AGO,Angola,2020-06-08,2.799
AGO,Angola,2020-06-09,2.921
AGO,Angola,2020-06-10,3.438
AGO,Angola,2020-06-11,3.59
AGO,Angola,2020-06-12,3.955
AGO,Angola,2020-06-13,4.199
AGO,Angola,2020-06-14,4.26
AGO,Angola,2020-06-15,4.321
AGO,Angola,2020-06-16,4.503
AGO,Angola,2020-06-17,4.716
AGO,Angola,2020-06-18,5.051
AGO,Angola,2020-06-19,5.233
AGO,Angola,2020-06-20,5.355
AGO,Angola,2020-06-21,5.568
AGO,Angola,2020-06-22,5.659
AGO,Angola,2020-06-23,5.751
AGO,Angola,2020-06-24,5.994
AGO,Angola,2020-06-25,6.45
AGO,Angola,2020-06-26,6.45
AGO,Angola,2020-06-27,7.88
AGO,Angola,2020-06-28,8.124
AGO,Angola,2020-06-29,8.398
AGO,Angola,2020-06-30,8.641
AGO,Angola,2020-07-01,8.854
AGO,Angola,2020-07-02,9.584
AGO,Angola,2020-07-03,9.98
AGO,Angola,2020-07-04,10.528
AGO,Angola,2020-07-05,10.528
AGO,Angola,2020-07-06,10.528
AGO,Angola,2020-07-07,11.745
AGO,Angola,2020-07-08,11.745
AGO,Angola,2020-07-09,12.049
AGO,Angola,2020-07-10,13.935
AGO,Angola,2020-07-11,14.057
AGO,Angola,2020-07-12,15.396
AGO,Angola,2020-07-13,15.974
AGO,Angola,2020-07-14,16.461
AGO,Angola,2020-07-15,17.526
AGO,Angola,2020-07-16,18.469
AGO,Angola,2020-07-17,19.412
AGO,Angola,2020-07-18,20.903
AGO,Angola,2020-07-19,21.451
AGO,Angola,2020-07-20,22.789
AGO,Angola,2020-07-21,23.702
AGO,Angola,2020-07-22,24.706
AGO,Angola,2020-07-23,25.893
AGO,Angola,2020-07-24,26.775
AGO,Angola,2020-07-25,27.871
AGO,Angola,2020-07-26,28.357
AGO,Angola,2020-07-27,28.905
AGO,Angola,2020-07-28,30.426
AGO,Angola,2020-07-29,32.8
AGO,Angola,2020-07-30,33.743
AGO,Angola,2020-07-31,34.929
AGO,Angola,2020-08-01,35.416
AGO,Angola,2020-08-02,36.481
AGO,Angola,2020-08-03,38.946
AGO,Angola,2020-08-04,40.893
AGO,Angola,2020-08-05,42.445
AGO,Angola,2020-08-06,45.122
AGO,Angola,2020-08-07,46.796
AGO,Angola,2020-08-08,47.83
AGO,Angola,2020-08-09,50.873
AGO,Angola,2020-08-10,51.086
AGO,Angola,2020-08-11,52.79
AGO,Angola,2020-08-12,53.611
AGO,Angola,2020-08-13,55.224
AGO,Angola,2020-08-14,56.35
AGO,Angola,2020-08-15,57.171
AGO,Angola,2020-08-16,57.993
AGO,Angola,2020-08-17,58.875
AGO,Angola,2020-08-18,59.818
AGO,Angola,2020-08-19,61.309
AGO,Angola,2020-08-20,62.191
AGO,Angola,2020-08-21,62.922
AGO,Angola,2020-08-22,64.93
AGO,Angola,2020-08-23,66.056
AGO,Angola,2020-08-24,67.607
AGO,Angola,2020-08-25,69.463
AGO,Angola,2020-08-26,70.954
AGO,Angola,2020-08-27,73.48
AGO,Angola,2020-08-28,75.183
AGO,Angola,2020-08-29,77.618
AGO,Angola,2020-08-30,79.839
AGO,Angola,2020-08-31,80.751
AGO,Angola,2020-09-01,83.033
AGO,Angola,2020-09-02,84.494
AGO,Angola,2020-09-03,85.346
AGO,Angola,2020-09-04,87.506
AGO,Angola,2020-09-05,89.301
AGO,Angola,2020-09-06,90.214
AGO,Angola,2020-09-07,90.701
AGO,Angola,2020-09-08,92.283
AGO,Angola,2020-09-09,94.078
AGO,Angola,2020-09-10,97.882
AGO,Angola,2020-09-11,99.768
AGO,Angola,2020-09-12,101.472
AGO,Angola,2020-09-13,103.084
AGO,Angola,2020-09-14,104.636
AGO,Angola,2020-09-15,108.592
AGO,Angola,2020-09-16,111.817
AGO,Angola,2020-09-17,115.285
AGO,Angola,2020-09-18,117.081
AGO,Angola,2020-09-19,118.693
AGO,Angola,2020-09-20,121.431
AGO,Angola,2020-09-21,125.265
AGO,Angola,2020-09-22,128.886
AGO,Angola,2020-09-23,132.75
AGO,Angola,2020-09-24,136.158
AGO,Angola,2020-09-25,139.657
AGO,Angola,2020-09-26,142.152
AGO,Angola,2020-09-27,143.551
AGO,Angola,2020-09-28,145.955
AGO,Angola,2020-09-29,149.241
AGO,Angola,2020-09-30,151.28
AGO,Angola,2020-10-01,155.6
AGO,Angola,2020-10-02,158.552
AGO,Angola,2020-10-03,163.389
AGO,Angola,2020-10-04,164.363
AGO,Angola,2020-10-05,168.258
AGO,Angola,2020-10-06,174.191
AGO,Angola,2020-10-07,174.191
AGO,Angola,2020-10-08,181.28
AGO,Angola,2020-10-09,183.501
AGO,Angola,2020-10-10,190.043
AGO,Angola,2020-10-11,193.694
AGO,Angola,2020-10-12,197.406
AGO,Angola,2020-10-13,203.248
AGO,Angola,2020-10-14,208.299
AGO,Angola,2020-10-15,215.905
AGO,Angola,2020-10-16,219.739
AGO,Angola,2020-10-17,227.041
AGO,Angola,2020-10-18,231.91
AGO,Angola,2020-10-19,238.208
AGO,Angola,2020-10-20,244.902
AGO,Angola,2020-10-21,253.695
AGO,Angola,2020-10-22,261.119
AGO,Angola,2020-10-23,268.634
AGO,Angola,2020-10-24,274.628
AGO,Angola,2020-10-25,285.429
AGO,Angola,2020-10-26,293.432
AGO,Angola,2020-10-27,300.338
AGO,Angola,2020-10-28,306.515
AGO,Angola,2020-10-29,312.448
AGO,Angola,2020-10-30,321.241
AGO,Angola,2020-10-31,328.757
AGO,Angola,2020-11-01,335.755
AGO,Angola,2020-11-02,341.627
AGO,Angola,2020-11-03,352.246
AGO,Angola,2020-11-04,359.426
AGO,Angola,2020-11-05,368.219
AGO,Angola,2020-11-06,371.901
AGO,Angola,2020-11-07,375.309
AGO,Angola,2020-11-08,378.291
AGO,Angola,2020-11-09,385.806
AGO,Angola,2020-11-10,389.944
AGO,Angola,2020-11-11,394.112
AGO,Angola,2020-11-12,397.155
AGO,Angola,2020-11-13,402.48
AGO,Angola,2020-11-14,406.922
AGO,Angola,2020-11-15,409.265
AGO,Angola,2020-11-16,414.255
AGO,Angola,2020-11-17,420.431
AGO,Angola,2020-11-18,423.595
AGO,Angola,2020-11-19,430.046
AGO,Angola,2020-11-20,434.092
AGO,Angola,2020-11-21,438.535
AGO,Angola,2020-11-22,440.969
AGO,Angola,2020-11-23,445.259
AGO,Angola,2020-11-24,448.545
AGO,Angola,2020-11-25,450.949
AGO,Angola,2020-11-26,453.961
AGO,Angola,2020-11-27,456.638
AGO,Angola,2020-11-28,459.042
AGO,Angola,2020-11-29,459.529
AGO,Angola,2020-11-30,460.624
AGO,Angola,2020-12-01,464.032
AGO,Angola,2020-12-02,466.101
AGO,Angola,2020-12-03,467.379
AGO,Angola,2020-12-04,471.395
AGO,Angola,2020-12-05,472.704
AGO,Angola,2020-12-06,474.377
AGO,Angola,2020-12-07,476.111
AGO,Angola,2020-12-08,478.576
AGO,Angola,2020-12-09,480.858
AGO,Angola,2020-12-10,484.539
AGO,Angola,2020-12-11,488.677
AGO,Angola,2020-12-12,491.72
AGO,Angola,2020-12-13,492.541
AGO,Angola,2020-12-14,495.249
AGO,Angola,2020-12-15,497.836
AGO,Angola,2020-12-16,499.205
AGO,Angola,2020-12-17,501.548
AGO,Angola,2020-12-18,503.921
AGO,Angola,2020-12-19,505.868
